Record	GBK	Record_Type	Record_Number	CC	Family
snj11_SemiBin_9.fa_contig_3414_polypolish.region001.gbk_region_1	snj11_SemiBin_9.fa_contig_3414_polypolish.region001	region	1	21	FAM_00009
snj16_SemiBin_29.fa_contig_24622_polypolish.region001.gbk_region_1	snj16_SemiBin_29.fa_contig_24622_polypolish.region001	region	1	21	FAM_00009
snj08_SemiBin_32.fa_contig_76321_polypolish.region001.gbk_region_1	snj08_SemiBin_32.fa_contig_76321_polypolish.region001	region	1	21	FAM_00010
cpsnj16_SemiBin_18.fa_contig_691_polypolish.region001.gbk_region_1	cpsnj16_SemiBin_18.fa_contig_691_polypolish.region001	region	1	21	FAM_00010
cpsnj04_SemiBin_64.fa_contig_3877_polypolish.region001.gbk_region_1	cpsnj04_SemiBin_64.fa_contig_3877_polypolish.region001	region	1	21	FAM_00010
snj19_SemiBin_116.fa_contig_42711_polypolish.region001.gbk_region_1	snj19_SemiBin_116.fa_contig_42711_polypolish.region001	region	1	21	FAM_00010
cpsnj19_SemiBin_182.fa_contig_8291_polypolish.region003.gbk_region_3	cpsnj19_SemiBin_182.fa_contig_8291_polypolish.region003	region	3	21	FAM_00010
cpsnj02_SemiBin_256.fa_contig_62352_polypolish.region001.gbk_region_1	cpsnj02_SemiBin_256.fa_contig_62352_polypolish.region001	region	1	21	FAM_00010
cpsnj01_SemiBin_32.fa_contig_13481_polypolish.region001.gbk_region_1	cpsnj01_SemiBin_32.fa_contig_13481_polypolish.region001	region	1	21	FAM_00010
cpsnj08_SemiBin_54.fa_contig_52035_polypolish.region001.gbk_region_1	cpsnj08_SemiBin_54.fa_contig_52035_polypolish.region001	region	1	21	FAM_00010
snj20_SemiBin_39.fa_contig_87661_polypolish.region001.gbk_region_1	snj20_SemiBin_39.fa_contig_87661_polypolish.region001	region	1	21	FAM_00010
cpsnj03_SemiBin_11.fa_contig_433_polypolish.region001.gbk_region_1	cpsnj03_SemiBin_11.fa_contig_433_polypolish.region001	region	1	21	FAM_00010
snj14_SemiBin_18.fa_contig_1284_polypolish.region001.gbk_region_1	snj14_SemiBin_18.fa_contig_1284_polypolish.region001	region	1	21	FAM_00011
snj15_SemiBin_299.fa_contig_66631_polypolish.region001.gbk_region_1	snj15_SemiBin_299.fa_contig_66631_polypolish.region001	region	1	21	FAM_00011
snj13_SemiBin_67.fa_contig_20668_polypolish.region001.gbk_region_1	snj13_SemiBin_67.fa_contig_20668_polypolish.region001	region	1	21	FAM_00011
snj08_SemiBin_13.fa_contig_17246_polypolish.region001.gbk_region_1	snj08_SemiBin_13.fa_contig_17246_polypolish.region001	region	1	21	FAM_00011
sample21_SemiBin_599.fa_contig_47944_polypolish.region001.gbk_region_1	sample21_SemiBin_599.fa_contig_47944_polypolish.region001	region	1	21	FAM_00011
snj16_SemiBin_18.fa_contig_5878_polypolish.region001.gbk_region_1	snj16_SemiBin_18.fa_contig_5878_polypolish.region001	region	1	21	FAM_00011
cpsnj14_SemiBin_425.fa_contig_25373_polypolish.region001.gbk_region_1	cpsnj14_SemiBin_425.fa_contig_25373_polypolish.region001	region	1	21	FAM_00011
snj11_SemiBin_44.fa_contig_51864_polypolish.region001.gbk_region_1	snj11_SemiBin_44.fa_contig_51864_polypolish.region001	region	1	21	FAM_00012
sample16_SemiBin_237.fa_contig_57947_polypolish.region001.gbk_region_1	sample16_SemiBin_237.fa_contig_57947_polypolish.region001	region	1	21	FAM_00012
snj01_SemiBin_38.fa_contig_30843_polypolish.region001.gbk_region_1	snj01_SemiBin_38.fa_contig_30843_polypolish.region001	region	1	21	FAM_00012
sample25_SemiBin_149.fa_contig_18178_polypolish.region001.gbk_region_1	sample25_SemiBin_149.fa_contig_18178_polypolish.region001	region	1	21	FAM_00012
sample18_SemiBin_141.fa_contig_2579_polypolish.region002.gbk_region_2	sample18_SemiBin_141.fa_contig_2579_polypolish.region002	region	2	21	FAM_00012
sample17_SemiBin_92.fa_contig_76760.region001.gbk_region_1	sample17_SemiBin_92.fa_contig_76760.region001	region	1	21	FAM_00012
sample4_SemiBin_205.fa_contig_53035_polypolish.region001.gbk_region_1	sample4_SemiBin_205.fa_contig_53035_polypolish.region001	region	1	21	FAM_00012
sample29_SemiBin_60.fa_contig_18920_polypolish.region001.gbk_region_1	sample29_SemiBin_60.fa_contig_18920_polypolish.region001	region	1	21	FAM_00012
sample26_SemiBin_132.fa_contig_91581_polypolish.region001.gbk_region_1	sample26_SemiBin_132.fa_contig_91581_polypolish.region001	region	1	21	FAM_00012
snj08_SemiBin_3.fa_contig_4370_polypolish.region001.gbk_region_1	snj08_SemiBin_3.fa_contig_4370_polypolish.region001	region	1	21	FAM_00013
cpsnj15_SemiBin_15.fa_contig_12259_polypolish.region001.gbk_region_1	cpsnj15_SemiBin_15.fa_contig_12259_polypolish.region001	region	1	21	FAM_00013
cpsnj14_SemiBin_121.fa_contig_12966_polypolish.region002.gbk_region_2	cpsnj14_SemiBin_121.fa_contig_12966_polypolish.region002	region	2	21	FAM_00013
snj04_SemiBin_17.fa_contig_32321_polypolish.region001.gbk_region_1	snj04_SemiBin_17.fa_contig_32321_polypolish.region001	region	1	21	FAM_00013
cpsnj14_SemiBin_38.fa_contig_7779_polypolish.region001.gbk_region_1	cpsnj14_SemiBin_38.fa_contig_7779_polypolish.region001	region	1	21	FAM_00013
sample4_SemiBin_68.fa_contig_17687_polypolish.region001.gbk_region_1	sample4_SemiBin_68.fa_contig_17687_polypolish.region001	region	1	21	FAM_00013
sample26_SemiBin_131.fa_contig_13437_polypolish.region001.gbk_region_1	sample26_SemiBin_131.fa_contig_13437_polypolish.region001	region	1	21	FAM_00013
cpsnj08_SemiBin_1.fa_contig_3744_polypolish.region001.gbk_region_1	cpsnj08_SemiBin_1.fa_contig_3744_polypolish.region001	region	1	21	FAM_00013
snj20_SemiBin_23.fa_contig_7385_polypolish.region001.gbk_region_1	snj20_SemiBin_23.fa_contig_7385_polypolish.region001	region	1	21	FAM_00013
snj03_SemiBin_112.fa_contig_1651_polypolish.region001.gbk_region_1	snj03_SemiBin_112.fa_contig_1651_polypolish.region001	region	1	21	FAM_00013
cpsnj04_SemiBin_62.fa_contig_20567_polypolish.region001.gbk_region_1	cpsnj04_SemiBin_62.fa_contig_20567_polypolish.region001	region	1	21	FAM_00013
cpsnj11_SemiBin_54.fa_contig_11266_polypolish.region001.gbk_region_1	cpsnj11_SemiBin_54.fa_contig_11266_polypolish.region001	region	1	21	FAM_00013
sample17_SemiBin_251.fa_contig_14989_polypolish.region001.gbk_region_1	sample17_SemiBin_251.fa_contig_14989_polypolish.region001	region	1	21	FAM_00013
snj15_SemiBin_8.fa_contig_12291_polypolish.region001.gbk_region_1	snj15_SemiBin_8.fa_contig_12291_polypolish.region001	region	1	21	FAM_00013
snj11_SemiBin_13.fa_contig_19967_polypolish.region001.gbk_region_1	snj11_SemiBin_13.fa_contig_19967_polypolish.region001	region	1	21	FAM_00013
sample3_SemiBin_32.fa_contig_3112_polypolish.region001.gbk_region_1	sample3_SemiBin_32.fa_contig_3112_polypolish.region001	region	1	21	FAM_00013
sample28_SemiBin_11.fa_contig_23094_polypolish.region001.gbk_region_1	sample28_SemiBin_11.fa_contig_23094_polypolish.region001	region	1	21	FAM_00013
sample26_SemiBin_74.fa_contig_7827_polypolish.region001.gbk_region_1	sample26_SemiBin_74.fa_contig_7827_polypolish.region001	region	1	21	FAM_00013
sample21_SemiBin_149.fa_contig_1354_polypolish.region001.gbk_region_1	sample21_SemiBin_149.fa_contig_1354_polypolish.region001	region	1	21	FAM_00013
cpsnj16_SemiBin_6.fa_contig_5587_polypolish.region001.gbk_region_1	cpsnj16_SemiBin_6.fa_contig_5587_polypolish.region001	region	1	21	FAM_00013
sample14_SemiBin_8.fa_contig_7422_polypolish.region001.gbk_region_1	sample14_SemiBin_8.fa_contig_7422_polypolish.region001	region	1	21	FAM_00013
sample5_SemiBin_44.fa_contig_11501_polypolish.region001.gbk_region_1	sample5_SemiBin_44.fa_contig_11501_polypolish.region001	region	1	21	FAM_00013
snj10_SemiBin_29.fa_contig_12962_polypolish.region001.gbk_region_1	snj10_SemiBin_29.fa_contig_12962_polypolish.region001	region	1	21	FAM_00013
cpsnj03_SemiBin_113.fa_contig_9182_polypolish.region001.gbk_region_1	cpsnj03_SemiBin_113.fa_contig_9182_polypolish.region001	region	1	21	FAM_00013
cpsnj13_SemiBin_10.fa_contig_54454_polypolish.region001.gbk_region_1	cpsnj13_SemiBin_10.fa_contig_54454_polypolish.region001	region	1	21	FAM_00013
snj19_SemiBin_44.fa_contig_46406_polypolish.region001.gbk_region_1	snj19_SemiBin_44.fa_contig_46406_polypolish.region001	region	1	21	FAM_00013
snj14_SemiBin_97.fa_contig_12620_polypolish.region001.gbk_region_1	snj14_SemiBin_97.fa_contig_12620_polypolish.region001	region	1	21	FAM_00013
sample7_SemiBin_55.fa_contig_63333_polypolish.region001.gbk_region_1	sample7_SemiBin_55.fa_contig_63333_polypolish.region001	region	1	21	FAM_00014
sample23_SemiBin_55.fa_contig_9502_polypolish.region001.gbk_region_1	sample23_SemiBin_55.fa_contig_9502_polypolish.region001	region	1	21	FAM_00014
sample21_SemiBin_54.fa_contig_11956_polypolish.region001.gbk_region_1	sample21_SemiBin_54.fa_contig_11956_polypolish.region001	region	1	21	FAM_00014
sample20_SemiBin_103.fa_contig_3116_polypolish.region001.gbk_region_1	sample20_SemiBin_103.fa_contig_3116_polypolish.region001	region	1	21	FAM_00014
sample15_SemiBin_124.fa_contig_24553_polypolish.region001.gbk_region_1	sample15_SemiBin_124.fa_contig_24553_polypolish.region001	region	1	21	FAM_00014
sample1_SemiBin_197.fa_contig_9698_polypolish.region001.gbk_region_1	sample1_SemiBin_197.fa_contig_9698_polypolish.region001	region	1	21	FAM_00014
sample22_SemiBin_37.fa_contig_8823_polypolish.region001.gbk_region_1	sample22_SemiBin_37.fa_contig_8823_polypolish.region001	region	1	21	FAM_00014
sample19_SemiBin_84.fa_contig_22928_polypolish.region001.gbk_region_1	sample19_SemiBin_84.fa_contig_22928_polypolish.region001	region	1	21	FAM_00014
sample25_SemiBin_160.fa_contig_28128_polypolish.region001.gbk_region_1	sample25_SemiBin_160.fa_contig_28128_polypolish.region001	region	1	21	FAM_00014
cpsnj15_SemiBin_72.fa_contig_2288_polypolish.region001.gbk_region_1	cpsnj15_SemiBin_72.fa_contig_2288_polypolish.region001	region	1	21	FAM_00015
cpsnj11_SemiBin_42.fa_contig_41054_polypolish.region001.gbk_region_1	cpsnj11_SemiBin_42.fa_contig_41054_polypolish.region001	region	1	21	FAM_00015
cpsnj04_SemiBin_57.fa_contig_5702_polypolish.region001.gbk_region_1	cpsnj04_SemiBin_57.fa_contig_5702_polypolish.region001	region	1	21	FAM_00015
snj03_SemiBin_227.fa_contig_17618_polypolish.region001.gbk_region_1	snj03_SemiBin_227.fa_contig_17618_polypolish.region001	region	1	21	FAM_00015
sample22_SemiBin_159.fa_contig_4386_polypolish.region001.gbk_region_1	sample22_SemiBin_159.fa_contig_4386_polypolish.region001	region	1	21	FAM_00015
cpsnj20_SemiBin_95.fa_contig_33755_polypolish.region001.gbk_region_1	cpsnj20_SemiBin_95.fa_contig_33755_polypolish.region001	region	1	21	FAM_00015
cpsnj19_SemiBin_416.fa_contig_22145_polypolish.region001.gbk_region_1	cpsnj19_SemiBin_416.fa_contig_22145_polypolish.region001	region	1	21	FAM_00015
snj11_SemiBin_159.fa_contig_5083_polypolish.region001.gbk_region_1	snj11_SemiBin_159.fa_contig_5083_polypolish.region001	region	1	21	FAM_00015
snj20_SemiBin_29.fa_contig_25088_polypolish.region001.gbk_region_1	snj20_SemiBin_29.fa_contig_25088_polypolish.region001	region	1	21	FAM_00015
sample23_SemiBin_80.fa_contig_52996_polypolish.region001.gbk_region_1	sample23_SemiBin_80.fa_contig_52996_polypolish.region001	region	1	21	FAM_00015
sample20_SemiBin_183.fa_contig_23383_polypolish.region002.gbk_region_2	sample20_SemiBin_183.fa_contig_23383_polypolish.region002	region	2	21	FAM_00016
