cpsnj13_contig_12569	20496	1	cpsnj13
sample18_contig_85182	18276	0	sample18
cpsnj10_contig_8789	111319	1	cpsnj10
cpsnj08_contig_34907	19383	1	cpsnj08
sample3_contig_154695	13661	0	sample3
sample29_contig_36167	23224	1	sample29
snj04_contig_57015	16242	1	snj04
cpsnj15_contig_26892	31848	0	cpsnj15
sample26_contig_2804	38850	1	sample26
sample21_contig_7212	24427	1	sample21
cpsnj20_contig_4637	119708	0	cpsnj20
sample27_contig_112072	7040	0	sample27
sample11_contig_46752	44267	2	sample11
sample9_contig_2787	319118	5	sample9
sample14_contig_89432	13908	0	sample14
sample27_contig_58830	14464	1	sample27
sample3_contig_57386	17228	0	sample3
sample2_contig_35141	13061	0	sample2
sample26_contig_75121	8595	0	sample26
sample7_contig_71970	21472	1	sample7
sample15_contig_25825	414884	28	sample15
sample5_contig_33895	7977	0	sample5
sample5_contig_13711	772	1	sample5
sample20_contig_35540	123403	3	sample20
sample30_contig_30355	21204	1	sample30
sample13_contig_94312	30115	2	sample13
snj03_contig_46565	180755	6	snj03
sample14_contig_78706	23163	0	sample14
sample1_contig_35280	50022	0	sample1
sample25_contig_88703	39870	0	sample25
sample28_contig_59622	21975	0	sample28
sample12_contig_11306	62486	2	sample12
snj01_contig_72980	36708	2	snj01
cpsnj20_contig_32004	40092	1	cpsnj20
sample19_contig_19812	21374	0	sample19
snj02_contig_34313	10192	0	snj02
sample21_contig_73716	17693	0	sample21
sample12_contig_66997	10177	0	sample12
sample1_contig_78000	24460	1	sample1
sample1_contig_17827	15761	1	sample1
snj03_contig_8138	60193	3	snj03
sample13_contig_26966	18569	0	sample13
snj08_contig_30239	35398	0	snj08
snj20_contig_10330	49823	10	snj20
snj13_contig_54284	71586	0	snj13
cpsnj03_contig_43257	13154	0	cpsnj03
sample19_contig_12783	10863	0	sample19
cpsnj19_contig_58746	40041	0	cpsnj19
snj11_contig_62874	69779	1	snj11
sample30_contig_114738	17663	0	sample30
sample25_contig_39706	11570	0	sample25
sample18_contig_21553	10796	0	sample18
sample21_contig_44301	20854	0	sample21
cpsnj10_contig_68639	20305	1	cpsnj10
sample23_contig_34742	55640	2	sample23
cpsnj03_contig_40309	18218	0	cpsnj03
snj09_contig_63312	19665	0	snj09
cpsnj03_contig_5790	665701	14	cpsnj03
sample3_contig_81500	24732	1	sample3
cpsnj03_contig_29949	10914	0	cpsnj03
snj02_contig_29704	65135	2	snj02
sample30_contig_28404	536031	33	sample30
snj14_contig_39535	36266	0	snj14
sample29_contig_41437	99349	0	sample29
cpsnj19_contig_48106	19526	0	cpsnj19
cpsnj10_contig_28453	56400	2	cpsnj10
sample7_contig_90468	33670	2	sample7
sample11_contig_15090	107026	0	sample11
sample27_contig_87871	26124	0	sample27
sample30_contig_33826	14526	1	sample30
sample24_contig_96253	10812	2	sample24
snj19_contig_41926	26648	0	snj19
sample1_contig_87046	9527	2	sample1
sample26_contig_62933	22284	1	sample26
sample28_contig_41808	15647	0	sample28
cpsnj01_contig_10287	30004	0	cpsnj01
cpsnj03_contig_1445	25918	0	cpsnj03
sample25_contig_95070	44278	1	sample25
snj01_contig_62860	18749	4	snj01
cpsnj16_contig_21539	33863	1	cpsnj16
snj09_contig_21141	27126	1	snj09
cpsnj02_contig_19894	32344	0	cpsnj02
cpsnj16_contig_7250	19487	0	cpsnj16
sample15_contig_32680	20695	0	sample15
sample22_contig_4471	43551	0	sample22
sample28_contig_83456	11896	1	sample28
sample6_contig_54639	39500	2	sample6
sample2_contig_72899	15737	1	sample2
sample16_contig_46609	17931	0	sample16
sample13_contig_18768	24582	0	sample13
sample6_contig_68993	23947	0	sample6
cpsnj15_contig_5883	61140	1	cpsnj15
snj09_contig_35803	23823	1	snj09
cpsnj02_contig_61076	260914	5	cpsnj02
cpsnj03_contig_14023	29399	0	cpsnj03
sample14_contig_87548	58799	0	sample14
sample29_contig_22970	71666	3	sample29
cpsnj08_contig_71132	12656	1	cpsnj08
snj19_contig_22839	37009	0	snj19
snj03_contig_54833	18338	0	snj03
snj02_contig_4438	60176	1	snj02
sample27_contig_67817	155463	5	sample27
sample30_contig_51457	14091	0	sample30
sample16_contig_12349	63042	4	sample16
snj01_contig_366	276796	9	snj01
sample25_contig_30712	31377	2	sample25
sample12_contig_18345	149969	2	sample12
sample28_contig_2881	9060	0	sample28
snj04_contig_39822	11201	0	snj04
sample9_contig_502	382883	7	sample9
sample5_contig_101386	12716	1	sample5
sample5_contig_128962	8285	1	sample5
sample26_contig_124847	88892	1	sample26
cpsnj19_contig_22544	33263	0	cpsnj19
sample9_contig_13723	15329	0	sample9
sample3_contig_50002	136153	1	sample3
cpsnj19_contig_8229	18231	0	cpsnj19
sample21_contig_74029	33823	0	sample21
snj02_contig_5993	17643	0	snj02
sample14_contig_62683	60149	0	sample14
cpsnj02_contig_11183	142480	0	cpsnj02
cpsnj20_contig_54021	83502	5	cpsnj20
sample8_contig_23043	86632	7	sample8
cpsnj10_contig_70740	105775	0	cpsnj10
sample6_contig_103844	66745	2	sample6
sample30_contig_95373	12550	0	sample30
sample9_contig_15253	120821	6	sample9
sample13_contig_45540	27607	0	sample13
sample19_contig_28708	25837	0	sample19
snj14_contig_4202	66102	6	snj14
sample3_contig_113908	65176	3	sample3
sample12_contig_60334	15540	0	sample12
cpsnj14_contig_19431	342599	32	cpsnj14
sample28_contig_24280	30520	1	sample28
cpsnj02_contig_57752	57789	1	cpsnj02
sample12_contig_20166	28959	1	sample12
sample11_contig_110218	22497	2	sample11
sample17_contig_2295	32605	1	sample17
sample4_contig_8290	40221	0	sample4
snj14_contig_58418	13071	0	snj14
cpsnj10_contig_16894	19047	1	cpsnj10
cpsnj16_contig_2648	29390	1	cpsnj16
sample11_contig_62863	12258	1	sample11
sample30_contig_51181	70986	1	sample30
sample13_contig_13278	693	0	sample13
sample21_contig_70123	87002	0	sample21
sample1_contig_118939	9822	0	sample1
snj04_contig_22552	11585	0	snj04
sample16_contig_95087	18810	0	sample16
snj13_contig_68285	202692	1	snj13
cpsnj03_contig_59631	34067	1	cpsnj03
cpsnj15_contig_28584	12880	0	cpsnj15
sample29_contig_39410	144534	1	sample29
sample27_contig_30014	41110	2	sample27
sample5_contig_85110	69132	1	sample5
snj08_contig_25062	34364	0	snj08
sample9_contig_44533	34182	0	sample9
snj14_contig_31418	64180	0	snj14
sample11_contig_109184	23349	0	sample11
sample16_contig_23390	27695	1	sample16
sample3_contig_114812	9529	0	sample3
sample14_contig_1576	8539	0	sample14
sample15_contig_77222	36588	1	sample15
sample8_contig_110258	31325	0	sample8
sample1_contig_22032	14967	0	sample1
sample25_contig_119919	22483	0	sample25
cpsnj11_contig_46828	63973	2	cpsnj11
snj15_contig_63585	44874	3	snj15
cpsnj11_contig_60885	35854	3	cpsnj11
snj02_contig_150	324876	8	snj02
cpsnj10_contig_67379	54710	0	cpsnj10
sample6_contig_103064	54306	0	sample6
sample3_contig_13564	6418	0	sample3
sample14_contig_78880	18772	1	sample14
sample12_contig_25463	15304	0	sample12
snj03_contig_64485	20927	0	snj03
sample27_contig_107167	45313	1	sample27
sample12_contig_76617	31682	2	sample12
sample5_contig_67058	21775	1	sample5
sample8_contig_6311	147786	1	sample8
sample15_contig_54899	27145	0	sample15
cpsnj11_contig_2155	25766	1	cpsnj11
sample6_contig_79524	121261	5	sample6
sample3_contig_84162	24485	1	sample3
sample13_contig_16457	11051	0	sample13
sample21_contig_21114	114966	0	sample21
snj15_contig_80672	94898	1	snj15
snj10_contig_42705	37677	0	snj10
snj04_contig_92674	65296	2	snj04
sample19_contig_58921	13513	1	sample19
snj03_contig_17274	86111	4	snj03
cpsnj15_contig_21267	30446	0	cpsnj15
snj08_contig_69432	67519	1	snj08
snj01_contig_64756	49356	0	snj01
snj11_contig_47424	17945	1	snj11
sample3_contig_107000	7122	0	sample3
sample5_contig_106512	13961	0	sample5
sample29_contig_33459	35014	0	sample29
sample7_contig_28627	43188	1	sample7
sample11_contig_103454	11278	1	sample11
sample27_contig_89744	10620	0	sample27
sample9_contig_89489	25545	1	sample9
cpsnj04_contig_90581	76804	0	cpsnj04
sample12_contig_68263	34729	2	sample12
snj03_contig_37119	97318	2	snj03
snj02_contig_48818	28811	2	snj02
sample6_contig_45946	27602	0	sample6
sample4_contig_59663	29368	0	sample4
cpsnj14_contig_49879	205557	2	cpsnj14
snj19_contig_3720	74190	2	snj19
cpsnj04_contig_42857	16429	0	cpsnj04
sample26_contig_4955	14817	0	sample26
sample3_contig_47993	21689	1	sample3
sample29_contig_42842	84865	7	sample29
sample1_contig_134018	7652	0	sample1
sample1_contig_18234	58380	4	sample1
cpsnj14_contig_1921	34575	1	cpsnj14
sample6_contig_102730	61444	3	sample6
sample28_contig_16512	8941	0	sample28
sample25_contig_113906	15875	0	sample25
sample28_contig_74762	11150	1	sample28
sample7_contig_13995	12364	1	sample7
sample29_contig_45387	32664	0	sample29
sample4_contig_73370	113220	3	sample4
snj14_contig_5179	12654	0	snj14
cpsnj13_contig_7008	10409	0	cpsnj13
sample13_contig_26490	46367	0	sample13
cpsnj14_contig_55308	275588	6	cpsnj14
snj14_contig_13167	29647	0	snj14
cpsnj10_contig_9766	27306	2	cpsnj10
sample3_contig_68262	23592	1	sample3
snj09_contig_54750	116338	13	snj09
sample14_contig_99617	58939	1	sample14
sample2_contig_79249	13935	0	sample2
sample30_contig_75138	20382	0	sample30
cpsnj08_contig_7087	120750	5	cpsnj08
sample24_contig_16849	34758	0	sample24
sample2_contig_78110	26437	0	sample2
sample24_contig_16717	27199	0	sample24
snj13_contig_51022	35502	1	snj13
sample3_contig_10346	14552	0	sample3
sample2_contig_8361	29270	0	sample2
snj13_contig_47196	72693	4	snj13
sample4_contig_120090	35754	0	sample4
snj15_contig_62341	24161	0	snj15
cpsnj02_contig_52308	13079	0	cpsnj02
snj02_contig_5953	28492	0	snj02
snj04_contig_64239	22586	0	snj04
sample14_contig_97744	41790	1	sample14
sample4_contig_65014	22208	0	sample4
sample3_contig_48036	16592	1	sample3
sample26_contig_68276	23428	0	sample26
sample5_contig_105873	9688	0	sample5
cpsnj09_contig_62353	7098	0	cpsnj09
snj04_contig_31251	15560	1	snj04
sample21_contig_66511	64706	0	sample21
sample18_contig_35808	24203	3	sample18
sample16_contig_20805	35666	2	sample16
sample25_contig_70877	13026	1	sample25
sample1_contig_28989	15449	1	sample1
cpsnj02_contig_25982	206409	12	cpsnj02
sample16_contig_60315	16905	0	sample16
sample21_contig_7631	49890	1	sample21
cpsnj01_contig_33353	17249	0	cpsnj01
sample13_contig_10570	39834	0	sample13
snj02_contig_21345	19625	1	snj02
cpsnj04_contig_8796	71723	0	cpsnj04
cpsnj10_contig_7870	203562	2	cpsnj10
sample4_contig_13239	20202	0	sample4
snj02_contig_64511	12888	0	snj02
snj10_contig_55361	131819	4	snj10
cpsnj15_contig_14924	24945	0	cpsnj15
sample15_contig_85330	56427	1	sample15
cpsnj01_contig_9868	45718	6	cpsnj01
snj11_contig_48321	15680	0	snj11
snj08_contig_36782	26115	0	snj08
cpsnj11_contig_33268	93272	4	cpsnj11
sample30_contig_11751	18335	0	sample30
sample9_contig_44577	96886	1	sample9
sample3_contig_93002	19718	0	sample3
sample5_contig_52336	18222	1	sample5
sample1_contig_136425	12751	0	sample1
sample2_contig_2080	11596	0	sample2
snj08_contig_65242	43770	0	snj08
sample4_contig_69487	6205	0	sample4
sample28_contig_5988	155704	14	sample28
snj13_contig_36406	25897	2	snj13
sample12_contig_33800	49688	2	sample12
cpsnj04_contig_8843	66545	3	cpsnj04
snj04_contig_13868	54657	0	snj04
cpsnj03_contig_11039	520588	5	cpsnj03
sample12_contig_52291	13485	2	sample12
sample1_contig_33648	8212	0	sample1
sample25_contig_39393	23787	1	sample25
sample3_contig_155589	22230	0	sample3
sample11_contig_110603	12810	0	sample11
sample1_contig_4373	10534	1	sample1
sample28_contig_58410	55534	1	sample28
snj10_contig_35507	27728	2	snj10
sample24_contig_23703	10207	0	sample24
cpsnj10_contig_29705	20338	3	cpsnj10
sample5_contig_138086	22767	1	sample5
sample26_contig_100002	17013	0	sample26
sample27_contig_26100	165945	1	sample27
sample5_contig_2433	9303	0	sample5
sample3_contig_153912	77897	0	sample3
sample4_contig_51456	34377	0	sample4
sample1_contig_31444	24226	0	sample1
snj09_contig_8008	14809	0	snj09
sample26_contig_34174	34559	0	sample26
sample22_contig_17896	39178	1	sample22
sample20_contig_25486	24383	0	sample20
snj01_contig_45129	40098	1	snj01
snj10_contig_63462	14261	1	snj10
sample8_contig_104905	50119	1	sample8
cpsnj14_contig_55134	23215	0	cpsnj14
cpsnj20_contig_25266	52015	1	cpsnj20
snj14_contig_49842	23556	0	snj14
snj13_contig_1857	26474	0	snj13
sample8_contig_23495	45134	0	sample8
sample21_contig_74100	18052	0	sample21
snj11_contig_72733	19385	0	snj11
sample1_contig_157018	22163	0	sample1
sample23_contig_11289	476003	12	sample23
cpsnj14_contig_24220	1581353	36	cpsnj14
sample25_contig_104180	17660	0	sample25
sample25_contig_26038	20270	0	sample25
cpsnj01_contig_26585	20461	0	cpsnj01
sample14_contig_71358	30667	2	sample14
cpsnj09_contig_30429	104995	2	cpsnj09
snj11_contig_44117	11647	0	snj11
sample16_contig_19041	25029	0	sample16
snj11_contig_13453	34666	0	snj11
sample25_contig_86821	51445	5	sample25
sample22_contig_1573	146752	5	sample22
snj04_contig_63352	37402	4	snj04
sample14_contig_32126	27263	1	sample14
sample23_contig_41424	60602	4	sample23
snj11_contig_65529	51571	1	snj11
cpsnj14_contig_42155	166482	1	cpsnj14
sample3_contig_25220	24344	0	sample3
snj08_contig_65384	38683	0	snj08
sample25_contig_32098	65497	2	sample25
sample28_contig_43415	27605	1	sample28
sample1_contig_98371	3184	0	sample1
sample27_contig_110436	10411	0	sample27
sample2_contig_23190	19327	0	sample2
snj02_contig_22247	42571	1	snj02
sample6_contig_48258	33206	0	sample6
sample25_contig_9689	17383	0	sample25
cpsnj02_contig_33440	54678	1	cpsnj02
cpsnj13_contig_23927	66074	1	cpsnj13
sample9_contig_24302	15444	0	sample9
sample27_contig_3427	19822	2	sample27
sample4_contig_85006	8814	0	sample4
cpsnj13_contig_20004	35138	0	cpsnj13
sample3_contig_143662	14941	0	sample3
snj08_contig_22715	88099	4	snj08
sample22_contig_16322	38095	0	sample22
sample2_contig_74116	6472	0	sample2
sample25_contig_117641	36578	0	sample25
sample11_contig_55573	39890	1	sample11
sample25_contig_77052	18381	0	sample25
sample17_contig_37748	11234	0	sample17
sample19_contig_61733	25474	0	sample19
sample7_contig_37106	24905	2	sample7
sample7_contig_6055	41483	6	sample7
sample20_contig_32900	13669	0	sample20
snj03_contig_55686	72759	5	snj03
cpsnj01_contig_25987	34338	2	cpsnj01
snj03_contig_9121	11679	0	snj03
sample15_contig_91010	66230	5	sample15
sample2_contig_104389	9238	0	sample2
sample6_contig_43952	158362	3	sample6
sample24_contig_46476	13323	0	sample24
cpsnj14_contig_61519	31147	0	cpsnj14
sample27_contig_96307	11539	1	sample27
sample29_contig_13574	50413	1	sample29
cpsnj09_contig_22709	13449	1	cpsnj09
sample2_contig_74080	12356	0	sample2
sample6_contig_16235	25588	0	sample6
snj10_contig_14945	33976	1	snj10
sample21_contig_2065	43910	4	sample21
sample30_contig_538	21987	1	sample30
sample17_contig_69910	14440	0	sample17
sample13_contig_39172	166865	0	sample13
sample8_contig_110790	77586	1	sample8
sample13_contig_98077	8967	1	sample13
sample15_contig_10321	17398	0	sample15
snj10_contig_52864	35092	0	snj10
snj08_contig_31907	71102	0	snj08
sample2_contig_78018	9975	0	sample2
sample16_contig_107196	19426	0	sample16
sample23_contig_14562	29775	0	sample23
snj14_contig_27252	77894	2	snj14
snj04_contig_16160	29751	0	snj04
sample8_contig_31977	17641	1	sample8
sample24_contig_20822	50152	1	sample24
cpsnj04_contig_55802	16152	0	cpsnj04
sample11_contig_57640	22044	0	sample11
cpsnj19_contig_43315	14207	0	cpsnj19
cpsnj09_contig_68131	53763	1	cpsnj09
sample3_contig_29928	5780	0	sample3
sample10_contig_49678	25835	1	sample10
sample16_contig_75340	25433	0	sample16
sample27_contig_80255	12565	0	sample27
sample10_contig_38037	20796	2	sample10
cpsnj08_contig_88220	39057	1	cpsnj08
cpsnj20_contig_22846	16721	0	cpsnj20
snj15_contig_38489	12309	1	snj15
sample15_contig_83702	21961	0	sample15
snj15_contig_31936	44225	0	snj15
sample27_contig_138402	48093	0	sample27
snj13_contig_74593	164446	2	snj13
sample9_contig_46817	25778	0	sample9
cpsnj15_contig_55524	22174	3	cpsnj15
sample2_contig_6135	14760	0	sample2
sample22_contig_43710	10905	1	sample22
sample13_contig_16229	47912	1	sample13
snj13_contig_60270	260165	4	snj13
sample10_contig_88984	12850	0	sample10
cpsnj14_contig_65581	9150	0	cpsnj14
cpsnj09_contig_43137	32329	3	cpsnj09
snj16_contig_18302	47229	1	snj16
sample5_contig_96979	8128	0	sample5
sample24_contig_72129	20515	0	sample24
cpsnj15_contig_50155	17396	0	cpsnj15
sample4_contig_69309	8287	0	sample4
sample21_contig_76487	101282	2	sample21
sample24_contig_87588	13477	0	sample24
sample9_contig_36123	13846	1	sample9
snj08_contig_63177	35492	0	snj08
sample15_contig_24509	15274	0	sample15
sample26_contig_69624	18689	0	sample26
sample27_contig_40064	31773	2	sample27
sample1_contig_133893	83258	1	sample1
sample8_contig_115039	45473	1	sample8
sample28_contig_33178	31065	0	sample28
sample16_contig_24258	42445	0	sample16
sample26_contig_51965	43946	0	sample26
cpsnj02_contig_54221	24006	0	cpsnj02
sample30_contig_96504	50633	1	sample30
sample13_contig_95769	8217	0	sample13
sample8_contig_13921	358063	7	sample8
cpsnj19_contig_55490	16829	0	cpsnj19
sample11_contig_113506	81137	5	sample11
sample18_contig_58620	13782	0	sample18
sample21_contig_50855	25773	0	sample21
sample18_contig_65032	111288	1	sample18
sample27_contig_108637	22151	2	sample27
sample28_contig_4392	39402	0	sample28
cpsnj13_contig_35918	193283	9	cpsnj13
sample1_contig_127260	120814	0	sample1
sample5_contig_43260	41958	3	sample5
cpsnj08_contig_62049	26476	0	cpsnj08
cpsnj13_contig_24106	19299	0	cpsnj13
sample2_contig_62890	12750	0	sample2
sample19_contig_12144	145975	2	sample19
sample27_contig_46549	25947	1	sample27
snj11_contig_69760	19077	0	snj11
sample26_contig_13611	123949	0	sample26
sample4_contig_142812	14676	0	sample4
cpsnj01_contig_42216	27889	0	cpsnj01
cpsnj08_contig_24906	28140	0	cpsnj08
sample3_contig_122610	7248	0	sample3
snj09_contig_29544	41668	2	snj09
sample12_contig_6364	30425	0	sample12
cpsnj19_contig_58198	21371	1	cpsnj19
sample25_contig_5797	70006	1	sample25
cpsnj15_contig_71295	14996	0	cpsnj15
snj03_contig_31589	20885	0	snj03
cpsnj13_contig_49952	33188	0	cpsnj13
sample19_contig_6889	117632	5	sample19
snj04_contig_28446	10453	0	snj04
cpsnj19_contig_3633	22968	0	cpsnj19
cpsnj02_contig_75936	45069	1	cpsnj02
snj08_contig_35410	23430	0	snj08
snj09_contig_37861	19040	0	snj09
sample24_contig_38283	7726	0	sample24
sample22_contig_8976	22163	1	sample22
cpsnj03_contig_28745	58948	1	cpsnj03
cpsnj14_contig_27218	51815	1	cpsnj14
cpsnj08_contig_72021	28037	0	cpsnj08
cpsnj15_contig_42394	42232	0	cpsnj15
snj08_contig_4227	19405	0	snj08
snj02_contig_2255	65503	2	snj02
sample3_contig_30530	8532	0	sample3
sample15_contig_62486	20300	0	sample15
cpsnj11_contig_1794	125138	7	cpsnj11
cpsnj09_contig_1316	3515911	56	cpsnj09
sample1_contig_48998	31673	2	sample1
snj11_contig_29826	26954	5	snj11
snj10_contig_61586	32459	0	snj10
sample2_contig_61236	10964	0	sample2
cpsnj11_contig_23732	150719	4	cpsnj11
snj08_contig_40588	25950	0	snj08
cpsnj19_contig_20684	12801	0	cpsnj19
sample12_contig_42421	14730	1	sample12
sample25_contig_95153	14694	0	sample25
snj01_contig_45110	16651	0	snj01
sample2_contig_23629	47765	0	sample2
sample16_contig_8325	39831	0	sample16
sample26_contig_103621	19576	2	sample26
sample3_contig_19173	36817	1	sample3
sample27_contig_2219	51600	3	sample27
sample6_contig_90886	67927	0	sample6
sample28_contig_14744	28769	0	sample28
snj02_contig_29552	63978	4	snj02
sample2_contig_1289	243030	4	sample2
cpsnj14_contig_341	1084899	10	cpsnj14
sample9_contig_3047	117793	3	sample9
sample27_contig_97722	12978	0	sample27
sample7_contig_56495	10648	0	sample7
sample26_contig_98953	18530	0	sample26
sample28_contig_97381	30478	0	sample28
sample28_contig_40989	12959	0	sample28
sample3_contig_7524	36494	1	sample3
cpsnj02_contig_35022	21380	0	cpsnj02
cpsnj11_contig_15521	31744	2	cpsnj11
sample20_contig_29470	60055	0	sample20
snj14_contig_54730	62256	1	snj14
sample8_contig_25808	38256	0	sample8
snj10_contig_53003	122868	2	snj10
sample9_contig_70736	72288	1	sample9
cpsnj15_contig_69940	11917	0	cpsnj15
cpsnj08_contig_45479	25143	0	cpsnj08
sample7_contig_19871	56448	0	sample7
cpsnj03_contig_37588	14831	0	cpsnj03
cpsnj09_contig_70747	943277	9	cpsnj09
snj03_contig_2594	18389	0	snj03
snj09_contig_2958	32436	1	snj09
sample17_contig_94178	49717	2	sample17
sample1_contig_49507	69106	0	sample1
snj08_contig_58461	29911	3	snj08
sample24_contig_5825	40698	1	sample24
sample25_contig_80517	8407	0	sample25
sample4_contig_112678	24868	0	sample4
cpsnj09_contig_86238	17477	1	cpsnj09
sample25_contig_114335	23489	0	sample25
sample26_contig_3061	25841	0	sample26
cpsnj03_contig_26936	195131	4	cpsnj03
sample5_contig_106482	4196	0	sample5
snj20_contig_28442	48276	4	snj20
snj19_contig_41768	27566	0	snj19
sample21_contig_5202	21956	0	sample21
sample13_contig_10230	22006	0	sample13
cpsnj11_contig_27932	7212	1	cpsnj11
snj01_contig_50629	20980	1	snj01
sample12_contig_3908	19318	0	sample12
sample17_contig_55895	9780	2	sample17
sample12_contig_41846	9026	0	sample12
sample24_contig_65296	61102	3	sample24
snj19_contig_9446	11082	0	snj19
sample5_contig_95983	14149	0	sample5
snj14_contig_50764	32203	1	snj14
sample22_contig_27856	78607	2	sample22
sample18_contig_59389	23281	0	sample18
snj03_contig_59371	16758	0	snj03
sample27_contig_105081	22264	1	sample27
cpsnj03_contig_55494	26199	0	cpsnj03
snj19_contig_2191	26339	0	snj19
cpsnj08_contig_81547	27034	2	cpsnj08
cpsnj08_contig_63954	8708	0	cpsnj08
cpsnj11_contig_24908	33380	1	cpsnj11
sample15_contig_101674	33034	1	sample15
sample28_contig_12790	24698	2	sample28
sample22_contig_27831	24401	0	sample22
sample23_contig_11976	34496	0	sample23
