sample,chao1,simpson,shannon,Site,Ecosystem
SRR25158381,4569.967078038019,0.9713983179696598,7.375833507158363,SMAG,Agricultural Land
SRR25158428,5459.211474275881,0.9713712735249684,7.406325696274902,SMAG,Forest
SRR25158448,4029.402842693725,0.9713675359097222,7.256209265182221,SMAG,Agricultural Land
SRR25158329,3685.926473072187,0.971337217797452,7.209405077497921,SMAG,Agricultural Land
SRR25158219,5198.881835406563,0.9713818418079506,7.505628766591887,SMAG,Agricultural Land
SRR25158205,3093.600618233956,0.9712741200302004,7.001484164061159,SMAG,Agricultural Land
SRR25158386,3007.901392851884,0.9713993734043334,6.953623880313742,SMAG,Forest
SRR25158218,5774.948683081061,0.9713714421159678,7.543650302200608,SMAG,Agricultural Land
SRR25158468,4843.550055366997,0.9713797253823532,7.45441128326862,SMAG,Agricultural Land
SRR25158209,6079.510717186498,0.9713739048161346,7.599403043572894,SMAG,Agricultural Land
SRR25158286,5181.666905623814,0.9713846650687292,7.549319341069018,SMAG,Agricultural Land
SRR25158328,3779.120877030691,0.97135365861988,7.30258564913186,SMAG,Grassland
SRR25158256,3895.9203483108017,0.9713033680863916,7.27335569635541,SMAG,Agricultural Land
SRR25158203,4154.206267830713,0.9713840851029156,7.241376970161525,SMAG,Wetland
SRR25158493,5862.812749004978,0.971348777911622,7.548276520030476,SMAG,Wetland
SRR25158330,4229.69079709916,0.9713515020010924,7.342628398513298,SMAG,Agricultural Land
SRR25158392,3054.3924598563517,0.9713564124042896,6.981200718883743,SMAG,Agricultural Land
SRR25158307,3116.5880809747,0.9713197633221612,7.026321492556619,SMAG,Bare Land
SRR25158450,1910.4877792245595,0.9713525346764142,6.084767806976314,SMAG,Agricultural Land
SRR25158220,5417.41708109773,0.9713695909774808,7.5002917114615375,SMAG,Agricultural Land
SRR25158371,4476.357378673251,0.9713667872900008,7.365456144911297,SMAG,Agricultural Land
SRR25158251,4028.6849239708754,0.9712999740727074,7.298133599348845,SMAG,Agricultural Land
SRR25158471,2251.4418865688763,0.9713358390189972,6.53860337951725,SMAG,Agricultural Land
SRR25158333,4685.169621866145,0.971328587302692,7.4592508937928335,SMAG,Agricultural Land
SRR25158242,4670.417401471192,0.9713889424939488,7.435815195827357,SMAG,Forest
SRR25158422,3485.1841368792584,0.9713713224252426,7.122787648775278,SMAG,Forest
SRR25158182,4137.92276220928,0.9713854795114284,7.271770102401136,SMAG,Grassland
SRR25158408,4765.345098088963,0.9713759514689202,7.336883762903317,SMAG,Wetland
SRR25158397,4141.595388084724,0.971394717218574,7.292015018429317,SMAG,Wetland
SRR25158295,4024.337274235527,0.9713636860845838,7.284257478434453,SMAG,Agricultural Land
SRR25158250,2482.51936161216,0.9713281282321302,6.524289825221526,SMAG,Forest
SRR25158467,4344.47396453951,0.9713755762096942,7.36313028525064,SMAG,Agricultural Land
SRR25158262,2240.7221421009585,0.9713383309721788,6.431872851016605,SMAG,Wetland
SRR25158261,2347.6833064652897,0.9712730440163596,6.552982437049515,SMAG,Wetland
SRR25158401,5135.4512102030585,0.9713875697310442,7.498246769304679,SMAG,Forest
SRR25158455,4651.0571388991775,0.971391026676406,7.376417449076788,SMAG,Agricultural Land
SRR25158187,2871.9997129499984,0.9713700765405302,7.006721537923895,SMAG,Agricultural Land
SRR25158402,2775.9993854010195,0.9713769907226262,6.8409873638310605,SMAG,Agricultural Land
SRR25158235,5969.255798450491,0.9713456310630478,7.578208409443932,SMAG,Agricultural Land
SRR25158353,2349.955247698139,0.9712856569508242,6.597675541545371,SMAG,Wetland
SRR25158255,3897.552058760279,0.9712866407508026,7.356555890996564,SMAG,Agricultural Land
SRR25158239,4615.293799204647,0.9713765343795938,7.434517618624,SMAG,Forest
SRR25158424,3310.484101481157,0.9713466720999144,7.1523972582555455,SMAG,Agricultural Land
SRR25158477,4966.984959094853,0.9713715150333334,7.418707138410441,SMAG,Grassland
SRR25158372,2375.893988097833,0.9713745980018158,6.790828568979155,SMAG,Agricultural Land
SRR25158186,3498.564351306726,0.9713549910826748,7.1952160505876686,SMAG,Agricultural Land
SRR25158327,4423.908386100476,0.971369712767828,7.386815558960436,SMAG,Agricultural Land
SRR25158274,5280.535634427141,0.9713618151818691,7.431986332845856,SMAG,Agricultural Land
SRR25158364,5876.30967122608,0.9713800126002892,7.604199680248016,SMAG,Agricultural Land
SRR25158202,3653.404341997028,0.9713712281874856,7.155794063686493,SMAG,Agricultural Land
SRR25158290,4189.695347370789,0.971385137548766,7.010556098498535,SMAG,Forest
SRR25158485,4785.718685216329,0.9713767998470234,7.45079307547312,SMAG,Forest
SRR25158394,4503.854026710342,0.9713775907714504,7.419209377137403,SMAG,Forest
SRR25158474,4395.669571577588,0.971403836130504,7.2991953197010755,SMAG,Agricultural Land
SRR25158472,4025.8268088688615,0.9713666410468648,7.268974091045105,SMAG,Agricultural Land
SRR25158517,4760.160442934628,0.9713506248279318,7.430726596287903,SMAG,Agricultural Land
SRR25158470,3481.129721495415,0.9713825971228994,7.088049163837375,SMAG,Agricultural Land
SRR25158277,6270.245437715463,0.9713611410066626,7.499779418450924,SMAG,Agricultural Land
SRR25158266,2146.369759834381,0.9712593157790168,6.586023446734994,SMAG,Wetland
SRR25158388,4910.137166814445,0.9713677462188368,7.419071268453255,SMAG,Agricultural Land
SRR25158265,2367.72704456576,0.9712942499801832,6.523006481764089,SMAG,Wetland
SRR25158519,4799.23860902094,0.9713601977710656,7.43259981680911,SMAG,Agricultural Land
SRR25158198,3711.3526483875216,0.9713514350261552,7.223985340554035,SMAG,Forest
SRR25158237,5450.7556053239305,0.9713682922589668,7.43377606886437,SMAG,Agricultural Land
SRR25158183,4871.567931626182,0.9713573926770112,7.414840668774293,SMAG,Forest
SRR25158512,3786.695084088552,0.9713599734944808,7.162199122560015,SMAG,Wetland
SRR25158529,4173.511902508402,0.9713758218722462,7.259672004773686,SMAG,Grassland
SRR25158210,6157.145666956159,0.971376731625852,7.708541606656375,SMAG,Agricultural Land
SRR25158380,4176.874817138609,0.971389184041238,7.287480675924074,SMAG,Wetland
SRR25158447,3450.0192771184825,0.9713450652774442,7.211821455870982,SMAG,Forest
SRR25158285,5318.914681846182,0.971382328488678,7.584765793560879,SMAG,Agricultural Land
SRR25158331,4265.557770780852,0.9713405551317088,7.420108700486097,SMAG,Agricultural Land
SRR25158346,2091.6369724632605,0.971240450174636,6.3209630918842,SMAG,Wetland
SRR25158398,3699.027287228456,0.971388533386158,7.206709886148233,SMAG,Agricultural Land
SRR25158469,4292.098982758729,0.971354171625472,7.311822294956092,SMAG,Wetland
SRR25158216,5621.124269910076,0.9713630210537764,7.471290597330047,SMAG,Agricultural Land
SRR25158395,3603.683316778367,0.9713652456125028,7.180946590209004,SMAG,Agricultural Land
SRR25158254,4357.407329180801,0.9713233981479488,7.385741461897647,SMAG,Agricultural Land
SRR25158465,4872.470913824453,0.9713671111212044,7.417941056719657,SMAG,Agricultural Land
SRR25158411,3250.7495148132043,0.971366046640475,7.199380952782667,SMAG,Agricultural Land
SRR25158271,2457.6763225456425,0.9712950502663348,6.74150491509665,SMAG,Bare Land
SRR25158268,2794.2935399256166,0.9713686719458724,6.611183342999523,SMAG,Bare Land
SRR25158185,3007.86050448216,0.9713828034726084,7.104025250946638,SMAG,Agricultural Land
SRR25158184,3777.9802842332974,0.9713743912728108,7.240494926916549,SMAG,Agricultural Land
SRR25158435,2955.130140661526,0.9713641199786138,7.1163921390112215,SMAG,Agricultural Land
SRR25158289,3042.7410684620354,0.9713357613786118,6.814695639167279,SMAG,Forest
SRR25158533,3215.8994046720886,0.9713797527129824,6.777820132128851,SMAG,Agricultural Land
SRR25158246,3868.5892946987137,0.9713152997889456,7.320042075514011,SMAG,Forest
SRR25158345,4449.098858080331,0.971370048594259,7.444545140724131,SMAG,Agricultural Land
SRR25158359,2187.6776942253805,0.9713453528325928,6.61810137402639,SMAG,Bare Land
SRR25158504,4199.211744376496,0.9713484870541392,7.301020007582458,SMAG,Grassland
SRR25158438,2431.676475732885,0.9712051151839396,6.590096597351986,SMAG,Wetland
SRR25158479,4862.036935114277,0.9713733951843498,7.399909117443828,SMAG,Agricultural Land
SRR25158439,3111.510850524357,0.97132912326695,6.831960250030643,SMAG,Grassland
SRR25158475,4436.455109680054,0.9713819336856052,7.279264729840563,SMAG,Agricultural Land
SRR25158437,2636.301701280157,0.9713424811886964,6.684198667805148,SMAG,Wetland
SRR25158248,4407.544734353831,0.9712797003376205,7.343017744907419,SMAG,Forest
SRR25158215,5243.3728415321175,0.9713627131641276,7.407553192002883,SMAG,Agricultural Land
SRR25158400,5186.747162735787,0.971401983370906,7.324690038252447,SMAG,Wetland
SRR25158343,1908.042146126536,0.9713427751037844,6.481292292220506,SMAG,Wetland
SRR25158211,5824.930670338996,0.9713629561443444,7.525855018781168,SMAG,Agricultural Land
SRR25158244,3264.0078445946183,0.971356656161712,7.018673051980147,SMAG,Forest
SRR25158280,5231.342107152907,0.971368083818667,7.369012943107232,SMAG,Agricultural Land
SRR25158425,4059.755671133488,0.971320542712023,7.181163326718071,SMAG,Agricultural Land
SRR25158354,2062.620302266924,0.9713037141054576,6.597128473071416,SMAG,Wetland
SRR25158323,3969.4441042924673,0.971351294201674,7.323658983307811,SMAG,Agricultural Land
SRR25158292,2005.823064083806,0.9713130470255492,6.272616002297322,SMAG,Forest
SRR25158178,3951.553715876681,0.9713725522012402,7.297129744691462,SMAG,Agricultural Land
SRR25158500,5542.554093246873,0.9713698052933376,7.55180860586654,SMAG,Grassland
SRR25158339,3334.639561445695,0.9713342989799324,6.915241105378027,SMAG,Wetland
SRR25158436,3521.4759650291453,0.971371943004888,7.187410377261732,SMAG,Forest
SRR25158434,4290.0151610018665,0.9713695606453996,7.338509723245344,SMAG,Forest
SRR25158522,4007.247828933717,0.9713581473060556,7.304750860432097,SMAG,Forest
SRR25158446,3840.757573694977,0.97136783276027,7.360839445904479,SMAG,Agricultural Land
SRR25158332,3899.269636694336,0.9713440599822144,7.27216099329222,SMAG,Agricultural Land
SRR25158490,5650.695049093147,0.971366593532096,7.584377199365898,SMAG,Agricultural Land
SRR25158276,5404.867719645095,0.9713272066155002,7.458982948339165,SMAG,Agricultural Land
SRR25158335,4214.370533866523,0.9713596783160644,7.323596637245444,SMAG,Agricultural Land
SRR25158299,1225.419270465755,0.9712635900624376,5.963227595019215,SMAG,Forest
SRR25158296,2446.045315873152,0.9713524544204728,6.579737132419858,SMAG,Forest
SRR25158486,3487.565912197472,0.9713833464471092,7.146487721038243,SMAG,Agricultural Land
SRR25158480,3702.4090411802326,0.9714015068872734,7.213961620011612,SMAG,Agricultural Land
SRR25158314,3596.1303104878434,0.9713123904681038,7.145692802182818,SMAG,Agricultural Land
SRR25158463,3209.46393466579,0.9713597330906144,7.016238802945929,SMAG,Wetland
SRR25158363,6293.787092991363,0.971375633878224,7.682483000657976,SMAG,Agricultural Land
SRR25158227,4573.505380633299,0.971318260039793,7.362537312544332,SMAG,Agricultural Land
SRR25158258,4011.71037972256,0.971310233965316,7.178957136663952,SMAG,Agricultural Land
SRR25158279,5744.5502728156325,0.9713355202435244,7.555433506250446,SMAG,Agricultural Land
SRR25158257,3898.031576871193,0.9712836572658272,7.262907106819521,SMAG,Agricultural Land
SRR25158348,3122.648407329322,0.971360854798548,6.692569463200381,SMAG,Wetland
SRR25158225,5390.533322702407,0.9712895758219352,7.422219973297141,SMAG,Agricultural Land
SRR25158264,2745.974601880867,0.9713646024570276,6.629425418173754,SMAG,Wetland
SRR25158426,3560.946818436124,0.9713746687059684,6.872955043275092,SMAG,Grassland
SRR25158204,2076.734184894833,0.971335367785295,6.65142291287238,SMAG,Forest
SRR25158179,3869.276661185977,0.971385503104919,7.095318948178999,SMAG,Grassland
SRR25158482,3824.0102075050295,0.9713898407649626,7.228052892487139,SMAG,Wetland
SRR25158356,4626.4406355793335,0.9713994101381228,7.412703945485685,SMAG,Agricultural Land
SRR25158351,2454.0366973256773,0.9713422937843472,6.665437463860632,SMAG,Wetland
SRR25158199,3927.274051209108,0.9713594546050548,7.296486464848073,SMAG,Agricultural Land
SRR25158311,2507.9710921086694,0.9713465600445929,6.6667924317630005,SMAG,Wetland
SRR25158361,6048.785398827507,0.9713785060038674,7.578704581503414,SMAG,Agricultural Land
SRR25158503,5225.465773117326,0.9713765751882112,7.50649083970104,SMAG,Grassland
SRR25158206,4423.277143137796,0.9713684003310084,7.28825434322571,SMAG,Forest
SRR25158416,4110.105958503967,0.9713689628649388,7.155285853405546,SMAG,Wetland
SRR25158297,2694.916243513408,0.9713031879295412,6.742128885728042,SMAG,Forest
SRR25158294,2688.05646633241,0.97137869462674,6.459386850400059,SMAG,Forest
SRR25158293,2381.444187865434,0.9712930363784888,6.415011283413412,SMAG,Forest
SRR25158270,2624.836040189306,0.9713495052256764,6.669466130440147,SMAG,Bare Land
SRR25158310,2331.9861452005957,0.9712861982038672,6.536774644308575,SMAG,Wetland
SRR25158419,4687.831958310022,0.9713419489520828,7.303315066897856,SMAG,Agricultural Land
SRR25158459,3409.3638460002617,0.9713797176961336,6.927452427018558,SMAG,Agricultural Land
SRR25158499,2800.0048280827687,0.9712673916880648,6.898899735396794,SMAG,Grassland
SRR25158423,3847.8804160351656,0.9713288044321116,7.091301386821594,SMAG,Agricultural Land
SRR25158233,2629.4039058736107,0.9712821378922598,7.128460605031475,SMAG,Agricultural Land
SRR25158432,3812.419563592822,0.971337975037285,7.136740964933256,SMAG,Agricultural Land
SRR25158177,4062.739493674316,0.971347074702702,7.254054140593632,SMAG,Forest
SRR25158374,3598.8061448443746,0.9713689674350086,7.204819671112883,SMAG,Agricultural Land
SRR25158222,6445.87513072966,0.9713920655292092,7.65998818824937,SMAG,Agricultural Land
SRR25158200,3168.234255766812,0.9713565620555494,6.908837526082567,SMAG,Grassland
SRR25158405,4634.0192358217655,0.971373651821874,7.390596568540231,SMAG,Agricultural Land
SRR25158313,2516.049574402443,0.9713478595916456,6.603716040485527,SMAG,Wetland
SRR25158301,4319.3168788254125,0.9712674628326662,7.385603497910191,SMAG,Forest
SRR25158498,3299.674080585266,0.9713791879221878,7.0943387805932,SMAG,Grassland
SRR25158300,3114.3898532423214,0.9713532830764472,6.815731967664686,SMAG,Forest
SRR25158412,2675.54279610985,0.9713544026361745,6.564929775785274,SMAG,Agricultural Land
SRR25158464,3708.18526926593,0.9713598984537428,7.123385202361625,SMAG,Agricultural Land
SRR25158508,3123.442979821317,0.9713592157976734,7.013099366212086,SMAG,Agricultural Land
SRR25158466,3163.9480768969684,0.9713913909829212,7.041169597374438,SMAG,Agricultural Land
SRR25158387,5229.450473540272,0.971399820881505,7.450408250840602,SMAG,Agricultural Land
SRR25158368,3442.1458482772964,0.971380866103839,6.7107232439399045,SMAG,Agricultural Land
SRR25158369,4147.724629329765,0.9713765198059556,7.3629400270381,SMAG,Agricultural Land
SRR25158207,5648.071915100349,0.9713542727493888,7.533742997331654,SMAG,Agricultural Land
SRR25158213,5560.017100942088,0.9713695900402072,7.513071387572924,SMAG,Agricultural Land
SRR25158303,3886.1533477395424,0.9713815418432954,7.275103000274502,SMAG,Forest
SRR25158520,5524.528400996116,0.9713803032130832,7.597160487901933,SMAG,Agricultural Land
SRR25158322,3656.059617974136,0.9713582291568196,7.210939230165068,SMAG,Agricultural Land
SRR25158273,4444.352758421383,0.9713408011885316,7.461347070897664,SMAG,Agricultural Land
SRR25158526,4981.127343591027,0.9713830364815016,7.31093135419002,SMAG,Wetland
SRR25158260,4086.824743451413,0.9712941490404032,7.320435723737275,SMAG,Agricultural Land
SRR25158399,3739.2735663332696,0.971381594882983,7.194248654504838,SMAG,Grassland
SRR25158510,3929.322314945067,0.9713692004531828,7.241718744742993,SMAG,Agricultural Land
SRR25158407,4443.806910891608,0.9713606573756768,7.407538392683286,SMAG,Forest
SRR25158194,3188.6396744079225,0.9713555471684516,7.094272158611309,SMAG,Grassland
SRR25158247,4617.301619627764,0.9713029496217732,7.513084743964026,SMAG,Forest
SRR25158338,4516.019031894252,0.9713488928169688,7.312006586986414,SMAG,Wetland
SRR25158404,5198.349979811795,0.971390597836088,7.539923895553605,SMAG,Wetland
SRR25158487,3538.302949553171,0.9713730908747824,7.203356925593536,SMAG,Agricultural Land
SRR25158476,4142.800307235244,0.971368968293718,7.25392768946005,SMAG,Agricultural Land
SRR25158449,3677.17413487293,0.9713516090698244,7.244706184826218,SMAG,Forest
SRR25158382,4922.410183172659,0.9713830126598588,7.4565124438492605,SMAG,Agricultural Land
SRR25158347,2978.348078004255,0.9713830222857572,6.712544597207156,SMAG,Wetland
SRR25158367,4562.181466900545,0.9713574003071088,7.394204354970644,SMAG,Grassland
SRR25158208,6108.745382360478,0.9713505663119126,7.569264838769561,SMAG,Agricultural Land
SRR25158481,4757.407005775184,0.9713721923819736,7.432463752579614,SMAG,Agricultural Land
SRR25158176,2856.418785754039,0.9713649226513998,6.924121088875624,SMAG,Agricultural Land
SRR25158534,5145.542483253023,0.9713784306282724,7.493604759381167,SMAG,Agricultural Land
SRR25158243,4815.0924862960055,0.971369978062264,7.442132345091235,SMAG,Forest
SRR25158195,3601.6736273757783,0.971351688903611,7.241849376178201,SMAG,Wetland
SRR25158507,3465.895121362541,0.9713493977465356,7.125019056946031,SMAG,Agricultural Land
SRR25158263,2277.248776353425,0.9713848780451936,6.815525150491638,SMAG,Agricultural Land
SRR25158495,3661.4065269615385,0.971378511383426,7.191035456808835,SMAG,Agricultural Land
SRR25158312,2035.4501576360635,0.9712196295654238,6.031133836831498,SMAG,Wetland
SRR25158340,2584.295441645113,0.9713415119116418,6.572946990854697,SMAG,Grassland
SRR25158430,3823.984286959807,0.9713647448253344,7.284478460546444,SMAG,Agricultural Land
SRR25158511,4183.528584189159,0.9713773209640404,7.306685688727292,SMAG,Agricultural Land
SRR25158413,4443.731033992833,0.971376826108417,7.166834740828331,SMAG,Forest
SRR25158245,4384.521780940809,0.9713820627540792,7.295802732268228,SMAG,Forest
SRR25158383,4556.299816065426,0.9713887700003556,7.387360842393027,SMAG,Agricultural Land
SRR25158429,3993.88362416756,0.9713870647707612,7.10416978080481,SMAG,Forest
SRR25158491,4326.427383115365,0.971358557232733,7.357117463085836,SMAG,Agricultural Land
SRR25158415,4461.012542505575,0.9713376451414678,7.282564197268163,SMAG,Agricultural Land
SRR25158454,3483.6673557471745,0.9713683820169232,7.109147063129875,SMAG,Forest
SRR25158229,4369.809332600758,0.9712883309446876,7.268720799692389,SMAG,Agricultural Land
SRR25158518,5155.552930014038,0.9713713077214294,7.415154183127815,SMAG,Wetland
SRR25158378,3840.9376424763,0.9713433095546172,7.227258963004489,SMAG,Agricultural Land
SRR25158308,3576.694521911168,0.971331226969048,7.009713327630554,SMAG,Bare Land
SRR25158396,3324.5259774946417,0.9713399854446146,7.108722454279099,SMAG,Agricultural Land
SRR25158281,6409.497600198895,0.971346410850968,7.737185052145448,SMAG,Agricultural Land
SRR25158366,5238.185083067065,0.9713656603533776,7.4324314131505425,SMAG,Agricultural Land
SRR25158355,2416.583163137463,0.9713514918036428,6.606069609235064,SMAG,Bare Land
SRR25158409,4374.151833007447,0.971363545440784,7.262081633993265,SMAG,Forest
SRR25158497,3981.104344028767,0.9713755870943958,7.290420949919522,SMAG,Agricultural Land
SRR25158506,5064.031657295337,0.9713572970279942,7.471375844666805,SMAG,Wetland
SRR25158451,4106.511502113734,0.9713532467924978,7.253432414882056,SMAG,Agricultural Land
SRR25158306,4383.9565302354495,0.9713882329238496,7.272849921391695,SMAG,Agricultural Land
SRR25158530,4549.362832883672,0.971384762994399,7.3173324280513565,SMAG,Forest
SRR25158180,4534.230357259876,0.9713853174859932,7.398566932336379,SMAG,Agricultural Land
SRR25158196,5051.06732794921,0.9713706886700336,7.500326109264008,SMAG,Agricultural Land
SRR25158501,3596.469189815197,0.971356813478858,7.208871740687157,SMAG,Agricultural Land
SRR25158341,2316.2649846328386,0.9713068617738732,6.585190896602602,SMAG,Wetland
SRR25158515,3499.404056302507,0.9713433092061228,7.104279903712471,SMAG,Agricultural Land
SRR25158317,3261.525489898723,0.9713648139658432,7.094283635022388,SMAG,Forest
SRR25158319,5136.2945954709785,0.9713408577380174,7.600261700972638,SMAG,Agricultural Land
SRR25158421,4268.716348267568,0.9713620411246222,7.114024381269508,SMAG,Agricultural Land
SRR25158283,5419.76163235899,0.9713816487219316,7.606366527488444,SMAG,Agricultural Land
SRR25158253,4966.843271547431,0.9713510189156616,7.534773624268204,SMAG,Agricultural Land
SRR25158516,4854.930233342209,0.9713772348295924,7.364278768371256,SMAG,Grassland
SRR25158275,5272.428856833915,0.9713550528648466,7.369798482267574,SMAG,Agricultural Land
SRR25158337,2155.7204234035,0.971266626237283,6.482957824169568,SMAG,Grassland
SRR25158305,3077.568421273199,0.9713298159884164,6.734259735952315,SMAG,Bare Land
SRR25158349,3009.6399961478915,0.9712821467452176,6.769419631134501,SMAG,Wetland
SRR25158445,3453.786768479247,0.971400163476262,7.224731137739212,SMAG,Agricultural Land
SRR25158532,5395.7246786113965,0.9713908353256188,7.5534251622054756,SMAG,Agricultural Land
SRR25158417,4782.76395114762,0.9713756888421216,7.269068339740515,SMAG,Forest
SRR25158192,3349.9373395337466,0.971395415239226,7.1480574744480165,SMAG,Agricultural Land
SRR25158224,5651.389735448865,0.9713713331524052,7.527387163393659,SMAG,Agricultural Land
SRR25158478,3572.4364037897863,0.9713804090271088,7.080793651391245,SMAG,Grassland
SRR25158514,2914.9582622419525,0.9713390764736274,7.060550373153727,SMAG,Forest
SRR25158473,4122.8559116037,0.9713674011196894,7.244124040256466,SMAG,Forest
SRR25158502,3666.147284979127,0.9713765570423192,7.132697648651468,SMAG,Agricultural Land
SRR25158269,2020.130806111969,0.971324653947763,6.357922099289309,SMAG,Bare Land
SRR25158288,5192.888808225166,0.97136896300472,7.578785386073137,SMAG,Agricultural Land
SRR25158189,3766.202170913573,0.9713752874720126,7.273156224387695,SMAG,Agricultural Land
SRR25158492,3693.879441989091,0.9713628899498769,7.091022922272972,SMAG,Agricultural Land
SRR25158357,1911.635554008261,0.9711047195896556,6.1199272991413896,SMAG,Wetland
SRR25158379,2795.3895566813044,0.9713673667282996,6.927250720555672,SMAG,Forest
SRR25158193,3308.761413316756,0.971377087900066,7.109610017710572,SMAG,Agricultural Land
SRR25158342,2974.210214235347,0.9713331424729672,6.7082389398801725,SMAG,Wetland
SRR25158214,5037.140884699477,0.971359623100023,7.400781424878963,SMAG,Agricultural Land
SRR25158494,3953.242250056024,0.971388324228625,6.643405249003038,SMAG,Agricultural Land
SRR25158302,3981.290717212195,0.971372242405287,7.171915132239578,SMAG,Forest
SRR25158223,5669.456125574241,0.9713775263407858,7.499061191972442,SMAG,Agricultural Land
SRR25158352,2682.4096727749416,0.9713449882295976,6.780149801890179,SMAG,Wetland
SRR25158410,3448.7293931027234,0.9713792848880426,7.083941064989686,SMAG,Forest
SRR25158524,3666.9555673909913,0.9713652653748752,7.259101598599342,SMAG,Agricultural Land
SRR25158390,3054.7999724393667,0.9713747234679136,6.89914368417735,SMAG,Wetland
SRR25158513,2347.87190318264,0.9713846665217862,6.526983287906633,SMAG,Forest
SRR25158267,2653.733538558921,0.9712508774779858,6.6923896371109,SMAG,Bare Land
SRR25158528,4553.783016229403,0.9713866364217678,7.344990197068933,SMAG,Agricultural Land
SRR25158230,5449.014780784421,0.9713231430786496,7.47976733406729,SMAG,Agricultural Land
SRR25158236,5494.084188313428,0.9712989259818136,7.546545576646177,SMAG,Agricultural Land
SRR25158344,2798.4933711868784,0.9713286877204154,6.615400352274909,SMAG,Grassland
SRR25158278,4902.582433926373,0.971332230911216,7.356486407040775,SMAG,Agricultural Land
SRR25158360,1789.858245560899,0.97137261379319,6.31829157982161,SMAG,Bare Land
SRR25158453,3584.8587219367405,0.9713792187414136,7.173163291335365,SMAG,Grassland
SRR25158370,4454.733285352935,0.971382606604842,7.223305959148951,SMAG,Grassland
SRR25158228,4649.07192435354,0.9713844626701856,7.339792576059499,SMAG,Agricultural Land
SRR25158188,3038.7047232790287,0.9713715320387728,7.05094244607071,SMAG,Wetland
SRR25158201,3611.267751507808,0.9713759077355038,7.110453421478814,SMAG,Agricultural Land
SRR25158403,2855.826583714918,0.9713427594318464,6.894248205938976,SMAG,Agricultural Land
SRR25158315,4017.891239901463,0.9713064389707512,7.351338032927585,SMAG,Agricultural Land
SRR25158325,3943.622490733657,0.97136280010542,7.399132902702316,SMAG,Agricultural Land
SRR25158418,4977.853202818483,0.9713602573810404,7.318860483167318,SMAG,Agricultural Land
SRR25158358,2089.19975516802,0.971376425026886,6.43986566534714,SMAG,Wetland
SRR25158375,4603.900946184211,0.9713822936972162,7.381427174710989,SMAG,Grassland
SRR25158334,4206.444388378491,0.9713363169973922,7.310427623299482,SMAG,Agricultural Land
SRR25158212,6764.06301768382,0.9713737958522451,7.816122052455469,SMAG,Agricultural Land
SRR25158462,3343.155677620261,0.971371494772014,7.148792804734954,SMAG,Wetland
SRR25158377,2821.9223481437343,0.971387734425973,6.490106083917466,SMAG,Forest
SRR25158505,5429.8802726455215,0.9713660761432,7.509145340076159,SMAG,Grassland
SRR25158287,5826.324620544699,0.9713529788962976,7.6258777616678,SMAG,Agricultural Land
