snj16_SemiBin_48.k141_1012691.region56.1	NRPS-like	NRPS	1	22480	22480	snj16_SemiBin_48	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__12-FULL-67-14b	s__
sample6_SemiBin_44.k141_1013634.region120.1	RiPP-like	RiPP	12797	28385	15589	sample6_SemiBin_44	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__UBA11740	s__
sample9_SemiBin_14.k141_1015619.region317.1	NRPS-like	NRPS	1	15489	15489	sample9_SemiBin_14	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp025929745	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp025929745
snj01_SemiBin_55.k141_1016153.region192.1	ladderane	other	1	2938	2938	snj01_SemiBin_55	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__Longimicrobiaceae	g__Longimicrobium	s__
cpsnj09_SemiBin_53.k141_1016523.region403.1	redox-cofactor	RiPP	1	5441	5441	cpsnj09_SemiBin_53	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR37;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__AR37	s__
sample2_SemiBin_10.k141_1017366.region209.1	terpene	terpene	1	2568	2568	sample2_SemiBin_10	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__DASRWT01	s__
sample9_SemiBin_34.k141_1017832.region311.1	NRPS	NRPS	1	4842	4842	sample9_SemiBin_34	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__DASRWT01	s__
snj01_SemiBin_23.k141_1019469.region255.1	T1PKS	PKS	1	4351	4351	snj01_SemiBin_23	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JAICSD01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__2-12-FULL-66-21	g__JAICSD01	s__
sample22_SemiBin_85.k141_1020536.region719.1	ranthipeptide	RiPP	1	8950	8950	sample22_SemiBin_85	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__40CM-4-69-5;s__40CM-4-69-5 sp035457825	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__40CM-4-69-5	s__40CM-4-69-5 sp035457825
snj20_SemiBin_84.k141_102156.region818.1	NRPS-like	NRPS	1	4332	4332	snj20_SemiBin_84	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
sample2_SemiBin_1.k141_1021678.region265.1	RRE-containing	RiPP	1	4749	4749	sample2_SemiBin_1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__JAMQPK01	s__
sample15_SemiBin_30.k141_1022350.region38.1	NRPS-like	NRPS	1	11860	11860	sample15_SemiBin_30	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__
snj16_SemiBin_8.k141_1023739.region138.1	terpene	terpene	1	7307	7307	snj16_SemiBin_8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	s__
sample10_SemiBin_10.k141_1025285.region16.1	NRPS	NRPS	1	3050	3050	sample10_SemiBin_10	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__PSRF01	s__
snj19_SemiBin_13.k141_1025965.region235.1	arylpolyene	other	1	5612	5612	snj19_SemiBin_13	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JACCZX01;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JACCZX01	s__
sample19_SemiBin_45.k141_1026953.region637.1	T3PKS	PKS	1	3964	3964	sample19_SemiBin_45	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__JAIOJS01;g__DASYQD01;s__	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Multivoradales	f__JAIOJS01	g__DASYQD01	s__
sample5_SemiBin_7.k141_1028192.region441.1	NRPS	NRPS	1	5152	5152	sample5_SemiBin_7	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__DASRWT01	s__
cpsnj01_SemiBin_28.k141_102836.region465.1	terpene	terpene	1	6096	6096	cpsnj01_SemiBin_28	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Casimicrobiaceae	g__VBCG01	s__
cpsnj03_SemiBin_131.k141_1029158.region64.1	acyl_amino_acids	other	1	10275	10275	cpsnj03_SemiBin_131	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__
sample17_SemiBin_54.k141_102925.region307.1	arylpolyene	other	1	22284	22284	sample17_SemiBin_54	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp035454685	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp035454685
snj20_SemiBin_84.k141_102928.region826.1	NRPS-like	NRPS	1	8717	8717	snj20_SemiBin_84	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
sample21_SemiBin_67.k141_1030297.region145.1	phosphonate	other	12807	27084	14278	sample21_SemiBin_67	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp035761895	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira_C	s__Nitrospira_C sp035761895
snj03_SemiBin_42.k141_103082.region129.1	RiPP-like	RiPP	1	3142	3142	snj03_SemiBin_42	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__PALSA-894	s__
sample6_SemiBin_96.k141_1031631.region205.1	terpene	terpene	25398	46273	20876	sample6_SemiBin_96	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp025929745	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp025929745
sample21_SemiBin_17.k141_1032106.region392.1	terpene	terpene	1	5196	5196	sample21_SemiBin_17	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__DASRWT01	s__
cpsnj20_SemiBin_34.k141_1032218.region10.1	T1PKS	PKS	1	3741	3741	cpsnj20_SemiBin_34	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Chthoniobacterales	f__UBA10450	g__Udaeobacter	s__
cpsnj02_SemiBin_9.k141_1032863.region165.1	RRE-containing	RiPP	1	4207	4207	cpsnj02_SemiBin_9	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Allosphingosinicella	s__
snj03_SemiBin_24.k141_1034819.region195.1	NRPS-like	NRPS	1	11366	11366	snj03_SemiBin_24	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DASPWV01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__DASPWV01	s__
snj20_SemiBin_84.k141_1034975.region197.1	T1PKS.NRPS-like	NRPS.PKS	1	6192	6192	snj20_SemiBin_84	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
cpsnj13_SemiBin_7.k141_1035001.region380.1	NRPS-like	NRPS	1	3208	3208	cpsnj13_SemiBin_7	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__DAHUXD01;s__	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5066	f__Gp7-AA6	g__DAHUXD01	s__
sample3_SemiBin_27.k141_1036709.region470.1	ladderane	other	1	8484	8484	sample3_SemiBin_27	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__DASRWT01	s__
sample29_SemiBin_97.k141_1037048.region233.1	terpene	terpene	1	5115	5115	sample29_SemiBin_97	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Gp7-AA8	f__Gp7-AA8	g__QHVT01	s__
snj19_SemiBin_60.k141_1038169.region249.1	ranthipeptide	RiPP	33782	49549	15768	snj19_SemiBin_60	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__AR31	s__
sample5_SemiBin_24.k141_1041963.region403.1	terpene	terpene	1	8835	8835	sample5_SemiBin_24	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__JAABQT01	s__
sample26_SemiBin_46.k141_1042277.region188.1	T3PKS	PKS	1	6945	6945	sample26_SemiBin_46	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__
snj20_SemiBin_40.k141_1042970.region157.1	terpene	terpene	1	9105	9105	snj20_SemiBin_40	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JACCZX01;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JACCZX01	s__
snj14_SemiBin_45.k141_1043563.region19.1	arylpolyene	other	13312	47290	33979	snj14_SemiBin_45	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__Palsa-1315 sp035275205	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Palsa-1315	s__Palsa-1315 sp035275205
cpsnj16_SemiBin_17.k141_1044713.region188.1	betalactone	other	30885	54418	23534	cpsnj16_SemiBin_17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__DATEDA01;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__DATEDA01	s__
cpsnj03_SemiBin_60.k141_1046573.region226.1	arylpolyene	other	1	35374	35374	cpsnj03_SemiBin_60	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp035649875	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp035649875
sample4_SemiBin_1.k141_1047462.region261.1	betalactone	other	1	2751	2751	sample4_SemiBin_1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__DATEDA01;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__DATEDA01	s__
sample10_SemiBin_53.k141_1047836.region146.1	hglE-KS	PKS	26023	53370	27348	sample10_SemiBin_53	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__JABFXX01	s__
sample3_SemiBin_19.k141_1048396.region464.1	terpene	terpene	1	6343	6343	sample3_SemiBin_19	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DAIRFP01;s__	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA9968	f__UBA9968	g__DAIRFP01	s__
sample15_SemiBin_26.k141_1048605.region142.1	ladderane	other	1	4765	4765	sample15_SemiBin_26	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR5;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__AR5	s__
sample4_SemiBin_36.k141_1051886.region343.1	RRE-containing	RiPP	1	6045	6045	sample4_SemiBin_36	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__Gp6-AA40	s__
sample22_SemiBin_7.k141_1052613.region22.1	terpene	terpene	1	5369	5369	sample22_SemiBin_7	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__CAMLFJ01;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__CAMLFJ01	s__
snj09_SemiBin_46.k141_1052955.region775.1	NRPS-like	NRPS	1	8258	8258	snj09_SemiBin_46	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__SG8-41	s__
sample26_SemiBin_1.k141_1053086.region353.1	T3PKS	PKS	1	4370	4370	sample26_SemiBin_1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__DATKFM01;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__DATKFM01	s__
cpsnj14_SemiBin_42.k141_1053580.region188.1	ranthipeptide	RiPP	1	2683	2683	cpsnj14_SemiBin_42	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	s__
sample24_SemiBin_58.k141_1056755.region287.1	terpene	terpene	1	8895	8895	sample24_SemiBin_58	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__2-12-FULL-66-21	g__DATBJJ01	s__
snj04_SemiBin_4.k141_105749.region497.1	NRPS-like.T1PKS	NRPS.PKS	1	3401	3401	snj04_SemiBin_4	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__Longimicrobiaceae	g__Longimicrobium	s__
snj04_SemiBin_4.k141_1059920.region590.1	NRPS	NRPS	1	4087	4087	snj04_SemiBin_4	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__Longimicrobiaceae	g__Longimicrobium	s__
sample20_SemiBin_95.k141_1061131.region417.1	RRE-containing	RiPP	1	4797	4797	sample20_SemiBin_95	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__JAHWKZ01;g__JAICNR01;s__	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__JACCXV01	f__JAHWKZ01	g__JAICNR01	s__
cpsnj14_SemiBin_27.k141_1062885.region277.1	LAP	RiPP	1	8693	8693	cpsnj14_SemiBin_27	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__;s__	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__RBC074	f__RBC074	g__	s__
sample5_SemiBin_88.k141_1063194.region298.1	T3PKS	PKS	1	3895	3895	sample5_SemiBin_88	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__CAMLFJ01;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__CAMLFJ01	s__
sample22_SemiBin_99.k141_1063399.region77.1	NRPS-like	NRPS	1	11595	11595	sample22_SemiBin_99	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
snj19_SemiBin_5.k141_1063761.region12.1	ranthipeptide	RiPP	1	11791	11791	snj19_SemiBin_5	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__12-FULL-67-14b	s__
snj04_SemiBin_21.k141_1065177.region516.1	terpene	terpene	1	5297	5297	snj04_SemiBin_21	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__AR31	s__
sample22_SemiBin_2.k141_1065926.region97.1	NRPS-like	NRPS	1	5099	5099	sample22_SemiBin_2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp025929745	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp025929745
sample1_SemiBin_110.k141_106698.region12.1	NRPS-like	NRPS	19965	43573	23609	sample1_SemiBin_110	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__CAMLFJ01;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__CAMLFJ01	s__
cpsnj19_SemiBin_3.k141_1067168.region216.1	redox-cofactor	RiPP	1	5369	5369	cpsnj19_SemiBin_3	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__40CM-4-69-5;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__40CM-4-69-5	s__
cpsnj19_SemiBin_45.k141_1068267.region57.1	arylpolyene	other	1	10205	10205	cpsnj19_SemiBin_45	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__
snj08_SemiBin_113.k141_1068996.region524.1	terpene	terpene	1	4467	4467	snj08_SemiBin_113	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JAGGAG01;s__	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__JAGGAG01	s__
sample10_SemiBin_64.k141_1069023.region155.1	T3PKS	PKS	1	28176	28176	sample10_SemiBin_64	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__CAMLFJ01;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__CAMLFJ01	s__
cpsnj16_SemiBin_6.k141_1069275.region562.1	NRPS-like	NRPS	1	14098	14098	cpsnj16_SemiBin_6	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__2-12-FULL-66-21	g__DATBJJ01	s__
