cpsnj03_SemiBin_105	3499	3042
cpsnj03_SemiBin_106	5048	4372
cpsnj03_SemiBin_107	4928	4372
cpsnj03_SemiBin_108	3311	2685
cpsnj03_SemiBin_10	5255	4589
cpsnj03_SemiBin_110	4301	3488
cpsnj03_SemiBin_111	6350	5045
cpsnj03_SemiBin_113	3565	3165
cpsnj03_SemiBin_114	7506	6130
cpsnj03_SemiBin_116	4619	4040
cpsnj03_SemiBin_118	4740	3980
cpsnj03_SemiBin_11	7095	6077
cpsnj03_SemiBin_125	3156	2833
cpsnj03_SemiBin_127	7592	5902
cpsnj03_SemiBin_12	3939	3489
cpsnj03_SemiBin_132	4011	3344
cpsnj03_SemiBin_135	3146	2819
cpsnj03_SemiBin_13	5178	4371
cpsnj03_SemiBin_142	3963	2703
cpsnj03_SemiBin_144	6939	4868
cpsnj03_SemiBin_1482	5876	4800
cpsnj03_SemiBin_1483	6132	4681
cpsnj03_SemiBin_1486	5220	4023
cpsnj03_SemiBin_1491	2968	2364
cpsnj03_SemiBin_1493	3631	3254
cpsnj03_SemiBin_14	2796	2382
cpsnj03_SemiBin_153	5359	4366
cpsnj03_SemiBin_154	4444	3840
cpsnj03_SemiBin_15	3430	2778
cpsnj03_SemiBin_165	3733	3077
cpsnj03_SemiBin_166	4213	3553
cpsnj03_SemiBin_16	7541	6137
cpsnj03_SemiBin_17	6850	5967
cpsnj03_SemiBin_180	4695	3457
cpsnj03_SemiBin_189	7782	6231
cpsnj03_SemiBin_18	4374	3908
cpsnj03_SemiBin_191	3878	3306
cpsnj03_SemiBin_192	8907	5675
cpsnj03_SemiBin_19	8513	6167
cpsnj03_SemiBin_1	4595	4091
cpsnj03_SemiBin_200	2928	2363
cpsnj03_SemiBin_201	1878	1504
cpsnj03_SemiBin_205	7847	5827
cpsnj03_SemiBin_20	6595	5524
cpsnj03_SemiBin_210	1767	1612
cpsnj03_SemiBin_216	2198	1887
cpsnj03_SemiBin_217	3251	2952
cpsnj03_SemiBin_21	6899	5674
cpsnj03_SemiBin_22	9223	7690
cpsnj03_SemiBin_237	3906	3042
cpsnj03_SemiBin_23	6997	5342
cpsnj03_SemiBin_25	5555	4326
cpsnj03_SemiBin_264	1672	1323
cpsnj03_SemiBin_26	5329	4694
cpsnj03_SemiBin_27	5012	4368
cpsnj03_SemiBin_283	6456	4664
cpsnj03_SemiBin_28	2639	2101
cpsnj03_SemiBin_29	2681	2226
cpsnj03_SemiBin_2	2686	2381
cpsnj03_SemiBin_30	3831	3245
cpsnj03_SemiBin_31	3662	3037
cpsnj03_SemiBin_32	3550	2744
cpsnj03_SemiBin_33	9458	6690
cpsnj03_SemiBin_34	5256	4184
cpsnj03_SemiBin_35	2729	1816
cpsnj03_SemiBin_36	4405	3602
cpsnj03_SemiBin_37	6576	5511
cpsnj03_SemiBin_38	4825	4402
cpsnj03_SemiBin_39	4058	3319
cpsnj03_SemiBin_3	5616	4803
cpsnj03_SemiBin_40	3013	2555
cpsnj03_SemiBin_41	8374	7513
cpsnj03_SemiBin_42	4744	4068
cpsnj03_SemiBin_43	6570	5329
cpsnj03_SemiBin_44	4937	4393
cpsnj03_SemiBin_45	4524	4059
cpsnj03_SemiBin_46	2611	2349
cpsnj03_SemiBin_47	5120	3805
cpsnj03_SemiBin_48	4488	3706
cpsnj03_SemiBin_49	5193	4491
cpsnj03_SemiBin_4	5821	4896
cpsnj03_SemiBin_50	5445	4799
cpsnj03_SemiBin_51	9601	6590
cpsnj03_SemiBin_52	4592	3449
cpsnj03_SemiBin_53	6570	5581
cpsnj03_SemiBin_54	4316	3917
cpsnj03_SemiBin_55	5135	4428
cpsnj03_SemiBin_56	4555	3752
cpsnj03_SemiBin_57	5443	4522
cpsnj03_SemiBin_58	6204	4764
cpsnj03_SemiBin_59	3934	3414
cpsnj03_SemiBin_5	6633	5732
cpsnj03_SemiBin_60	5099	4507
cpsnj03_SemiBin_61	2834	2357
cpsnj03_SemiBin_62	6607	4923
cpsnj03_SemiBin_63	3254	2431
cpsnj03_SemiBin_641	7526	5820
cpsnj03_SemiBin_64	5483	4819
cpsnj03_SemiBin_65	6968	5062
cpsnj03_SemiBin_66	2737	2127
cpsnj03_SemiBin_67	4853	4348
cpsnj03_SemiBin_68	7677	4949
cpsnj03_SemiBin_69	5461	4090
cpsnj03_SemiBin_6	6149	5419
cpsnj03_SemiBin_70	3753	2145
cpsnj03_SemiBin_71	6476	5104
cpsnj03_SemiBin_72	8052	5156
cpsnj03_SemiBin_74	2247	1800
cpsnj03_SemiBin_75	7866	6649
cpsnj03_SemiBin_778	6785	5159
cpsnj03_SemiBin_77	3029	2325
cpsnj03_SemiBin_78	4106	3609
cpsnj03_SemiBin_792	4863	4107
cpsnj03_SemiBin_79	3360	2822
cpsnj03_SemiBin_7	4808	3923
cpsnj03_SemiBin_80	4734	3399
cpsnj03_SemiBin_81	5899	5365
cpsnj03_SemiBin_82	4871	4100
cpsnj03_SemiBin_83	4992	4376
cpsnj03_SemiBin_84	4908	4046
cpsnj03_SemiBin_85	4607	3413
cpsnj03_SemiBin_88	5407	4030
cpsnj03_SemiBin_8	5687	4962
cpsnj03_SemiBin_91	4897	3937
cpsnj03_SemiBin_93	5330	4689
cpsnj03_SemiBin_94	2621	2442
cpsnj03_SemiBin_99	5834	4925
cpsnj03_SemiBin_9	3030	2578
cpsnj04_SemiBin_0	2241	2083
cpsnj04_SemiBin_100	2341	1975
cpsnj04_SemiBin_101	5759	4928
cpsnj04_SemiBin_102	4713	3879
cpsnj04_SemiBin_104	4464	3516
cpsnj04_SemiBin_105	10634	7055
cpsnj04_SemiBin_106	4782	4295
cpsnj04_SemiBin_1080	7309	5526
cpsnj04_SemiBin_108	4799	3816
cpsnj04_SemiBin_10	7125	6303
cpsnj04_SemiBin_110	5078	4395
cpsnj04_SemiBin_111	7327	5715
cpsnj04_SemiBin_112	5624	4856
cpsnj04_SemiBin_113	5971	4626
cpsnj04_SemiBin_118	3717	2574
cpsnj04_SemiBin_119	6270	5043
cpsnj04_SemiBin_11	4872	4220
cpsnj04_SemiBin_121	2332	2171
cpsnj04_SemiBin_122	2183	2002
cpsnj04_SemiBin_125	3167	2624
cpsnj04_SemiBin_126	6029	4696
cpsnj04_SemiBin_128	2352	2015
cpsnj04_SemiBin_129	3135	2836
cpsnj04_SemiBin_12	5509	4870
cpsnj04_SemiBin_131	4676	3621
cpsnj04_SemiBin_135	3410	3106
cpsnj04_SemiBin_136	3516	3240
cpsnj04_SemiBin_137	4959	3746
cpsnj04_SemiBin_138	4985	3702
cpsnj04_SemiBin_139	7489	6145
cpsnj04_SemiBin_13	5103	4423
cpsnj04_SemiBin_141	4766	3626
cpsnj04_SemiBin_143	6040	4950
cpsnj04_SemiBin_144	5139	4358
cpsnj04_SemiBin_145	2709	2361
cpsnj04_SemiBin_149	3409	2776
cpsnj04_SemiBin_14	6606	5788
cpsnj04_SemiBin_150	10868	6538
cpsnj04_SemiBin_158	8035	6459
cpsnj04_SemiBin_15	2676	2451
cpsnj04_SemiBin_163	3839	3274
cpsnj04_SemiBin_164	3653	3244
cpsnj04_SemiBin_168	6313	5187
cpsnj04_SemiBin_16	3312	2977
cpsnj04_SemiBin_170	3392	3066
cpsnj04_SemiBin_175	4230	3762
cpsnj04_SemiBin_177	4933	4112
cpsnj04_SemiBin_17	5585	4612
cpsnj04_SemiBin_189	3226	2871
cpsnj04_SemiBin_18	6296	5089
cpsnj04_SemiBin_19	4900	4230
cpsnj04_SemiBin_1	6599	5126
cpsnj04_SemiBin_200	4484	3874
cpsnj04_SemiBin_20	2840	2556
cpsnj04_SemiBin_210	7594	6093
cpsnj04_SemiBin_21	3295	2665
cpsnj04_SemiBin_222	11006	8812
cpsnj04_SemiBin_2241	5278	4280
cpsnj04_SemiBin_2289	2802	2265
cpsnj04_SemiBin_228	4097	3343
cpsnj04_SemiBin_22	3146	2808
cpsnj04_SemiBin_23	6133	5364
cpsnj04_SemiBin_24	6619	5300
cpsnj04_SemiBin_250	5392	4618
cpsnj04_SemiBin_25	3128	2794
cpsnj04_SemiBin_260	2053	1613
cpsnj04_SemiBin_26	5207	4613
cpsnj04_SemiBin_278	3374	3008
cpsnj04_SemiBin_27	3962	3548
cpsnj04_SemiBin_28	2980	2740
cpsnj04_SemiBin_29	5380	4984
cpsnj04_SemiBin_2	4334	3752
cpsnj04_SemiBin_30	4481	3544
cpsnj04_SemiBin_31	6654	5682
cpsnj04_SemiBin_32	4286	3605
cpsnj04_SemiBin_33	4760	3906
cpsnj04_SemiBin_34	3502	2951
cpsnj04_SemiBin_35	3425	2830
cpsnj04_SemiBin_36	7654	6840
cpsnj04_SemiBin_371	2171	1553
cpsnj04_SemiBin_37	6421	5495
cpsnj04_SemiBin_38	4197	3678
cpsnj04_SemiBin_39	6055	5055
cpsnj04_SemiBin_3	6144	4936
cpsnj04_SemiBin_40	2854	2261
cpsnj04_SemiBin_41	5276	4292
cpsnj04_SemiBin_42	3220	2628
cpsnj04_SemiBin_439	4796	4076
cpsnj04_SemiBin_43	3145	2427
cpsnj04_SemiBin_443	2823	2310
cpsnj04_SemiBin_44	4954	3896
cpsnj04_SemiBin_45	3449	2769
cpsnj04_SemiBin_46	4222	3634
cpsnj04_SemiBin_47	5569	4910
cpsnj04_SemiBin_481	4407	3796
cpsnj04_SemiBin_48	6620	5722
cpsnj04_SemiBin_49	4117	3277
cpsnj04_SemiBin_4	1915	1660
cpsnj04_SemiBin_50	5310	4459
cpsnj04_SemiBin_51	5428	4312
cpsnj04_SemiBin_52	4039	3555
cpsnj04_SemiBin_53	5184	4000
cpsnj04_SemiBin_54	5540	4833
cpsnj04_SemiBin_55	2858	2593
cpsnj04_SemiBin_56	5879	5046
cpsnj04_SemiBin_57	6217	5147
cpsnj04_SemiBin_58	5141	4554
cpsnj04_SemiBin_59	4283	3543
cpsnj04_SemiBin_5	2865	2481
cpsnj04_SemiBin_60	4055	3701
cpsnj04_SemiBin_625	6972	5134
cpsnj04_SemiBin_62	5686	4945
cpsnj04_SemiBin_63	6734	5612
cpsnj04_SemiBin_64	6695	5739
cpsnj04_SemiBin_65	4004	3328
cpsnj04_SemiBin_66	5457	4688
cpsnj04_SemiBin_67	3641	2543
cpsnj04_SemiBin_68	6634	5321
cpsnj04_SemiBin_69	4045	3439
cpsnj04_SemiBin_6	3038	2668
cpsnj04_SemiBin_70	2958	2396
cpsnj04_SemiBin_71	1972	1769
cpsnj04_SemiBin_72	5552	4254
cpsnj04_SemiBin_73	5387	4107
cpsnj04_SemiBin_74	8449	6439
cpsnj04_SemiBin_750	6902	4919
cpsnj04_SemiBin_75	4509	3979
cpsnj04_SemiBin_76	4456	3574
cpsnj04_SemiBin_78	4595	3908
cpsnj04_SemiBin_79	1956	1771
cpsnj04_SemiBin_7	4846	4243
cpsnj04_SemiBin_80	4082	3575
cpsnj04_SemiBin_82	3842	2878
cpsnj04_SemiBin_83	3764	2961
cpsnj04_SemiBin_84	5642	4415
cpsnj04_SemiBin_87	6023	5197
cpsnj04_SemiBin_88	6096	3538
cpsnj04_SemiBin_89	2989	2371
cpsnj04_SemiBin_8	6060	5018
cpsnj04_SemiBin_91	6592	5367
cpsnj04_SemiBin_92	3884	3075
cpsnj04_SemiBin_93	5367	4438
cpsnj04_SemiBin_94	8061	6269
cpsnj04_SemiBin_953	6697	5677
cpsnj04_SemiBin_95	3930	2646
cpsnj04_SemiBin_96	8656	7235
cpsnj04_SemiBin_99	5399	3744
cpsnj04_SemiBin_9	4490	3905
cpsnj08_SemiBin_0	5902	5183
cpsnj08_SemiBin_100	4187	3527
cpsnj08_SemiBin_101	5848	5258
cpsnj08_SemiBin_102	6065	5355
cpsnj08_SemiBin_103	4965	3996
cpsnj08_SemiBin_104	5574	4656
cpsnj08_SemiBin_106	2011	1831
cpsnj08_SemiBin_10	4991	4321
cpsnj08_SemiBin_110	3959	3280
cpsnj08_SemiBin_112	3934	3435
cpsnj08_SemiBin_116	4749	4158
cpsnj08_SemiBin_117	2829	2261
cpsnj08_SemiBin_11	4555	3970
cpsnj08_SemiBin_120	2515	2008
cpsnj08_SemiBin_1239	3993	3277
cpsnj08_SemiBin_1244	8812	6640
cpsnj08_SemiBin_127	8479	5507
cpsnj08_SemiBin_12	5538	4803
cpsnj08_SemiBin_130	5682	4811
cpsnj08_SemiBin_1311	5543	4063
cpsnj08_SemiBin_131	4118	3795
cpsnj08_SemiBin_134	2580	2172
cpsnj08_SemiBin_135	3763	2633
cpsnj08_SemiBin_13	2996	2537
cpsnj08_SemiBin_144	2348	2011
cpsnj08_SemiBin_146	4851	4105
cpsnj08_SemiBin_148	7877	5938
cpsnj08_SemiBin_14	5129	4607
cpsnj08_SemiBin_152	4815	4158
cpsnj08_SemiBin_153	3401	2576
cpsnj08_SemiBin_156	4243	3698
cpsnj08_SemiBin_15	6836	6083
cpsnj08_SemiBin_168	4244	3756
cpsnj08_SemiBin_16	4491	3933
cpsnj08_SemiBin_170	6238	5428
cpsnj08_SemiBin_17	2930	2434
cpsnj08_SemiBin_18	5416	4779
cpsnj08_SemiBin_195	5053	4073
cpsnj08_SemiBin_19	3096	2631
cpsnj08_SemiBin_1	6192	5493
cpsnj08_SemiBin_20	5791	5125
cpsnj08_SemiBin_211	4706	3589
cpsnj08_SemiBin_212	2001	1527
cpsnj08_SemiBin_21	2749	2137
cpsnj08_SemiBin_229	1682	1293
cpsnj08_SemiBin_22	2112	1814
cpsnj08_SemiBin_23	4904	4052
cpsnj08_SemiBin_24	2450	2101
cpsnj08_SemiBin_25	2646	2273
cpsnj08_SemiBin_26	3212	2748
cpsnj08_SemiBin_27	4490	3684
cpsnj08_SemiBin_28	7208	6018
cpsnj08_SemiBin_29	6262	4566
cpsnj08_SemiBin_2	5861	5228
cpsnj08_SemiBin_30	4134	3436
cpsnj08_SemiBin_31	4691	3969
cpsnj08_SemiBin_32	3693	3076
cpsnj08_SemiBin_33	6175	5220
cpsnj08_SemiBin_342	4076	2522
cpsnj08_SemiBin_34	6287	5013
cpsnj08_SemiBin_35	2246	1887
cpsnj08_SemiBin_366	4618	3952
cpsnj08_SemiBin_36	4335	3810
cpsnj08_SemiBin_37	4037	3215
cpsnj08_SemiBin_38	5428	4585
cpsnj08_SemiBin_39	4790	4284
cpsnj08_SemiBin_3	5689	4855
cpsnj08_SemiBin_40	5657	4825
cpsnj08_SemiBin_41	7029	5341
cpsnj08_SemiBin_42	6637	6037
cpsnj08_SemiBin_43	8348	7115
cpsnj08_SemiBin_44	6765	5650
cpsnj08_SemiBin_45	5048	4399
cpsnj08_SemiBin_46	2994	2511
cpsnj08_SemiBin_47	7595	5655
cpsnj08_SemiBin_48	3916	3483
cpsnj08_SemiBin_49	6629	5706
cpsnj08_SemiBin_4	3769	3205
cpsnj08_SemiBin_50	4612	3729
cpsnj08_SemiBin_514	2649	1976
cpsnj08_SemiBin_51	5709	4529
cpsnj08_SemiBin_52	3533	3083
cpsnj08_SemiBin_53	4616	3920
cpsnj08_SemiBin_54	6089	5243
cpsnj08_SemiBin_561	4452	3807
cpsnj08_SemiBin_56	3603	2979
cpsnj08_SemiBin_57	4217	3380
cpsnj08_SemiBin_58	6174	4042
cpsnj08_SemiBin_59	7215	6380
cpsnj08_SemiBin_5	8931	7233
cpsnj08_SemiBin_60	8064	6284
cpsnj08_SemiBin_61	4389	3935
cpsnj08_SemiBin_62	4500	3544
cpsnj08_SemiBin_63	2188	1916
cpsnj08_SemiBin_64	3928	3603
cpsnj08_SemiBin_65	2838	2493
cpsnj08_SemiBin_67	2170	1562
cpsnj08_SemiBin_68	2739	2259
cpsnj08_SemiBin_69	4070	3338
cpsnj08_SemiBin_6	3143	2652
cpsnj08_SemiBin_70	5969	4841
cpsnj08_SemiBin_71	8187	5520
cpsnj08_SemiBin_72	4269	3693
cpsnj08_SemiBin_73	3996	3159
cpsnj08_SemiBin_74	6557	5756
cpsnj08_SemiBin_75	2273	1837
cpsnj08_SemiBin_76	4335	3709
cpsnj08_SemiBin_77	6207	4310
cpsnj08_SemiBin_78	2552	2133
cpsnj08_SemiBin_79	4496	3659
cpsnj08_SemiBin_7	8019	6832
cpsnj08_SemiBin_80	2664	2258
cpsnj08_SemiBin_81	3853	3024
cpsnj08_SemiBin_82	4561	3679
cpsnj08_SemiBin_84	2712	2209
cpsnj08_SemiBin_85	4318	3509
cpsnj08_SemiBin_89	2699	2146
cpsnj08_SemiBin_8	3200	2748
cpsnj08_SemiBin_91	3423	2494
cpsnj08_SemiBin_92	8348	6520
cpsnj08_SemiBin_93	5051	3089
cpsnj08_SemiBin_94	7280	5575
cpsnj08_SemiBin_95	7055	4796
cpsnj08_SemiBin_96	6289	5165
cpsnj08_SemiBin_97	2205	1726
cpsnj08_SemiBin_99	3532	3195
cpsnj08_SemiBin_9	5983	5598
cpsnj09_SemiBin_0	4196	3855
cpsnj09_SemiBin_100	5096	3776
cpsnj09_SemiBin_102	5430	4602
cpsnj09_SemiBin_103	10437	6100
cpsnj09_SemiBin_104	3737	3143
cpsnj09_SemiBin_105	4871	3803
cpsnj09_SemiBin_107	7076	5459
cpsnj09_SemiBin_108	6131	4724
cpsnj09_SemiBin_109	4753	3909
cpsnj09_SemiBin_10	7255	6337
cpsnj09_SemiBin_110	4436	3753
cpsnj09_SemiBin_111	6437	5456
cpsnj09_SemiBin_112	7817	5844
cpsnj09_SemiBin_113	3973	3375
cpsnj09_SemiBin_114	4995	3481
cpsnj09_SemiBin_115	4148	3495
cpsnj09_SemiBin_116	5050	4321
cpsnj09_SemiBin_117	6146	5189
cpsnj09_SemiBin_118	4071	3449
cpsnj09_SemiBin_119	5215	4031
cpsnj09_SemiBin_11	4286	3855
cpsnj09_SemiBin_120	1915	1523
cpsnj09_SemiBin_122	4534	3916
cpsnj09_SemiBin_123	3913	3135
cpsnj09_SemiBin_124	5725	4660
cpsnj09_SemiBin_125	7128	6032
cpsnj09_SemiBin_126	6276	5414
cpsnj09_SemiBin_127	7344	4955
cpsnj09_SemiBin_128	6737	5707
cpsnj09_SemiBin_129	4091	3115
cpsnj09_SemiBin_12	5545	4810
cpsnj09_SemiBin_131	6276	4505
cpsnj09_SemiBin_132	6068	4694
cpsnj09_SemiBin_133	5729	4474
cpsnj09_SemiBin_135	4035	2859
cpsnj09_SemiBin_136	5918	4781
cpsnj09_SemiBin_137	10595	8196
cpsnj09_SemiBin_138	2858	2583
cpsnj09_SemiBin_139	8795	7212
cpsnj09_SemiBin_13	3722	3053
cpsnj09_SemiBin_140	15478	9585
cpsnj09_SemiBin_141	7569	5738
cpsnj09_SemiBin_142	3715	3272
cpsnj09_SemiBin_143	3289	2790
cpsnj09_SemiBin_144	8482	7106
cpsnj09_SemiBin_147	6481	5406
cpsnj09_SemiBin_148	3299	2512
cpsnj09_SemiBin_149	3822	2828
cpsnj09_SemiBin_14	5002	4283
cpsnj09_SemiBin_150	5324	4534
cpsnj09_SemiBin_1515	6691	5167
cpsnj09_SemiBin_151	5683	4153
cpsnj09_SemiBin_158	4873	3559
cpsnj09_SemiBin_159	6097	5414
cpsnj09_SemiBin_15	5881	5138
cpsnj09_SemiBin_160	4872	4246
cpsnj09_SemiBin_161	4353	3832
cpsnj09_SemiBin_165	1782	1643
cpsnj09_SemiBin_167	5680	5111
cpsnj09_SemiBin_169	5476	4253
cpsnj09_SemiBin_16	7366	6246
cpsnj09_SemiBin_172	5357	3860
cpsnj09_SemiBin_173	3983	3332
cpsnj09_SemiBin_174	5672	4624
cpsnj09_SemiBin_17	7430	6354
cpsnj09_SemiBin_18	5708	5178
cpsnj09_SemiBin_192	5944	4697
cpsnj09_SemiBin_1949	5573	4556
cpsnj09_SemiBin_197	3442	2705
cpsnj09_SemiBin_198	2973	2441
cpsnj09_SemiBin_19	6036	5076
cpsnj09_SemiBin_1	4116	3839
cpsnj09_SemiBin_207	8199	6809
cpsnj09_SemiBin_20	6903	6045
cpsnj09_SemiBin_212	3603	3131
cpsnj09_SemiBin_216	5792	4491
cpsnj09_SemiBin_2176	8032	7074
cpsnj09_SemiBin_217	5424	4486
cpsnj09_SemiBin_21	7193	5864
cpsnj09_SemiBin_221	3451	2881
cpsnj09_SemiBin_223	5371	3779
cpsnj09_SemiBin_22	5503	4963
cpsnj09_SemiBin_23	5473	4736
cpsnj09_SemiBin_242	5666	5035
cpsnj09_SemiBin_243	7878	6135
cpsnj09_SemiBin_244	3874	3364
cpsnj09_SemiBin_246	4827	4086
cpsnj09_SemiBin_24	4647	4253
cpsnj09_SemiBin_257	6461	4541
