snj13_SemiBin_61.fa_contig_6398_polypolish.region001	RRE-containing	RiPP	16888	31236	14349	snj13_SemiBin_61	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Desertibaculum;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__Desertibaculum	s__
cpsnj08_SemiBin_9.fa_contig_18331_polypolish.region001	NRPS-like	NRPS	476928	514364	37437	cpsnj08_SemiBin_9	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__DATEDA01;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__DATEDA01	s__
sample16_SemiBin_126.fa_contig_90520_polypolish.region001	T3PKS	PKS	127156	168256	41101	sample16_SemiBin_126	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Villigracilaceae	g__Defluviilinea	s__
snj09_SemiBin_27.fa_contig_29069_polypolish.region001	RiPP-like	RiPP	250361	263387	13027	snj09_SemiBin_27	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__PSRF01	s__
sample25_SemiBin_95.fa_contig_20219_polypolish.region001	ladderane	other	1	36305	36305	sample25_SemiBin_95	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__DASXAN01;s__	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__DASXAN01	s__
snj20_SemiBin_231.fa_contig_65989_polypolish.region001	LAP.thiopeptide	RiPP	319	25358	25040	snj20_SemiBin_231	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__JACCSI01	s__
cpsnj04_SemiBin_27.fa_contig_33069_polypolish.region001	terpene	terpene	409068	429928	20861	cpsnj04_SemiBin_27	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__JAREAF01;g__JAREAF01;s__JAREAF01 sp035456545	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Dongiales	f__JAREAF01	g__JAREAF01	s__JAREAF01 sp035456545
cpsnj10_SemiBin_91.fa_contig_56321_polypolish.region001	lassopeptide	RiPP	7830	31543	23714	cpsnj10_SemiBin_91	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__JAMQPK01	s__
sample29_SemiBin_88.fa_contig_52723_polypolish.region001	terpene	terpene	1	25824	25824	sample29_SemiBin_88	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR5;s__	d__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__CSP1-6	g__AR5	s__
cpsnj10_SemiBin_83.fa_contig_3288_polypolish.region001	RiPP-like	RiPP	606351	618321	11971	cpsnj10_SemiBin_83	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__Gp6-AA45	s__
snj08_SemiBin_55.fa_contig_25450_polypolish.region001	arylpolyene.resorcinol	other	97760	143881	46122	snj08_SemiBin_55	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Chryseolinea	s__
snj08_SemiBin_102.fa_contig_57509_polypolish.region001	crocagin	RiPP	362787	388070	25284	snj08_SemiBin_102	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__JACPPN01;g__;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__JACPPN01	g__	s__
snj08_SemiBin_192.fa_contig_78144_polypolish.region001	NRPS-like	NRPS	9028	39699	30672	snj08_SemiBin_192	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__	s__
snj08_SemiBin_76.fa_contig_3279_polypolish.region001	terpene	terpene	57676	78542	20867	snj08_SemiBin_76	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp036376045	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira_C	s__Nitrospira_C sp036376045
sample27_SemiBin_100.fa_contig_10772_polypolish.region001	NRPS-like	NRPS	1	27762	27762	sample27_SemiBin_100	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JANOGJ01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__SCN-69-37	g__JANOGJ01	s__
cpsnj09_SemiBin_114.fa_contig_38540_polypolish.region001	ladderane	other	110758	151744	40987	cpsnj09_SemiBin_114	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__QHYA01;f__;g__;s__	d__Bacteria	p__Acidobacteriota	c__Polarisedimenticolia	o__QHYA01	f__	g__	s__
cpsnj08_SemiBin_39.fa_contig_4024_polypolish.region001	acyl_amino_acids	other	1	33683	33683	cpsnj08_SemiBin_39	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__	s__
sample1_SemiBin_56.fa_contig_81546_polypolish.region001	ranthipeptide	RiPP	17318	38623	21306	sample1_SemiBin_56	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__DASPGW01;g__DASPGW01;s__	d__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Desulfuromonadales	f__DASPGW01	g__DASPGW01	s__
sample5_SemiBin_40.fa_contig_881_polypolish.region001	NRPS-like	NRPS	1	37979	37979	sample5_SemiBin_40	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__JAMQPK01	s__
sample30_SemiBin_279.fa_contig_100250_polypolish.region001	thioamitides	RiPP	22667	44612	21946	sample30_SemiBin_279	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp035281285	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Nitrososphaera sp035281285
sample18_SemiBin_44.fa_contig_8779_polypolish.region001	NRPS	NRPS	1143077	1187231	44155	sample18_SemiBin_44	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__Gp6-AA40	s__
sample27_SemiBin_245.fa_contig_28508_polypolish.region001	RRE-containing.lassopeptide	RiPP	106041	128640	22600	sample27_SemiBin_245	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__2-12-FULL-66-21	g__DATBJJ01	s__
sample16_SemiBin_220.fa_contig_3804_polypolish.region001	resorcinol	other	53164	95053	41890	sample16_SemiBin_220	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__	s__
sample24_SemiBin_27.fa_contig_781_polypolish.region001	betalactone	other	319573	347130	27558	sample24_SemiBin_27	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp025929745	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp025929745
cpsnj20_SemiBin_14.fa_contig_14805_polypolish.region003	phosphonate	other	795869	811696	15828	cpsnj20_SemiBin_14	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp025935475	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira_C	s__Nitrospira_C sp025935475
snj11_SemiBin_108.fa_contig_6128_polypolish.region002	NRPS-like	NRPS	704968	745670	40703	snj11_SemiBin_108	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA9968	f__UBA9968	g__DP-20	s__
sample22_SemiBin_12.fa_contig_15502_polypolish.region001	T3PKS	PKS	883664	924725	41062	sample22_SemiBin_12	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CACIAM-22H2;f__CACIAM-22H2;g__DATFES01;s__DATFES01 sp035457725	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__CACIAM-22H2	f__CACIAM-22H2	g__DATFES01	s__DATFES01 sp035457725
cpsnj09_SemiBin_36.fa_contig_10432_polypolish.region002	RiPP-like	RiPP	778857	789663	10807	cpsnj09_SemiBin_36	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__	s__
cpsnj13_SemiBin_541.fa_contig_3597_polypolish.region001	terpene	terpene	37086	58698	21613	cpsnj13_SemiBin_541	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__
cpsnj13_SemiBin_16.fa_contig_14277_polypolish.region002	arylpolyene	other	380177	429621	49445	cpsnj13_SemiBin_16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Chryseolinea	s__
sample22_SemiBin_3.fa_contig_2916_polypolish.region002	terpene	terpene	997375	1028186	30812	sample22_SemiBin_3	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__DASRJG01;g__;s__	d__Bacteria	p__Acidobacteriota	c__Polarisedimenticolia	o__Polarisedimenticolales	f__DASRJG01	g__	s__
sample17_SemiBin_59.fa_contig_76129.region001	2dos	other	238821	259822	21002	sample17_SemiBin_59	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__JAREAF01;g__JAREAF01;s__JAREAF01 sp035456545	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Dongiales	f__JAREAF01	g__JAREAF01	s__JAREAF01 sp035456545
sample21_SemiBin_16.fa_contig_2849_polypolish.region001	ranthipeptide	RiPP	523818	545260	21443	sample21_SemiBin_16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
snj03_SemiBin_98.fa_contig_23830_polypolish.region001	NRPS-like	NRPS	331498	373465	41968	snj03_SemiBin_98	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__SZUA-320	s__
sample24_SemiBin_16.fa_contig_2872_polypolish.region001	NRPS-like	NRPS	303205	344092	40888	sample24_SemiBin_16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__JBDSLU01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__JBDSLU01	s__
sample29_SemiBin_4.fa_contig_1346_polypolish.region001	NRPS-like	NRPS	530461	572977	42517	sample29_SemiBin_4	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__DATMXS01;s__	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Bryobacterales	f__Bryobacteraceae	g__DATMXS01	s__
snj09_SemiBin_1.fa_contig_5538_polypolish.region001	terpene	terpene	2341	23294	20954	snj09_SemiBin_1	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA9968	f__UBA9968	g__DP-20	s__
sample2_SemiBin_12.fa_contig_6040_polypolish.region001	NRPS.NRPS-like.RiPP-like	NRPS.RiPP	70420	123326	52907	sample2_SemiBin_12	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UBA9968	f__UBA9968	g__DP-20	s__
cpsnj09_SemiBin_246.fa_contig_17174_polypolish.region001	RRE-containing	RiPP	723148	743456	20309	cpsnj09_SemiBin_246	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__Gp6-AA40	s__
sample12_SemiBin_34.fa_contig_6333_polypolish.region001	arylpolyene	other	50820	92013	41194	sample12_SemiBin_34	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp035454685	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SCGC-AG-212-J23	s__SCGC-AG-212-J23 sp035454685
cpsnj14_SemiBin_90.fa_contig_16188_polypolish.region001	arylpolyene	other	73185	114381	41197	cpsnj14_SemiBin_90	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__QUBU01;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__GCA-2729495	f__GCA-2729495	g__QUBU01	s__
snj16_SemiBin_115.fa_contig_11421_polypolish.region001	terpene	terpene	38461	60118	21658	snj16_SemiBin_115	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__CAWULT01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__CAWULT01	s__
sample19_SemiBin_206.fa_contig_28125_polypolish.region001	terpene	terpene	298638	319480	20843	sample19_SemiBin_206	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__JACCSI01	s__
cpsnj14_SemiBin_8.fa_contig_15065_polypolish.region001	terpene	terpene	111624	132475	20852	cpsnj14_SemiBin_8	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	s__
sample10_SemiBin_84.fa_contig_22592_polypolish.region001	RRE-containing.crocagin	RiPP	14523	75841	61319	sample10_SemiBin_84	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__CSP1-2;g__JACPIY01;s__	d__Bacteria	p__Desulfobacterota_D	c__UBA1144	o__UBA2774	f__CSP1-2	g__JACPIY01	s__
