sample,chao1,shannon_index,study
28_350,4337.047679129296,7.164064025460894,Urban_soil
12_350,3294.856744012655,7.303960741432044,Urban_soil
10_350,3112.4935898433714,6.8864147673414955,Urban_soil
18_350,3292.4246332734942,6.813974680178676,Urban_soil
11_350,4119.24644687688,7.254586049280535,Urban_soil
5_350,2955.248287552041,6.917216812921588,Urban_soil
SNJ04_350,4281.192961836396,7.281951319038829,Urban_soil
29_350,3810.754935462759,7.536535941892328,Urban_soil
27_350,4665.478538274641,7.415987804481215,Urban_soil
21_350,4333.232888951195,7.292711585655597,Urban_soil
9_350,4011.819006545031,7.088139382398291,Urban_soil
SRR25158392,1927.8486488791987,7.251344191071007,SMAG
SRR25158337,1425.1524051675779,7.581498213973269,SMAG
SRR25158308,2336.7270926688816,7.7197684734603795,SMAG
SRR25158470,2205.312481721194,7.450533192318001,SMAG
SRR25158524,2354.582488462451,7.749928125792492,SMAG
SRR25158494,2507.0630345436543,6.597753044040217,SMAG
SRR25158436,2231.756306246955,7.357496233591972,SMAG
SRR25158490,3570.4761400332345,7.768355194387471,SMAG
SRR25158258,2709.3668794206856,7.268260819708883,SMAG
SRR25158201,2228.4750169539143,7.497832099172239,SMAG
SRR25158481,3007.7858275802178,7.644813930950121,SMAG
SRR25158530,2882.593069646691,7.484696770021924,SMAG
SRR25158528,2879.5241606260656,7.715568996541408,SMAG
SRR25158213,3553.7367411968485,7.666233152534293,SMAG
SRR25158304,1662.053022581535,7.6405269890053455,SMAG
SRR25158344,1831.326852372531,7.592748062135916,SMAG
SRR25158313,1646.567102258584,7.687096947066815,SMAG
SRR25158517,3015.290741535004,7.765312249642236,SMAG
SRR25158189,2427.3924694232164,7.289340064893493,SMAG
SRR25158218,3721.227323689846,7.677320613586976,SMAG
SRR25158415,2872.6159680297187,7.248232540690824,SMAG
SRR25158250,1560.3390455685046,6.176124485070723,SMAG
SRR25158450,1199.5452568084336,6.148925882398522,SMAG
SRR25158190,3287.763451844751,7.5414533931298,SMAG
SRR25158369,2627.522141464059,7.458202266769058,SMAG
SRR25158229,2793.0795772883803,7.784561282873603,SMAG
SRR25158200,2036.3215293939309,6.952487338713617,SMAG
SRR25158533,2034.5744850098356,6.884419929043226,SMAG
SRR25158418,3173.2015243175674,7.494617968097413,SMAG
SRR25158374,2300.9883306639813,7.5636384757690385,SMAG
SRR25158187,1788.10903317692,6.983316277269657,SMAG
SRR25158239,2911.2434517530914,7.160800456108286,SMAG
SRR25158342,2005.8848592138463,7.861733527719466,SMAG
SRR25158219,3326.8754924414116,7.740445306988403,SMAG
SRR25158297,1867.0339664038568,6.60660186640012,SMAG
SRR25158223,3627.6945127959584,7.729346289142347,SMAG
SRR25158255,2450.969459488722,7.305981008015014,SMAG
SRR25158263,1440.0023008665112,6.988277851369756,SMAG
SRR25158493,3793.645599745954,7.992108205411603,SMAG
SRR25158366,3333.0097744579043,7.783432390012772,SMAG
SRR25158207,3627.5684666670545,7.92525087880726,SMAG
SRR25158356,2909.3311547037633,7.580591998772257,SMAG
SRR25158237,3499.583567690661,7.91025411623287,SMAG
SRR25158367,3110.0168418286435,7.295053668105959,SMAG
SRR25158361,3864.959253282987,7.8416450457453974,SMAG
SRR25158273,2771.612594645668,7.398668078202814,SMAG
SRR25158194,2042.8371634960388,7.240986583089532,SMAG
SRR25158328,2430.8526239812027,8.014402655047848,SMAG
SRR25158217,1628.4684368728308,6.825088939435726,SMAG
SRR25158199,2491.082869214443,7.50363501147555,SMAG
SRR25158525,3044.6850594134726,7.422579407937518,SMAG
SRR25158211,3720.6242386983586,7.840141428425049,SMAG
SRR25158506,3215.898206890773,7.781287206440733,SMAG
SRR25158281,4064.3881268365176,7.711705111225795,SMAG
SRR25158301,2738.1662853892694,7.658063283269521,SMAG
SRR25158414,3146.142027324953,7.8950721529757315,SMAG
SRR25158410,2350.1604536888744,7.050534807954344,SMAG
SRR25158295,2608.1093075253743,7.8327959373998635,SMAG
SRR25158197,1726.9086383310569,6.879311718082328,SMAG
SRR25158368,2200.632146545837,7.119711840182076,SMAG
SRR25158326,3146.794299727047,8.024169423169562,SMAG
SRR25158521,2698.548293347109,7.703676801839868,SMAG
SRR25158305,1951.533363016143,7.501724263318512,SMAG
SRR25158529,2623.52743351361,7.448571935393583,SMAG
SRR25158507,2193.4179488622444,7.779641975478979,SMAG
SRR25158485,3023.148741652663,7.504523966195757,SMAG
SRR25158431,2302.6167140972343,7.551096439936055,SMAG
SRR25158488,3111.252977512126,7.668023060446648,SMAG
SRR25158267,1743.006080280207,7.624092921644599,SMAG
SRR25158501,2331.077436265547,7.865227720774477,SMAG
SRR25158256,2450.742345150789,7.284067685709764,SMAG
SRR25158515,2245.0535396524547,7.329518784224485,SMAG
SRR25158246,2331.995068902566,7.436552371176601,SMAG
SRR25158372,1457.8064921120979,6.9076417150606195,SMAG
SRR25158318,2429.5361419181127,7.924963783851301,SMAG
SRR25158358,1349.9171314755552,6.883687509024121,SMAG
SRR25158357,1249.2533329663825,6.899889604487163,SMAG
SRR25158498,2016.9221158142207,7.166867995455145,SMAG
SRR25158341,1511.9736360271625,7.681649130130503,SMAG
SRR25158350,1842.4367889589835,7.842771124767303,SMAG
SRR25158430,2437.0631792299278,7.350676672270468,SMAG
SRR25158235,3805.653919754255,7.881649022549814,SMAG
SRR25158257,2434.24719706605,7.242541376302518,SMAG
SRR25158338,2950.5848359263223,7.921251717657743,SMAG
SRR25158397,2637.455424914453,7.680579448451541,SMAG
SRR25158535,2235.2346346181607,7.770296980715472,SMAG
SRR25158340,1705.3711734669025,7.7136896984627334,SMAG
SRR25158401,3316.7360040468798,7.955260932687171,SMAG
SRR25158526,3184.73277335778,7.4867038731720905,SMAG
SRR25158428,3423.142660808133,7.49589162056256,SMAG
SRR25158236,3441.6771044836405,7.810253653950999,SMAG
SRR25158222,4107.156480423285,7.833848260188413,SMAG
SRR25158375,2926.2338083285877,7.506129892040105,SMAG
SRR25158347,1935.0143119556046,7.276180822536483,SMAG
SRR25158378,2429.867229135407,7.639761272477051,SMAG
SRR25158389,3182.4236220057974,7.801946232217007,SMAG
SRR25158531,2588.3677627545167,7.198309090218092,SMAG
SRR25158205,1980.4119758879626,6.828688697020823,SMAG
SRR25158409,2806.4849358769247,7.4810082357650565,SMAG
SRR25158210,3901.7392135864443,7.878129412028238,SMAG
SRR25158398,2336.1244200184988,7.307848893220738,SMAG
SRR25158289,2058.2520400451126,7.159114704908395,SMAG
SRR25158298,576.2575553110928,6.084579741078334,SMAG
SRR25158387,3262.681092088813,7.409233166276003,SMAG
SRR25158483,2956.8037254117507,7.305331717292881,SMAG
SRR25158512,2378.7109024132187,7.127899022038788,SMAG
SRR25158391,2590.1162580781565,7.468949392157803,SMAG
SRR25158352,1745.265362388826,7.8648016511471806,SMAG
SRR25158346,1390.2711286978022,7.526948005108106,SMAG
SRR25158220,3473.1806445717475,7.697435268708241,SMAG
SRR25158282,3765.0286188761643,7.982849466684618,SMAG
SRR25158465,3153.463147326729,7.793722017471314,SMAG
SRR25158296,1534.7413371980508,6.599556451641461,SMAG
SRR25158523,3223.891298257521,7.5167924232988925,SMAG
SRR25158482,2390.3424579856787,7.4610226980616785,SMAG
SRR25158522,2528.6429447717683,7.734169954472408,SMAG
SRR25158314,2343.7415563339778,7.790851649047806,SMAG
SRR25158245,2796.8919162058082,7.0432107738680205,SMAG
SRR25158427,2873.1930274888045,7.685621628793173,SMAG
SRR25158399,2437.700400677255,7.113056734304729,SMAG
SRR25158484,2999.4535967450624,7.58966052990798,SMAG
SRR25158269,1351.5894664755185,7.771183835900346,SMAG
SRR25158487,2264.2330227370717,7.352446023911026,SMAG
SRR25158181,2351.354738367579,7.174915158992672,SMAG
SRR25158288,3301.279023876023,7.8366819829116965,SMAG
SRR25158225,3411.8840858739636,7.8921762035918315,SMAG
SRR25158310,1540.113486138436,7.601882972790744,SMAG
SRR25158495,2306.4408130032957,7.50793359604609,SMAG
SRR25158178,2510.1555587126954,7.559402951197835,SMAG
SRR25158227,2917.5873948281137,7.879111490066041,SMAG
SRR25158406,2945.646365689329,7.532172665045671,SMAG
SRR25158459,2162.432392027528,7.1282689705748705,SMAG
SRR25158382,3139.0712259503953,7.85925171334489,SMAG
SRR25158411,2061.6152046877496,7.600651381279126,SMAG
SRR25158221,3946.221321660432,7.761204715227127,SMAG
SRR25158467,2680.337001146389,7.560821995646706,SMAG
SRR25158439,2001.3026503452952,7.454605594636688,SMAG
SRR25158276,3466.4265529656,7.735906608488518,SMAG
SRR25158188,1921.5342568407464,7.2853410830759,SMAG
SRR25158437,1775.8133295172336,7.905935020159584,SMAG
SRR25158299,796.5299821121231,6.212289394125639,SMAG
SRR25158364,3777.6923364522095,7.5564156175102015,SMAG
SRR25158504,2699.132398118857,6.8631862798149355,SMAG
SRR25158466,1993.7429897074203,7.184792616979483,SMAG
SRR25158451,2618.1873820450833,7.5757717029110125,SMAG
SRR25158480,2333.4495422582604,7.55301524800833,SMAG
SRR25158422,2262.5253822467585,6.557495830929518,SMAG
SRR25158463,2024.7004759948882,7.249442733074085,SMAG
SRR25158376,3116.17302171452,7.601568099439676,SMAG
SRR25158355,1542.5164304553002,7.402371860170113,SMAG
SRR25158333,3025.4076287008097,7.869758052057194,SMAG
SRR25158412,1679.2252980448015,6.502573051249922,SMAG
SRR25158320,3189.95170335802,8.080971019762293,SMAG
SRR25158520,3508.1183022769515,7.870929988981311,SMAG
SRR25158329,2378.577948496379,7.8328187954210255,SMAG
SRR25158293,1716.7429804864612,7.038701046354026,SMAG
SRR25158472,2548.7599169234777,7.503331349608275,SMAG
SRR25158243,3035.142344718676,7.074583385164309,SMAG
SRR25158365,3234.6746252480934,7.861706302710327,SMAG
SRR25158527,2900.4914374356927,7.948696468508881,SMAG
SRR25158234,3705.3127760124535,7.744499184796753,SMAG
SRR25158464,2304.0581246449497,7.304452524725925,SMAG
SRR25158413,2763.160582297303,7.4268426410081485,SMAG
SRR25158287,3711.9325567268293,7.762851637027049,SMAG
SRR25158403,1821.1662236678092,7.221490940282379,SMAG
SRR25158259,2476.830481567582,7.244075332267545,SMAG
SRR25158294,2027.6429912588997,7.01486719801297,SMAG
SRR25158330,2728.4173948700727,7.751724203359924,SMAG
SRR25158176,1797.4657007045837,7.070993139642689,SMAG
SRR25158345,2838.7764056408637,7.833243831889414,SMAG
SRR25158185,1914.5083442253829,7.519548539221983,SMAG
SRR25158434,2709.15972689715,7.453931532787219,SMAG
SRR25158440,2850.122571159439,7.28317397610632,SMAG
SRR25158242,2959.0147976244057,7.126609637766374,SMAG
SRR25158404,3324.416957376549,7.934567744173783,SMAG
SRR25158471,1423.8547482512759,6.72517522002358,SMAG
SRR25158426,2241.4664230571807,7.132671107860347,SMAG
SRR25158469,2741.6822195801524,8.023554609189894,SMAG
SRR25158435,1882.218709573243,7.497297757925354,SMAG
SRR25158275,3375.879538081252,7.773802737928132,SMAG
SRR25158224,3616.7856407604368,7.810424990179099,SMAG
SRR25158386,1876.9980420813697,6.581453233231568,SMAG
SRR25158182,2609.039274904902,7.281356674507525,SMAG
SRR25158475,2807.0448547572164,7.582600414492653,SMAG
SRR25158390,1954.887958617328,7.2213642740013,SMAG
SRR25158180,2893.028228282059,7.570178904086856,SMAG
SRR25158421,2720.6373681451078,7.3009959537655815,SMAG
SRR25158325,2547.8688766722244,7.748773694169063,SMAG
SRR25158208,3902.412332495505,7.840491550429993,SMAG
SRR25158228,2963.0601274958253,7.3858918999285015,SMAG
SRR25158393,3037.625358374786,7.571762273335299,SMAG
SRR25158251,2528.7182351994206,7.404192370290269,SMAG
SRR25158327,2926.417560389141,8.016400852605107,SMAG
SRR25158441,1418.2928080277854,7.837661277489127,SMAG
SRR25158278,3171.7160621986254,7.707497016118024,SMAG
SRR25158419,3010.5907858968267,7.380413642987479,SMAG
SRR25158468,3079.9409013978197,7.467170024526241,SMAG
SRR25158192,2105.006383427543,7.371503464462209,SMAG
SRR25158519,3074.1736623276665,7.791371821611245,SMAG
SRR25158516,3106.9707180096043,7.7093225976047375,SMAG
SRR25158429,2475.467965145655,7.162687069851421,SMAG
SRR25158509,2051.1793301683183,7.230027495862485,SMAG
SRR25158232,3592.9941782799124,8.05310632329226,SMAG
SRR25158277,4050.80980768139,8.082522047185533,SMAG
SRR25158438,1622.0331048273347,7.5623454854478815,SMAG
SRR25158363,4011.423453995828,7.704135351113382,SMAG
SRR25158216,3587.1520102675318,7.6366588230109205,SMAG
SRR25158407,2825.7885587643295,7.498165273192105,SMAG
SRR25158353,1553.3715503008577,7.585737362063021,SMAG
SRR25158359,1416.9705143972217,7.218784377630756,SMAG
SRR25158455,2864.9372531110293,7.395863419436577,SMAG
SRR25158265,1530.8304768790517,7.587762148058271,SMAG
SRR25158448,2569.823564162822,7.531877021533348,SMAG
SRR25158449,2351.578111508062,7.608831627248405,SMAG
SRR25158479,3068.1831774705224,7.583069203702384,SMAG
SRR25158253,3100.524319591846,7.38762981057498,SMAG
SRR25158230,3506.196998467203,7.8848014069924695,SMAG
SRR25158497,2582.2540715291666,7.66832231455018,SMAG
SRR25158499,1764.3855199080476,7.119176442350343,SMAG
SRR25158279,3672.7057577351793,7.765235725108228,SMAG
SRR25158532,3445.6501223966275,7.69639616175121,SMAG
SRR25158252,2228.3301726378704,7.423568323422005,SMAG
SRR25158388,3105.5941107478916,7.4510931977549495,SMAG
SRR25158191,2501.5474997949805,7.475475483386796,SMAG
SRR25158303,2459.639919873818,7.229605370588004,SMAG
SRR25158184,2396.5394522815704,7.604797652066935,SMAG
SRR25158324,2490.4683009390087,7.488573548117816,SMAG
SRR25158262,1475.4182082149525,7.583720119068168,SMAG
SRR25158271,1628.7692705141737,7.7798451792576735,SMAG
SRR25158335,2688.974430051689,7.833119261747598,SMAG
SRR25158321,2730.9945471883225,7.896139792554369,SMAG
SRR25158336,1626.251441690792,7.707016262993707,SMAG
SRR25158202,2348.749178512491,7.0844032562092005,SMAG
SRR25158474,2798.738608254056,7.4969852557612455,SMAG
SRR25158177,2653.113920714463,7.243661258222968,SMAG
SRR25158370,2772.562327357398,7.184227381614113,SMAG
SRR25158193,2085.0638584713774,7.364535205529523,SMAG
SRR25158454,2395.70943374672,7.3351919914397214,SMAG
SRR25158360,1130.3110838853113,6.9150780982800075,SMAG
SRR25158214,3242.5543996629144,7.810328159546784,SMAG
SRR25158416,2631.427569711695,7.138985444421706,SMAG
SRR25158380,2655.239203379877,7.488544330014948,SMAG
SRR25158248,2794.2429504255265,7.579372356349647,SMAG
SRR25158241,1845.2837881848632,7.073120773495905,SMAG
SRR25158503,3258.4185487079753,7.533839885915923,SMAG
SRR25158284,2755.057829701407,7.426006566359053,SMAG
SRR25158492,2362.309276231558,7.413768172238221,SMAG
SRR25158183,3061.9975734752297,7.3063279194974,SMAG
SRR25158458,2605.0111447142544,7.481538061798821,SMAG
SRR25158379,1781.6457290286198,6.880614646952984,SMAG
SRR25158505,3451.9328338764644,7.766578378326969,SMAG
SRR25158476,2689.9571657484817,7.809845706187676,SMAG
SRR25158307,2030.7452328974928,7.738811860071536,SMAG
SRR25158502,2307.062994179691,7.309177363455657,SMAG
SRR25158206,2806.3510742736844,7.444454717882702,SMAG
SRR25158343,1228.899471109041,7.09776764960485,SMAG
SRR25158385,1540.595635501357,7.192292886082336,SMAG
SRR25158285,3389.1883160488765,7.621411369627653,SMAG
SRR25158383,2847.85028881422,7.279683362056442,SMAG
SRR25158423,2458.081861752037,7.388825104341086,SMAG
SRR25158536,2483.074923768355,7.1367556543498285,SMAG
SRR25158351,1581.2207962763223,7.673239969338508,SMAG
SRR25158332,2514.631842615583,7.763452905884318,SMAG
SRR25158362,3913.042381521669,7.716914836217615,SMAG
SRR25158315,2596.398992153456,7.894082557092025,SMAG
SRR25158198,2341.1154641560906,7.375221084959999,SMAG
SRR25158179,2408.5194034927667,7.159364950466809,SMAG
SRR25158302,2541.2844315973034,6.9248696919289365,SMAG
SRR25158500,3490.6742643827065,7.558017270587468,SMAG
SRR25158348,1895.1191290032398,7.559325248313816,SMAG
SRR25158489,2951.921039012434,7.753440273841987,SMAG
SRR25158334,2694.774421606269,7.884993260840195,SMAG
SRR25158456,2437.4072068180226,7.939045187180515,SMAG
SRR25158195,2279.438801455916,7.586401073803131,SMAG
SRR25158254,2735.764642156981,7.411256725595293,SMAG
SRR25158424,2095.895814287209,7.803164687255718,SMAG
SRR25158444,3019.3339979550165,7.363727357430426,SMAG
SRR25158244,2060.6134471899795,7.032055449189085,SMAG
SRR25158290,2748.662874563187,7.102994414710058,SMAG
SRR25158420,2039.2798723624412,7.411010331636486,SMAG
SRR25158309,1342.1376257804234,7.592115374149335,SMAG
SRR25158486,2198.567781045482,7.486227920224062,SMAG
SRR25158204,1423.0284782623178,7.041405672513609,SMAG
SRR25158249,2532.9303691603664,7.5728546667242815,SMAG
SRR25158323,2522.5666743141637,7.554158453741336,SMAG
SRR25158373,2645.62544963349,7.378818605543197,SMAG
SRR25158491,2747.507507849354,7.591780104988851,SMAG
SRR25158317,2076.9661268343802,7.2765716098999125,SMAG
SRR25158306,2772.5974206015144,7.465017599495772,SMAG
SRR25158311,1667.9429830038218,7.7941401462405375,SMAG
SRR25158478,2248.4635623751806,7.292776145524914,SMAG
SRR25158186,2231.4261782248414,7.492874285833423,SMAG
SRR25158270,1711.5985048148061,7.665478875122013,SMAG
SRR25158319,3368.6784506042413,8.053316844657266,SMAG
SRR25158354,1357.0203513003169,7.947960892751518,SMAG
SRR25158443,2954.755694254372,7.545523081884213,SMAG
SRR25158196,3254.6389176618677,7.682731899777484,SMAG
SRR25158238,3836.606618330117,7.781611060366651,SMAG
SRR25158400,3365.0305965012794,7.835430131518315,SMAG
SRR25158240,2523.8493011910386,7.134859876200728,SMAG
SRR25158445,2161.085301685787,7.396499808347549,SMAG
SRR25158395,2266.6681311422903,7.396030723810758,SMAG
SRR25158461,2090.685837981604,7.323182667469277,SMAG
SRR25158425,2605.514255467901,7.459231854786007,SMAG
SRR25158280,3343.1826078190234,7.821132422165028,SMAG
SRR25158511,2641.9680510236312,7.3477621240850715,SMAG
SRR25158300,2379.9245487143007,6.789662920078114,SMAG
SRR25158462,2113.1983258795767,7.4100310397814555,SMAG
SRR25158473,2630.6341759435513,7.361017508334241,SMAG
SRR25158513,1468.8782015951906,6.622023475090279,SMAG
SRR25158432,2446.158748662958,7.560298931521977,SMAG
SRR25158231,2440.8147682106837,7.815759279081108,SMAG
SRR25158460,2769.8208209458703,7.401851863289597,SMAG
SRR25158384,2894.5064824571527,7.557337576141946,SMAG
SRR25158331,2765.0937071900353,7.641117094665412,SMAG
SRR25158175,2310.4219318768414,7.777645330428053,SMAG
SRR25158286,3320.8789097327754,7.6190881635774685,SMAG
SRR25158266,1392.8837516963301,7.6652966026482225,SMAG
SRR25158377,1795.7090851111466,6.813449591144228,SMAG
SRR25158349,2020.8774016949544,7.8911060887963895,SMAG
SRR25158339,2177.789925887186,7.709803674496285,SMAG
SRR25158272,1919.3754332626756,7.31269959823108,SMAG
SRR25158405,2984.4396923764402,7.4727348075125235,SMAG
SRR25158316,2840.3103033431366,7.9647432218370815,SMAG
SRR25158457,2508.587710145925,7.11031782091247,SMAG
SRR25158396,2134.176223335493,7.6617161498468835,SMAG
SRR25158452,1722.0986246633702,6.997835900632755,SMAG
SRR25158381,2868.944292949329,7.391950307147954,SMAG
SRR25158447,2221.7349040142735,7.335197064865559,SMAG
SRR25158203,2619.9575441940397,7.592016745022057,SMAG
SRR25158433,2434.1442325394046,7.806423838414615,SMAG
SRR25158453,2271.4283413806183,7.4375215449879795,SMAG
SRR25158312,1309.330731903221,7.255471960101679,SMAG
SRR25158283,3470.343358749935,7.671448036236707,SMAG
SRR25158371,2817.3081813799386,7.65507261848925,SMAG
SRR25158264,1837.4082493472797,7.765832363772344,SMAG
SRR25158508,1986.2834919668862,7.46532992703022,SMAG
SRR25158209,3891.193198246071,7.818451909527048,SMAG
SRR25158446,2439.292500916013,7.813326612008166,SMAG
SRR25158518,3272.357739653016,7.85784645816685,SMAG
SRR25158292,1477.431130672166,6.741335806828016,SMAG
SRR25158322,2324.028277502995,7.433339121306429,SMAG
SRR25158291,2665.3368619360176,7.220022225439292,SMAG
SRR25158402,1709.1907539949905,6.676072547346405,SMAG
SRR25158274,3418.9526735015047,7.810587468161021,SMAG
SRR25158233,1674.6628042311409,7.79102478074435,SMAG
SRR25158261,1563.336697317857,7.579141884154708,SMAG
SRR25158442,2657.328388231577,7.9316130395211735,SMAG
SRR25158534,3268.78352948607,7.500716359744249,SMAG
SRR25158215,3382.8315135307403,7.646019743216951,SMAG
SRR25158496,3261.347129950706,7.713590901399041,SMAG
SRR25158268,1812.202669029684,7.80376494274269,SMAG
SRR25158212,4280.573321325294,7.926766560214698,SMAG
SRR25158537,2390.158370481211,7.0843589807678455,SMAG
SRR25158514,1869.8804662138025,7.395544652699744,SMAG
SRR25158394,2851.725807850675,7.38481895076604,SMAG
SRR25158226,2206.928888065188,7.915371968701797,SMAG
SRR25158417,3048.193537974518,7.335241447351019,SMAG
SRR25158408,2985.325174702213,7.408911877797489,SMAG
SRR25158510,2519.2556118836283,7.439481733786806,SMAG
SRR25158247,2962.9347080903067,7.979169763383189,SMAG
SRR25158260,2582.3895646277074,7.287523204082889,SMAG
SRR25158477,3115.5429268266894,7.594406814709699,SMAG
