cpsnj01_contig_21345	linear	7426	0.9837	2 # superkingdom # Bacteria	cpsnj01	0
cpsnj01_contig_2501	linear	19353	0.9836	11401 # genus # Reyranella	cpsnj01	3
cpsnj01_contig_31089	linear	11956	0.9836	90 # class # Alphaproteobacteria	cpsnj01	2
cpsnj01_contig_18508	linear	14826	0.9834	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_30454	linear	32570	0.9833	1178 # family # Sphingomonadaceae	cpsnj01	2
cpsnj01_contig_34484	linear	20686	0.9831	2212 # family # Beijerinckiaceae	cpsnj01	1
cpsnj01_contig_76064	linear	70327	0.9831	501 # genus # Rhizobium	cpsnj01	1
cpsnj01_contig_75821	linear	23721	0.9831	1264 # family # Xanthobacteraceae	cpsnj01	1
cpsnj01_contig_78246	linear	17415	0.9830	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_30970	linear	20647	0.9829	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_19536	linear	18495	0.9827	25709 # genus # Microvirga	cpsnj01	2
cpsnj01_contig_18469	linear	14517	0.9827	23847 # genus # Sphingomicrobium	cpsnj01	0
cpsnj01_contig_78471	linear	42217	0.9825	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_55237	linear	38961	0.9825	1265 # genus # Bradyrhizobium	cpsnj01	5
cpsnj01_contig_22160	linear	14472	0.9825	25709 # genus # Microvirga	cpsnj01	0
cpsnj01_contig_67661	linear	18975	0.9823	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_24678	linear	54940	0.9821	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_25380	linear	20453	0.9821	1265 # genus # Bradyrhizobium	cpsnj01	1
cpsnj01_contig_70550	linear	16628	0.9818	1265 # genus # Bradyrhizobium	cpsnj01	2
cpsnj01_contig_77473	linear	22598	0.9816	133785 # species # Microvirga ossetica	cpsnj01	0
cpsnj01_contig_1047	linear	13052	0.9814	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_26459	linear	107562	0.9813	95 # order # Rhizobiales	cpsnj01	1
cpsnj01_contig_43463	linear	17728	0.9812	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_69821	linear	17743	0.9810	2212 # family # Beijerinckiaceae	cpsnj01	3
cpsnj01_contig_31571	linear	19163	0.9810	25709 # genus # Microvirga	cpsnj01	2
cpsnj01_contig_73215	linear	27498	0.9809	25709 # genus # Microvirga	cpsnj01	1
cpsnj01_contig_73930	linear	12933	0.9807	1264 # family # Xanthobacteraceae	cpsnj01	0
cpsnj01_contig_38944	linear	11626	0.9807	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_52484	linear	82024	0.9807	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_10493	linear	21294	0.9805	1264 # family # Xanthobacteraceae	cpsnj01	0
cpsnj01_contig_60168	linear	18388	0.9803	1264 # family # Xanthobacteraceae	cpsnj01	3
cpsnj01_contig_33227	linear	50795	0.9802	23847 # genus # Sphingomicrobium	cpsnj01	2
cpsnj01_contig_5193	linear	17035	0.9802	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_43884	linear	11601	0.9801	501 # genus # Rhizobium	cpsnj01	0
cpsnj01_contig_53982	linear	22504	0.9798	96 # family # Rhizobiaceae	cpsnj01	1
cpsnj01_contig_6142	linear	36253	0.9797	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_48485	linear	14245	0.9794	501 # genus # Rhizobium	cpsnj01	0
cpsnj01_contig_58118	linear	20121	0.9792	24374 # genus # Kribbella	cpsnj01	0
cpsnj01_contig_57303	linear	11798	0.9792	96 # family # Rhizobiaceae	cpsnj01	2
cpsnj01_contig_61835	linear	51416	0.9792	90 # class # Alphaproteobacteria	cpsnj01	7
cpsnj01_contig_15274	linear	13713	0.9791	96 # family # Rhizobiaceae	cpsnj01	2
cpsnj01_contig_21928	linear	12558	0.9791	30037 # genus # Ensifer A	cpsnj01	1
cpsnj01_contig_63513	linear	19554	0.9790	25709 # genus # Microvirga	cpsnj01	4
cpsnj01_contig_31150	linear	9772	0.9790	1264 # family # Xanthobacteraceae	cpsnj01	0
cpsnj01_contig_30844	linear	15760	0.9789	3 # phylum # Pseudomonadota	cpsnj01	0
cpsnj01_contig_65164	linear	13192	0.9789	1178 # family # Sphingomonadaceae	cpsnj01	7
cpsnj01_contig_54876	linear	34183	0.9788	95 # order # Rhizobiales	cpsnj01	1
cpsnj01_contig_62138	linear	20386	0.9788	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_75811	linear	16230	0.9788	95 # order # Rhizobiales	cpsnj01	1
cpsnj01_contig_6326	linear	43748	0.9788	1178 # family # Sphingomonadaceae	cpsnj01	2
cpsnj01_contig_73097	linear	42403	0.9786	25709 # genus # Microvirga	cpsnj01	2
cpsnj01_contig_8851	linear	13036	0.9785	1264 # family # Xanthobacteraceae	cpsnj01	8
cpsnj01_contig_19315	linear	18160	0.9783	95 # order # Rhizobiales	cpsnj01	2
cpsnj01_contig_75169	linear	35688	0.9782	96 # family # Rhizobiaceae	cpsnj01	1
cpsnj01_contig_61407	linear	9880	0.9782	90 # class # Alphaproteobacteria	cpsnj01	2
cpsnj01_contig_37154	linear	12269	0.9781	32 # order # Mycobacteriales	cpsnj01	0
cpsnj01_contig_38719	linear	40152	0.9781	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_59884	linear	74196	0.9781	501 # genus # Rhizobium	cpsnj01	2
cpsnj01_contig_49550	linear	10959	0.9780	1724 # genus # Ensifer	cpsnj01	1
cpsnj01_contig_37594	linear	12787	0.9780	2955 # class # Terriglobia	cpsnj01	0
cpsnj01_contig_79999	linear	90109	0.9780	501 # genus # Rhizobium	cpsnj01	2
cpsnj01_contig_78325	linear	119665	0.9780	95 # order # Rhizobiales	cpsnj01	3
cpsnj01_contig_40632	linear	25593	0.9780	23847 # genus # Sphingomicrobium	cpsnj01	9
cpsnj01_contig_60653	linear	39598	0.9779	95 # order # Rhizobiales	cpsnj01	1
cpsnj01_contig_23196	linear	12158	0.9776	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_4945	linear	18932	0.9774	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_73383	linear	29900	0.9774	1265 # genus # Bradyrhizobium	cpsnj01	2
cpsnj01_contig_57524	linear	15806	0.9773	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_75858	linear	32869	0.9773	25709 # genus # Microvirga	cpsnj01	2
cpsnj01_contig_4524	linear	11769	0.9773	23847 # genus # Sphingomicrobium	cpsnj01	8
cpsnj01_contig_77041	linear	64242	0.9773	90 # class # Alphaproteobacteria	cpsnj01	2
cpsnj01_contig_20416	linear	59351	0.9773	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_46188	linear	22092	0.9771	1264 # family # Xanthobacteraceae	cpsnj01	3
cpsnj01_contig_34566	linear	12774	0.9770	133785 # species # Microvirga ossetica	cpsnj01	2
cpsnj01_contig_13787	linear	18577	0.9770	1265 # genus # Bradyrhizobium	cpsnj01	7
cpsnj01_contig_1248	linear	32513	0.9770	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_2960	linear	9630	0.9769	2213 # genus # Methylobacterium	cpsnj01	0
cpsnj01_contig_35169	linear	16641	0.9769	25709 # genus # Microvirga	cpsnj01	1
cpsnj01_contig_65009	linear	13312	0.9767	1178 # family # Sphingomonadaceae	cpsnj01	0
cpsnj01_contig_79128	linear	87979	0.9766	95 # order # Rhizobiales	cpsnj01	14
cpsnj01_contig_20348	linear	94570	0.9765	90 # class # Alphaproteobacteria	cpsnj01	2
cpsnj01_contig_48268	linear	43330	0.9765	501 # genus # Rhizobium	cpsnj01	1
cpsnj01_contig_72747	linear	49495	0.9764	90 # class # Alphaproteobacteria	cpsnj01	2
cpsnj01_contig_15534	linear	29386	0.9763	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_75136	linear	17927	0.9762	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_34375	linear	16983	0.9761	25709 # genus # Microvirga	cpsnj01	2
cpsnj01_contig_40097	linear	19299	0.9761	33703 # genus # Amaricoccus	cpsnj01	0
cpsnj01_contig_63364	linear	79352	0.9759	96 # family # Rhizobiaceae	cpsnj01	4
cpsnj01_contig_48612	linear	124234	0.9759	96 # family # Rhizobiaceae	cpsnj01	0
cpsnj01_contig_68399	linear	20136	0.9758	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_52494	linear	17094	0.9757	90 # class # Alphaproteobacteria	cpsnj01	7
cpsnj01_contig_56599	linear	26192	0.9756	3 # phylum # Pseudomonadota	cpsnj01	0
cpsnj01_contig_20503	linear	20803	0.9756	96 # family # Rhizobiaceae	cpsnj01	2
cpsnj01_contig_23129	linear	33290	0.9756	36214 # species # JAEWPB01 sp030028905	cpsnj01	1
cpsnj01_contig_12550	linear	13531	0.9756	948 # genus # Mesorhizobium	cpsnj01	0
cpsnj01_contig_76812	linear	63717	0.9756	1265 # genus # Bradyrhizobium	cpsnj01	5
cpsnj01_contig_5158	linear	40717	0.9755	95 # order # Rhizobiales	cpsnj01	2
cpsnj01_contig_23796	linear	23801	0.9755	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_60356	linear	12360	0.9755	585 # genus # Streptomyces	cpsnj01	0
cpsnj01_contig_1441	linear	96534	0.9754	11401 # genus # Reyranella	cpsnj01	8
cpsnj01_contig_53907	linear	50180	0.9751	25709 # genus # Microvirga	cpsnj01	6
cpsnj01_contig_38616	linear	28411	0.9750	96 # family # Rhizobiaceae	cpsnj01	2
cpsnj01_contig_8069	linear	11018	0.9748	1264 # family # Xanthobacteraceae	cpsnj01	1
cpsnj01_contig_55854	linear	11208	0.9748	19302 # family # Geodermatophilaceae	cpsnj01	0
cpsnj01_contig_42255	linear	34414	0.9747	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_58618	linear	31855	0.9747	11401 # genus # Reyranella	cpsnj01	3
cpsnj01_contig_73424	linear	28006	0.9745	2070 # family # Steroidobacteraceae	cpsnj01	0
cpsnj01_contig_12775	linear	23710	0.9744	2 # superkingdom # Bacteria	cpsnj01	0
cpsnj01_contig_24773	linear	30086	0.9744	66 # family # Burkholderiaceae	cpsnj01	1
cpsnj01_contig_22092	linear	11804	0.9742	584 # family # Streptomycetaceae	cpsnj01	0
cpsnj01_contig_31947	linear	19964	0.9742	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_61389	linear	14137	0.9742	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_24658	linear	105461	0.9741	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_61622	linear	19970	0.9740	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_57294	linear	49392	0.9740	2 # superkingdom # Bacteria	cpsnj01	2
cpsnj01_contig_45031	linear	15892	0.9739	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_26573	linear	102952	0.9739	1264 # family # Xanthobacteraceae	cpsnj01	1
cpsnj01_contig_49395	linear	20937	0.9736	32 # order # Mycobacteriales	cpsnj01	0
cpsnj01_contig_75539	linear	19026	0.9736	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_33674	linear	20423	0.9734	96 # family # Rhizobiaceae	cpsnj01	3
cpsnj01_contig_31754	linear	23445	0.9734	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_37714	linear	9797	0.9734	66 # family # Burkholderiaceae	cpsnj01	0
cpsnj01_contig_8566	linear	33850	0.9733	1178 # family # Sphingomonadaceae	cpsnj01	0
cpsnj01_contig_51213	linear	15942	0.9733	3 # phylum # Pseudomonadota	cpsnj01	0
cpsnj01_contig_38758	linear	21643	0.9732	1264 # family # Xanthobacteraceae	cpsnj01	0
cpsnj01_contig_19024	linear	14048	0.9732	31 # class # Actinomycetes	cpsnj01	1
cpsnj01_contig_34810	linear	9451	0.9731	3 # phylum # Pseudomonadota	cpsnj01	4
cpsnj01_contig_78589	linear	79042	0.9731	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_33773	linear	15496	0.9730	1178 # family # Sphingomonadaceae	cpsnj01	1
cpsnj01_contig_17010	linear	16079	0.9730	23847 # genus # Sphingomicrobium	cpsnj01	1
cpsnj01_contig_43365	linear	27827	0.9730	5849 # family # Pseudonocardiaceae	cpsnj01	0
cpsnj01_contig_12838	linear	9636	0.9727	585 # genus # Streptomyces	cpsnj01	0
cpsnj01_contig_36416	linear	12307	0.9725	2 # superkingdom # Bacteria	cpsnj01	0
cpsnj01_contig_73539	linear	37813	0.9724	11401 # genus # Reyranella	cpsnj01	4
cpsnj01_contig_16493	linear	19725	0.9724	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_12010	linear	68385	0.9724	1265 # genus # Bradyrhizobium	cpsnj01	8
cpsnj01_contig_31990	linear	33965	0.9723	1178 # family # Sphingomonadaceae	cpsnj01	0
cpsnj01_contig_11351	linear	17318	0.9722	25709 # genus # Microvirga	cpsnj01	1
cpsnj01_contig_65695	linear	53961	0.9719	501 # genus # Rhizobium	cpsnj01	1
cpsnj01_contig_22743	linear	15248	0.9718	39194 # species # Nakamurella multipartita	cpsnj01	0
cpsnj01_contig_32822	linear	27220	0.9718	1264 # family # Xanthobacteraceae	cpsnj01	2
cpsnj01_contig_7414	linear	18184	0.9718	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_25335	linear	18301	0.9717	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_28109	linear	16670	0.9717	1178 # family # Sphingomonadaceae	cpsnj01	1
cpsnj01_contig_72360	linear	13014	0.9717	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_63289	linear	16326	0.9716	23847 # genus # Sphingomicrobium	cpsnj01	0
cpsnj01_contig_58643	linear	40187	0.9715	584 # family # Streptomycetaceae	cpsnj01	1
cpsnj01_contig_43279	linear	11649	0.9715	23847 # genus # Sphingomicrobium	cpsnj01	0
cpsnj01_contig_75744	linear	21319	0.9715	2 # superkingdom # Bacteria	cpsnj01	0
cpsnj01_contig_7005	linear	15565	0.9712	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_31451	linear	44752	0.9711	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_39956	linear	16886	0.9709	3 # phylum # Pseudomonadota	cpsnj01	0
cpsnj01_contig_35762	linear	12526	0.9709	31 # class # Actinomycetes	cpsnj01	0
cpsnj01_contig_31320	linear	44210	0.9709	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_50115	linear	11855	0.9708	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_41635	linear	22143	0.9707	501 # genus # Rhizobium	cpsnj01	0
cpsnj01_contig_77358	linear	45901	0.9706	1264 # family # Xanthobacteraceae	cpsnj01	1
cpsnj01_contig_58475	linear	65152	0.9706	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_71583	linear	14043	0.9706	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_35087	linear	19209	0.9705	96 # family # Rhizobiaceae	cpsnj01	2
cpsnj01_contig_34628	linear	14918	0.9705	3055 # genus # Cupriavidus	cpsnj01	1
cpsnj01_contig_48430	linear	34784	0.9704	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_63077	linear	41075	0.9702	71411 # species # Rhizobium sp012641395	cpsnj01	1
cpsnj01_contig_30187	linear	7554	0.9699	104510 # species # AP-15 sp019240125	cpsnj01	0
cpsnj01_contig_36164	linear	8717	0.9699	95 # order # Rhizobiales	cpsnj01	1
cpsnj01_contig_31033	linear	44871	0.9699	25709 # genus # Microvirga	cpsnj01	5
cpsnj01_contig_7670	linear	30408	0.9698	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_46922	linear	13378	0.9696	96 # family # Rhizobiaceae	cpsnj01	0
cpsnj01_contig_65801	linear	40026	0.9695	22923 # genus # Nordella	cpsnj01	0
cpsnj01_contig_22713	linear	27969	0.9694	96 # family # Rhizobiaceae	cpsnj01	0
cpsnj01_contig_62965	linear	24230	0.9694	3 # phylum # Pseudomonadota	cpsnj01	4
cpsnj01_contig_68599	linear	71819	0.9692	32 # order # Mycobacteriales	cpsnj01	2
cpsnj01_contig_39368	linear	13118	0.9690	1265 # genus # Bradyrhizobium	cpsnj01	0
cpsnj01_contig_32489	linear	11597	0.9689	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_47699	linear	27945	0.9689	501 # genus # Rhizobium	cpsnj01	6
cpsnj01_contig_18059	linear	18321	0.9688	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_7104	linear	37012	0.9688	1265 # genus # Bradyrhizobium	cpsnj01	4
cpsnj01_contig_54881	linear	98405	0.9687	501 # genus # Rhizobium	cpsnj01	0
cpsnj01_contig_34205	linear	14082	0.9687	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_41622	linear	25426	0.9687	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_7481	linear	7576	0.9687	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_38471	linear	118376	0.9685	1265 # genus # Bradyrhizobium	cpsnj01	10
cpsnj01_contig_11361	linear	23151	0.9685	88871 # genus # P52-10	cpsnj01	1
cpsnj01_contig_31210	linear	25059	0.9685	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_69975	linear	27404	0.9683	25709 # genus # Microvirga	cpsnj01	2
cpsnj01_contig_5893	linear	22932	0.9682	1265 # genus # Bradyrhizobium	cpsnj01	0
cpsnj01_contig_44774	linear	18606	0.9681	1178 # family # Sphingomonadaceae	cpsnj01	0
cpsnj01_contig_64142	linear	72093	0.9681	25709 # genus # Microvirga	cpsnj01	2
cpsnj01_contig_72679	linear	44658	0.9680	1264 # family # Xanthobacteraceae	cpsnj01	2
cpsnj01_contig_26438	linear	8047	0.9680	2 # superkingdom # Bacteria	cpsnj01	0
cpsnj01_contig_30500	linear	12044	0.9680	3 # phylum # Pseudomonadota	cpsnj01	0
cpsnj01_contig_19522	linear	18380	0.9678	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_38101	linear	13232	0.9678	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_19884	linear	63051	0.9677	47174 # genus # Skermanella	cpsnj01	12
cpsnj01_contig_77070	linear	9338	0.9676	23847 # genus # Sphingomicrobium	cpsnj01	0
cpsnj01_contig_25042	linear	39283	0.9674	25709 # genus # Microvirga	cpsnj01	5
cpsnj01_contig_42805	linear	11548	0.9674	7997 # order # Vicinamibacterales	cpsnj01	2
cpsnj01_contig_78533	linear	35033	0.9674	66 # family # Burkholderiaceae	cpsnj01	3
cpsnj01_contig_3294	linear	13885	0.9674	1264 # family # Xanthobacteraceae	cpsnj01	1
cpsnj01_contig_72654	linear	12163	0.9673	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_75515	linear	10710	0.9673	1265 # genus # Bradyrhizobium	cpsnj01	3
cpsnj01_contig_15874	linear	29066	0.9672	585 # genus # Streptomyces	cpsnj01	3
cpsnj01_contig_45729	linear	15934	0.9671	19302 # family # Geodermatophilaceae	cpsnj01	1
cpsnj01_contig_31731	linear	93788	0.9670	1265 # genus # Bradyrhizobium	cpsnj01	10
cpsnj01_contig_34087	linear	27500	0.9670	1265 # genus # Bradyrhizobium	cpsnj01	2
cpsnj01_contig_18013	linear	43465	0.9669	1264 # family # Xanthobacteraceae	cpsnj01	0
cpsnj01_contig_79932	linear	27819	0.9669	2 # superkingdom # Bacteria	cpsnj01	3
cpsnj01_contig_30946	linear	19275	0.9667	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_17992	linear	15154	0.9665	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_23266	linear	26838	0.9661	23847 # genus # Sphingomicrobium	cpsnj01	1
cpsnj01_contig_64424	linear	34583	0.9658	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_28335	linear	86712	0.9657	23847 # genus # Sphingomicrobium	cpsnj01	7
cpsnj01_contig_57966	linear	78396	0.9656	95 # order # Rhizobiales	cpsnj01	0
cpsnj01_contig_69233	linear	54245	0.9655	1265 # genus # Bradyrhizobium	cpsnj01	4
cpsnj01_contig_3283	linear	38884	0.9654	1265 # genus # Bradyrhizobium	cpsnj01	12
cpsnj01_contig_44906	linear	34116	0.9653	96 # family # Rhizobiaceae	cpsnj01	0
cpsnj01_contig_1177	linear	59888	0.9653	230 # family # Xanthomonadaceae	cpsnj01	1
cpsnj01_contig_79976	linear	99071	0.9653	1264 # family # Xanthobacteraceae	cpsnj01	2
cpsnj01_contig_42507	linear	14572	0.9651	56 # order # Burkholderiales	cpsnj01	0
cpsnj01_contig_2298	linear	13594	0.9649	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_73792	linear	32971	0.9648	2 # superkingdom # Bacteria	cpsnj01	0
cpsnj01_contig_63376	linear	19411	0.9647	95 # order # Rhizobiales	cpsnj01	1
cpsnj01_contig_32820	linear	74040	0.9647	1264 # family # Xanthobacteraceae	cpsnj01	6
cpsnj01_contig_28480	linear	22712	0.9646	1265 # genus # Bradyrhizobium	cpsnj01	0
cpsnj01_contig_9053	linear	10864	0.9642	95 # order # Rhizobiales	cpsnj01	3
cpsnj01_contig_32161	linear	21002	0.9642	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_37641	linear	34206	0.9641	2 # superkingdom # Bacteria	cpsnj01	0
cpsnj01_contig_50343	linear	13681	0.9641	60606 # species # Lysobacter sp017308985	cpsnj01	0
cpsnj01_contig_15996	linear	67154	0.9641	90 # class # Alphaproteobacteria	cpsnj01	1
cpsnj01_contig_53466	linear	14509	0.9640	4354 # genus # Azospirillum	cpsnj01	2
cpsnj01_contig_34000	linear	11464	0.9639	90 # class # Alphaproteobacteria	cpsnj01	0
cpsnj01_contig_50300	linear	26375	0.9639	11401 # genus # Reyranella	cpsnj01	3
cpsnj01_contig_14156	linear	22198	0.9638	90 # class # Alphaproteobacteria	cpsnj01	0
