genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
cpsnj02_SemiBin_17.fa,89.15092687354381,NA,NA,NA,NA,NA,36_1,NA,NA,1,NA,NA,NA,NA
cpsnj04_SemiBin_11.fa,80.48472748084846,NA,NA,NA,NA,NA,36_2,NA,NA,1,NA,NA,NA,NA
snj02_SemiBin_83.fa,51.12569377646843,NA,NA,NA,NA,NA,36_3,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_118.fa,62.08984674660319,NA,NA,NA,NA,NA,37_0,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_188.fa,62.486222616793576,NA,NA,NA,NA,NA,38_0,NA,NA,1,NA,NA,NA,NA
cpsnj04_SemiBin_2.fa,100.8267819838872,NA,NA,NA,NA,NA,39_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_4.fa,101.3547959575768,NA,NA,NA,NA,NA,40_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_17.fa,94.02328698901192,NA,NA,NA,NA,NA,41_0,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_174.fa,42.97600956035536,NA,NA,NA,NA,NA,42_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_164.fa,61.37852289184684,NA,NA,NA,NA,NA,43_0,NA,NA,1,NA,NA,NA,NA
snj15_SemiBin_67.fa,13.042634858326943,NA,NA,NA,NA,NA,44_0,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_28.fa,77.8770546674682,NA,NA,NA,NA,NA,45_0,NA,NA,1,NA,NA,NA,NA
sample24_SemiBin_103.fa,55.928280174225456,NA,NA,NA,NA,NA,46_1,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_114.fa,81.12032888175513,NA,NA,NA,NA,NA,46_2,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_82.fa,59.89472258731359,NA,NA,NA,NA,NA,46_3,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_72.fa,54.75923221907987,NA,NA,NA,NA,NA,46_4,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_65.fa,67.41742402632207,NA,NA,NA,NA,NA,46_5,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_64.fa,76.12686314246574,NA,NA,NA,NA,NA,46_6,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_91.fa,70.76819370966321,NA,NA,NA,NA,NA,46_7,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_118.fa,27.53947925922932,NA,NA,NA,NA,NA,46_8,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_69.fa,47.26734000698151,NA,NA,NA,NA,NA,46_9,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_134.fa,65.71530802319765,NA,NA,NA,NA,NA,47_1,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_34.fa,61.99241993261996,NA,NA,NA,NA,NA,47_2,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_94.fa,70.32126319477797,NA,NA,NA,NA,NA,47_3,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_14.fa,83.29233497280292,NA,NA,NA,NA,NA,47_4,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_152.fa,50.78971757003833,NA,NA,NA,NA,NA,47_5,NA,NA,1,NA,NA,NA,NA
snj16_SemiBin_53.fa,46.68702851141336,NA,NA,NA,NA,NA,47_6,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_93.fa,57.02522893724323,NA,NA,NA,NA,NA,47_7,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_247.fa,50.7925593825323,NA,NA,NA,NA,NA,47_8,NA,NA,1,NA,NA,NA,NA
cpsnj01_SemiBin_95.fa,43.310534615575655,NA,NA,NA,NA,NA,47_9,NA,NA,1,NA,NA,NA,NA
cpsnj03_SemiBin_75.fa,45.51956185924223,NA,NA,NA,NA,NA,47_10,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_88.fa,45.1930570982799,NA,NA,NA,NA,NA,48_1,NA,NA,1,NA,NA,NA,NA
sample8_SemiBin_99.fa,41.55307173145972,NA,NA,NA,NA,NA,48_2,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_95.fa,63.01437671256209,NA,NA,NA,NA,NA,48_3,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_113.fa,62.85382714545318,NA,NA,NA,NA,NA,48_4,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_59.fa,22.821571589488595,NA,NA,NA,NA,NA,49_0,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_19.fa,52.27050588205746,NA,NA,NA,NA,NA,50_0,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_78.fa,46.27104700453542,NA,NA,NA,NA,NA,51_1,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_67.fa,33.08611722140714,NA,NA,NA,NA,NA,51_2,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_63.fa,45.57930506789616,NA,NA,NA,NA,NA,51_3,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_83.fa,38.86443779084692,NA,NA,NA,NA,NA,51_4,NA,NA,1,NA,NA,NA,NA
snj10_SemiBin_44.fa,46.21196117632929,NA,NA,NA,NA,NA,51_5,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_238.fa,14.797366306022946,NA,NA,NA,NA,NA,51_6,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_55.fa,58.09456102373818,NA,NA,NA,NA,NA,51_7,NA,NA,1,NA,NA,NA,NA
snj15_SemiBin_39.fa,55.033105528268464,NA,NA,NA,NA,NA,51_8,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_29.fa,55.91525000679859,NA,NA,NA,NA,NA,51_9,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_33.fa,61.846590498939165,NA,NA,NA,NA,NA,51_10,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_57.fa,81.16922515923123,NA,NA,NA,NA,NA,51_11,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_51.fa,61.26316296335503,NA,NA,NA,NA,NA,51_12,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_59.fa,65.38673277976152,NA,NA,NA,NA,NA,51_13,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_37.fa,82.00746528933367,NA,NA,NA,NA,NA,51_14,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_4.fa,79.76302626865373,NA,NA,NA,NA,NA,51_15,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_136.fa,60.01853497990474,NA,NA,NA,NA,NA,51_16,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_40.fa,71.1994068958575,NA,NA,NA,NA,NA,51_17,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_31.fa,39.893703064369696,NA,NA,NA,NA,NA,51_18,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_52.fa,69.37297919203588,NA,NA,NA,NA,NA,51_19,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_22.fa,73.39376536714043,NA,NA,NA,NA,NA,51_20,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_56.fa,54.94926559340574,NA,NA,NA,NA,NA,51_21,NA,NA,1,NA,NA,NA,NA
sample12_SemiBin_19.fa,63.69204661086975,NA,NA,NA,NA,NA,51_22,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_63.fa,49.6852154903663,NA,NA,NA,NA,NA,51_23,NA,NA,1,NA,NA,NA,NA
sample8_SemiBin_49.fa,44.52176272893453,NA,NA,NA,NA,NA,51_24,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_32.fa,48.70367240442792,NA,NA,NA,NA,NA,51_25,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_60.fa,44.70932149823311,NA,NA,NA,NA,NA,51_26,NA,NA,1,NA,NA,NA,NA
sample3_SemiBin_44.fa,51.97220147331559,NA,NA,NA,NA,NA,51_27,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_8.fa,73.7162546275924,NA,NA,NA,NA,NA,51_28,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_66.fa,56.08248107300114,NA,NA,NA,NA,NA,51_29,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_55.fa,48.37623410524398,NA,NA,NA,NA,NA,51_30,NA,NA,1,NA,NA,NA,NA
cpsnj04_SemiBin_96.fa,60.11976606294306,NA,NA,NA,NA,NA,51_31,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_16.fa,59.48693777974998,NA,NA,NA,NA,NA,51_32,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_123.fa,53.4922742204497,NA,NA,NA,NA,NA,51_33,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_146.fa,48.70368423545763,NA,NA,NA,NA,NA,51_34,NA,NA,1,NA,NA,NA,NA
snj16_SemiBin_17.fa,52.85144371324092,NA,NA,NA,NA,NA,51_35,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_41.fa,65.51256556179108,NA,NA,NA,NA,NA,51_36,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_41.fa,69.56240204589388,NA,NA,NA,NA,NA,51_37,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_100.fa,48.22886716294712,NA,NA,NA,NA,NA,51_38,NA,NA,1,NA,NA,NA,NA
sample30_SemiBin_6.fa,56.68242056444428,NA,NA,NA,NA,NA,51_39,NA,NA,1,NA,NA,NA,NA
cpsnj15_SemiBin_81.fa,46.523574154397714,NA,NA,NA,NA,NA,51_40,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_139.fa,42.20433137446032,NA,NA,NA,NA,NA,51_41,NA,NA,1,NA,NA,NA,NA
cpsnj03_SemiBin_114.fa,42.22515901223514,NA,NA,NA,NA,NA,51_42,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_131.fa,43.29920936707513,NA,NA,NA,NA,NA,51_43,NA,NA,1,NA,NA,NA,NA
sample8_SemiBin_1898.fa,14.513258718707322,NA,NA,NA,NA,NA,52_0,NA,NA,1,NA,NA,NA,NA
sample8_SemiBin_259.fa,50.76081405199376,NA,NA,NA,NA,NA,53_0,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_89.fa,48.74442815300873,NA,NA,NA,NA,NA,54_0,NA,NA,1,NA,NA,NA,NA
sample30_SemiBin_54.fa,56.60707996076955,NA,NA,NA,NA,NA,55_0,NA,NA,1,NA,NA,NA,NA
cpsnj01_SemiBin_1.fa,99.5039598668835,NA,NA,NA,NA,NA,56_1,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_106.fa,22.80433251693492,NA,NA,NA,NA,NA,56_2,NA,NA,1,NA,NA,NA,NA
cpsnj01_SemiBin_115.fa,58.60989334553019,NA,NA,NA,NA,NA,57_1,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_48.fa,67.49664711596797,NA,NA,NA,NA,NA,57_2,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_123.fa,70.90396941834861,NA,NA,NA,NA,NA,58_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_49.fa,69.38391178972498,NA,NA,NA,NA,NA,59_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_129.fa,41.37984524324551,NA,NA,NA,NA,NA,60_0,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_50.fa,56.31232447545474,NA,NA,NA,NA,NA,61_0,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_73.fa,58.54223248876754,NA,NA,NA,NA,NA,62_1,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_38.fa,76.16848602646348,NA,NA,NA,NA,NA,62_2,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_351.fa,22.016965411086385,NA,NA,NA,NA,NA,62_3,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_88.fa,47.21956223552747,NA,NA,NA,NA,NA,63_0,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_140.fa,48.71950399188414,NA,NA,NA,NA,NA,64_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_198.fa,43.23264913162343,NA,NA,NA,NA,NA,65_0,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_33.fa,72.50183172460528,NA,NA,NA,NA,NA,66_0,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_13.fa,70.81095666660869,NA,NA,NA,NA,NA,67_1,NA,NA,1,NA,NA,NA,NA
snj16_SemiBin_36.fa,72.06588643017103,NA,NA,NA,NA,NA,67_2,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_42.fa,64.39568364246742,NA,NA,NA,NA,NA,67_3,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_17.fa,94.199725095621,NA,NA,NA,NA,NA,68_1,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_22.fa,90.02676631465536,NA,NA,NA,NA,NA,68_2,NA,NA,1,NA,NA,NA,NA
cpsnj01_SemiBin_56.fa,57.81067891132606,NA,NA,NA,NA,NA,68_3,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_61.fa,46.554455720660926,NA,NA,NA,NA,NA,68_4,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_161.fa,47.22996410388925,NA,NA,NA,NA,NA,69_1,NA,NA,1,NA,NA,NA,NA
snj16_SemiBin_1.fa,89.18998689007789,NA,NA,NA,NA,NA,69_2,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_72.fa,66.68004346064997,NA,NA,NA,NA,NA,70_0,NA,NA,1,NA,NA,NA,NA
cpsnj02_SemiBin_159.fa,42.27259460205165,NA,NA,NA,NA,NA,71_1,NA,NA,1,NA,NA,NA,NA
snj02_SemiBin_61.fa,41.97171476215619,NA,NA,NA,NA,NA,71_2,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_66.fa,53.739368649846455,NA,NA,NA,NA,NA,72_0,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_0.fa,96.8329945889788,NA,NA,NA,NA,NA,73_0,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_33.fa,67.51443786520144,NA,NA,NA,NA,NA,74_0,NA,NA,1,NA,NA,NA,NA
snj03_SemiBin_61.fa,78.54102813250908,NA,NA,NA,NA,NA,75_1,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_37.fa,61.875322646976606,NA,NA,NA,NA,NA,75_2,NA,NA,1,NA,NA,NA,NA
snj16_SemiBin_41.fa,59.83565402192796,NA,NA,NA,NA,NA,75_3,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_109.fa,36.52792720402135,NA,NA,NA,NA,NA,76_0,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_0.fa,102.31554768571954,NA,NA,NA,NA,NA,77_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_319.fa,48.627072994414775,NA,NA,NA,NA,NA,78_0,NA,NA,1,NA,NA,NA,NA
