cpsnj01_SemiBin_206.fa,10.29,0.04
cpsnj01_SemiBin_224.fa,29.94,1.0
cpsnj01_SemiBin_234.fa,36.02,0.19
cpsnj01_SemiBin_240.fa,6.99,0.0
cpsnj01_SemiBin_243.fa,18.37,0.25
cpsnj01_SemiBin_250.fa,36.52,1.45
cpsnj01_SemiBin_251.fa,31.55,1.14
cpsnj01_SemiBin_253.fa,35.83,1.67
cpsnj01_SemiBin_26.fa,71.59,0.38
cpsnj01_SemiBin_269.fa,10.85,0.06
cpsnj01_SemiBin_271.fa,18.07,0.01
cpsnj01_SemiBin_275.fa,69.87,6.61
cpsnj01_SemiBin_285.fa,10.9,0.0
cpsnj01_SemiBin_29.fa,58.72,2.31
cpsnj01_SemiBin_296.fa,31.5,1.2
cpsnj01_SemiBin_298.fa,6.46,0.01
cpsnj01_SemiBin_30.fa,58.79,8.38
cpsnj01_SemiBin_301.fa,9.96,0.03
cpsnj01_SemiBin_318.fa,17.97,0.33
cpsnj01_SemiBin_319.fa,17.84,1.52
cpsnj01_SemiBin_325.fa,32.47,1.35
cpsnj01_SemiBin_327.fa,9.0,0.0
cpsnj01_SemiBin_329.fa,15.74,0.0
cpsnj01_SemiBin_33.fa,48.39,0.21
cpsnj01_SemiBin_336.fa,22.42,1.33
cpsnj01_SemiBin_337.fa,18.93,0.74
cpsnj01_SemiBin_344.fa,15.97,1.52
cpsnj01_SemiBin_349.fa,17.94,0.0
cpsnj01_SemiBin_352.fa,14.36,0.92
cpsnj01_SemiBin_354.fa,20.54,0.2
cpsnj01_SemiBin_367.fa,7.51,0.04
cpsnj01_SemiBin_376.fa,38.46,0.59
cpsnj01_SemiBin_379.fa,19.0,1.63
cpsnj01_SemiBin_384.fa,11.12,0.0
cpsnj01_SemiBin_392.fa,18.06,0.35
cpsnj01_SemiBin_394.fa,5.31,0.0
cpsnj01_SemiBin_397.fa,7.85,0.02
cpsnj01_SemiBin_405.fa,2.96,0.0
cpsnj01_SemiBin_406.fa,4.68,0.0
cpsnj01_SemiBin_407.fa,4.21,0.02
cpsnj01_SemiBin_408.fa,6.81,0.12
cpsnj01_SemiBin_409.fa,58.69,9.97
cpsnj01_SemiBin_411.fa,5.63,0.0
cpsnj01_SemiBin_412.fa,6.36,0.0
cpsnj01_SemiBin_414.fa,9.25,0.02
cpsnj01_SemiBin_418.fa,7.35,0.04
cpsnj01_SemiBin_427.fa,17.65,0.72
cpsnj01_SemiBin_43.fa,68.93,4.24
cpsnj01_SemiBin_432.fa,21.18,0.62
cpsnj01_SemiBin_436.fa,30.73,6.81
cpsnj01_SemiBin_437.fa,5.6,0.0
cpsnj01_SemiBin_456.fa,7.25,0.01
cpsnj01_SemiBin_462.fa,9.02,0.0
cpsnj01_SemiBin_465.fa,6.58,0.01
cpsnj01_SemiBin_468.fa,12.07,0.0
cpsnj01_SemiBin_469.fa,15.71,0.02
cpsnj01_SemiBin_477.fa,8.77,0.0
cpsnj01_SemiBin_478.fa,9.63,0.02
cpsnj01_SemiBin_483.fa,9.07,0.0
cpsnj01_SemiBin_487.fa,5.24,0.0
cpsnj01_SemiBin_488.fa,6.87,0.21
cpsnj01_SemiBin_496.fa,13.32,0.04
cpsnj01_SemiBin_500.fa,8.61,0.01
cpsnj01_SemiBin_506.fa,15.7,0.75
cpsnj01_SemiBin_509.fa,15.65,1.66
cpsnj01_SemiBin_511.fa,15.0,0.38
cpsnj01_SemiBin_515.fa,6.85,0.0
cpsnj01_SemiBin_53.fa,49.76,0.32
cpsnj01_SemiBin_539.fa,8.22,0.04
cpsnj01_SemiBin_544.fa,7.62,0.0
cpsnj01_SemiBin_546.fa,6.37,0.04
cpsnj01_SemiBin_554.fa,9.77,0.04
cpsnj01_SemiBin_559.fa,15.64,0.09
cpsnj01_SemiBin_563.fa,15.44,0.64
cpsnj01_SemiBin_564.fa,5.31,0.0
cpsnj01_SemiBin_566.fa,3.35,0.01
cpsnj01_SemiBin_573.fa,3.14,0.01
cpsnj01_SemiBin_574.fa,7.34,0.13
cpsnj01_SemiBin_576.fa,5.83,0.19
cpsnj01_SemiBin_579.fa,3.91,0.0
cpsnj01_SemiBin_580.fa,3.29,0.01
cpsnj01_SemiBin_581.fa,3.28,0.01
cpsnj01_SemiBin_585.fa,7.71,0.0
cpsnj01_SemiBin_589.fa,7.14,0.0
cpsnj01_SemiBin_592.fa,6.72,0.03
cpsnj01_SemiBin_60.fa,35.48,1.13
cpsnj01_SemiBin_614.fa,13.71,0.05
cpsnj01_SemiBin_619.fa,12.36,0.11
cpsnj01_SemiBin_622.fa,13.29,0.57
cpsnj01_SemiBin_624.fa,38.75,4.98
cpsnj01_SemiBin_641.fa,5.78,0.0
cpsnj01_SemiBin_648.fa,5.55,0.11
cpsnj01_SemiBin_659.fa,8.37,0.47
cpsnj01_SemiBin_66.fa,53.89,4.04
cpsnj01_SemiBin_672.fa,5.57,0.0
cpsnj01_SemiBin_682.fa,6.03,0.0
cpsnj01_SemiBin_687.fa,8.56,0.0
cpsnj01_SemiBin_69.fa,43.2,1.46
cpsnj01_SemiBin_695.fa,10.97,0.0
cpsnj01_SemiBin_696.fa,9.9,0.01
cpsnj01_SemiBin_697.fa,12.83,1.94
cpsnj01_SemiBin_7.fa,85.69,0.03
cpsnj01_SemiBin_704.fa,12.81,1.02
cpsnj01_SemiBin_705.fa,16.56,0.04
cpsnj01_SemiBin_706.fa,10.37,1.14
cpsnj01_SemiBin_71.fa,66.92,2.26
cpsnj01_SemiBin_711.fa,4.39,0.01
cpsnj01_SemiBin_716.fa,5.72,0.0
cpsnj01_SemiBin_719.fa,8.5,0.01
cpsnj01_SemiBin_725.fa,6.79,0.0
cpsnj01_SemiBin_726.fa,5.68,0.0
cpsnj01_SemiBin_730.fa,4.63,0.04
cpsnj01_SemiBin_731.fa,5.2,0.0
cpsnj01_SemiBin_738.fa,3.58,0.23
cpsnj01_SemiBin_739.fa,3.74,0.0
cpsnj01_SemiBin_743.fa,6.48,0.0
cpsnj01_SemiBin_754.fa,7.36,0.32
cpsnj01_SemiBin_76.fa,35.46,10.74
cpsnj01_SemiBin_765.fa,6.58,0.0
cpsnj01_SemiBin_767.fa,6.7,0.0
cpsnj01_SemiBin_768.fa,6.55,0.02
cpsnj01_SemiBin_771.fa,7.93,0.03
cpsnj01_SemiBin_772.fa,6.8,0.01
cpsnj01_SemiBin_776.fa,7.9,0.06
cpsnj01_SemiBin_786.fa,11.39,0.0
cpsnj01_SemiBin_794.fa,10.9,0.08
cpsnj01_SemiBin_8.fa,92.72,0.53
cpsnj01_SemiBin_80.fa,37.0,1.68
cpsnj01_SemiBin_809.fa,8.19,0.01
cpsnj01_SemiBin_812.fa,7.17,0.0
cpsnj01_SemiBin_823.fa,5.66,0.01
cpsnj01_SemiBin_842.fa,4.43,0.17
cpsnj01_SemiBin_845.fa,4.57,0.01
cpsnj01_SemiBin_846.fa,6.0,0.0
cpsnj01_SemiBin_847.fa,6.13,0.0
cpsnj01_SemiBin_848.fa,8.67,0.0
cpsnj01_SemiBin_854.fa,4.57,0.01
cpsnj01_SemiBin_857.fa,5.84,0.6
cpsnj01_SemiBin_859.fa,7.75,0.01
cpsnj01_SemiBin_864.fa,3.97,0.0
cpsnj01_SemiBin_874.fa,5.74,0.01
cpsnj01_SemiBin_877.fa,4.52,0.01
cpsnj01_SemiBin_879.fa,4.73,0.01
cpsnj01_SemiBin_881.fa,5.22,0.0
cpsnj01_SemiBin_894.fa,4.73,0.0
cpsnj01_SemiBin_895.fa,7.25,0.0
cpsnj01_SemiBin_903.fa,6.63,0.0
cpsnj01_SemiBin_904.fa,8.08,0.86
cpsnj01_SemiBin_907.fa,10.08,0.09
cpsnj01_SemiBin_911.fa,6.6,0.44
cpsnj01_SemiBin_92.fa,71.62,3.02
cpsnj01_SemiBin_924.fa,3.76,0.0
cpsnj01_SemiBin_927.fa,6.06,0.0
cpsnj01_SemiBin_928.fa,6.32,0.01
cpsnj01_SemiBin_930.fa,6.51,0.0
cpsnj01_SemiBin_931.fa,4.87,0.0
cpsnj01_SemiBin_938.fa,5.91,0.02
cpsnj01_SemiBin_941.fa,4.05,0.01
cpsnj01_SemiBin_949.fa,3.9,0.0
cpsnj01_SemiBin_95.fa,63.7,4.4
cpsnj01_SemiBin_953.fa,4.44,0.1
cpsnj01_SemiBin_964.fa,3.67,0.0
cpsnj01_SemiBin_966.fa,4.13,0.0
cpsnj01_SemiBin_976.fa,3.03,0.0
cpsnj01_SemiBin_977.fa,5.1,0.01
cpsnj01_SemiBin_979.fa,6.1,0.01
cpsnj01_SemiBin_98.fa,24.39,0.04
cpsnj01_SemiBin_982.fa,4.28,0.01
cpsnj01_SemiBin_986.fa,8.09,0.21
cpsnj01_SemiBin_991.fa,5.13,0.0
cpsnj01_SemiBin_1000.fa,4.22,0.32
cpsnj01_SemiBin_1003.fa,5.25,0.0
cpsnj01_SemiBin_1013.fa,8.44,0.0
cpsnj01_SemiBin_1016.fa,5.3,0.0
cpsnj01_SemiBin_1019.fa,7.17,0.0
cpsnj01_SemiBin_102.fa,41.6,2.11
cpsnj01_SemiBin_1020.fa,5.14,0.02
cpsnj01_SemiBin_1027.fa,7.71,0.0
cpsnj01_SemiBin_1029.fa,8.5,0.02
cpsnj01_SemiBin_1044.fa,4.08,0.0
cpsnj01_SemiBin_1049.fa,5.76,0.0
cpsnj01_SemiBin_1056.fa,4.46,0.0
cpsnj01_SemiBin_1059.fa,3.66,0.0
cpsnj01_SemiBin_1060.fa,3.81,0.02
cpsnj01_SemiBin_1061.fa,4.89,0.0
cpsnj01_SemiBin_1062.fa,8.15,0.02
cpsnj01_SemiBin_1063.fa,3.36,0.0
cpsnj01_SemiBin_1069.fa,6.25,0.01
cpsnj01_SemiBin_1072.fa,3.64,0.0
cpsnj01_SemiBin_1074.fa,4.72,0.0
cpsnj01_SemiBin_1078.fa,4.2,0.17
cpsnj01_SemiBin_1083.fa,5.82,0.0
cpsnj01_SemiBin_1085.fa,3.2,0.0
cpsnj01_SemiBin_1087.fa,5.61,0.01
cpsnj01_SemiBin_1094.fa,3.39,0.01
cpsnj01_SemiBin_1097.fa,4.41,0.01
cpsnj01_SemiBin_1100.fa,6.8,0.04
cpsnj01_SemiBin_1106.fa,4.38,0.0
cpsnj01_SemiBin_1107.fa,4.31,0.0
cpsnj01_SemiBin_1111.fa,6.64,0.0
cpsnj01_SemiBin_1132.fa,5.6,0.0
cpsnj01_SemiBin_1136.fa,3.29,0.03
cpsnj01_SemiBin_1147.fa,5.46,0.03
cpsnj01_SemiBin_115.fa,57.02,0.0
cpsnj01_SemiBin_1164.fa,5.56,0.0
cpsnj01_SemiBin_1173.fa,9.5,0.0
cpsnj01_SemiBin_1179.fa,4.71,0.0
cpsnj01_SemiBin_12.fa,83.87,1.4
cpsnj01_SemiBin_1207.fa,7.99,0.08
cpsnj01_SemiBin_1208.fa,8.37,0.0
cpsnj01_SemiBin_121.fa,30.1,0.01
cpsnj01_SemiBin_1216.fa,52.82,8.91
cpsnj01_SemiBin_1224.fa,29.82,8.22
cpsnj01_SemiBin_1226.fa,61.7,15.18
cpsnj01_SemiBin_1231.fa,33.99,8.11
cpsnj01_SemiBin_1232.fa,33.8,3.55
cpsnj01_SemiBin_1233.fa,49.93,22.36
cpsnj01_SemiBin_1241.fa,8.13,0.14
cpsnj01_SemiBin_1248.fa,14.3,2.27
cpsnj01_SemiBin_1256.fa,4.48,0.01
cpsnj01_SemiBin_1270.fa,13.48,0.74
cpsnj01_SemiBin_1273.fa,12.11,0.07
cpsnj01_SemiBin_1281.fa,62.84,31.66
cpsnj01_SemiBin_1282.fa,59.61,17.72
cpsnj01_SemiBin_1286.fa,61.06,22.84
cpsnj01_SemiBin_1298.fa,84.26,57.94
cpsnj01_SemiBin_1300.fa,68.12,26.82
cpsnj01_SemiBin_1319.fa,84.74,30.29
cpsnj01_SemiBin_1320.fa,64.33,20.34
cpsnj01_SemiBin_1321.fa,47.01,7.83
cpsnj01_SemiBin_133.fa,49.71,2.13
cpsnj01_SemiBin_1331.fa,100.0,80.0
cpsnj01_SemiBin_1332.fa,100.0,54.2
cpsnj01_SemiBin_139.fa,19.33,0.27
cpsnj01_SemiBin_141.fa,45.98,1.62
cpsnj01_SemiBin_146.fa,55.2,0.98
cpsnj01_SemiBin_147.fa,29.3,0.78
cpsnj01_SemiBin_152.fa,25.82,2.03
cpsnj01_SemiBin_155.fa,19.86,1.07
cpsnj01_SemiBin_158.fa,37.59,4.84
cpsnj01_SemiBin_159.fa,7.42,0.18
cpsnj01_SemiBin_162.fa,25.98,0.61
cpsnj01_SemiBin_163.fa,32.36,1.69
cpsnj01_SemiBin_168.fa,7.99,0.0
cpsnj01_SemiBin_172.fa,37.83,0.03
cpsnj01_SemiBin_174.fa,7.22,0.0
cpsnj01_SemiBin_179.fa,33.77,1.04
cpsnj01_SemiBin_181.fa,33.04,3.38
cpsnj01_SemiBin_183.fa,16.92,0.07
cpsnj01_SemiBin_187.fa,3.75,0.0
cpsnj01_SemiBin_2.fa,98.62,0.39
cpsnj01_SemiBin_214.fa,28.65,1.7
cpsnj01_SemiBin_217.fa,8.38,0.0
cpsnj01_SemiBin_225.fa,29.85,1.69
cpsnj01_SemiBin_23.fa,71.94,4.99
cpsnj01_SemiBin_230.fa,36.35,1.88
cpsnj01_SemiBin_238.fa,37.96,2.22
cpsnj01_SemiBin_239.fa,10.42,0.01
cpsnj01_SemiBin_247.fa,31.02,0.41
cpsnj01_SemiBin_255.fa,7.19,0.0
cpsnj01_SemiBin_257.fa,19.47,0.07
cpsnj01_SemiBin_260.fa,38.28,0.93
cpsnj01_SemiBin_27.fa,73.01,11.62
cpsnj01_SemiBin_272.fa,26.9,0.1
cpsnj01_SemiBin_273.fa,17.8,1.18
cpsnj01_SemiBin_283.fa,30.36,0.83
cpsnj01_SemiBin_286.fa,55.6,3.63
cpsnj01_SemiBin_287.fa,12.83,0.01
cpsnj01_SemiBin_289.fa,7.71,0.15
cpsnj01_SemiBin_291.fa,13.82,0.02
cpsnj01_SemiBin_295.fa,7.97,0.0
cpsnj01_SemiBin_316.fa,16.86,2.2
cpsnj01_SemiBin_320.fa,26.92,0.43
cpsnj01_SemiBin_330.fa,9.02,0.02
cpsnj01_SemiBin_331.fa,18.79,0.0
cpsnj01_SemiBin_333.fa,17.74,0.27
cpsnj01_SemiBin_334.fa,11.81,0.18
cpsnj01_SemiBin_339.fa,19.35,0.29
cpsnj01_SemiBin_347.fa,8.67,0.03
cpsnj01_SemiBin_356.fa,29.94,4.2
cpsnj01_SemiBin_358.fa,3.19,0.0
cpsnj01_SemiBin_36.fa,27.92,0.03
cpsnj01_SemiBin_362.fa,8.54,0.0
cpsnj01_SemiBin_363.fa,12.85,4.24
cpsnj01_SemiBin_366.fa,9.69,0.33
cpsnj01_SemiBin_372.fa,25.44,0.24
cpsnj01_SemiBin_373.fa,24.86,0.35
cpsnj01_SemiBin_380.fa,4.94,0.07
cpsnj01_SemiBin_383.fa,8.85,0.0
cpsnj01_SemiBin_391.fa,10.03,0.03
cpsnj01_SemiBin_413.fa,6.77,0.0
cpsnj01_SemiBin_42.fa,53.84,0.48
cpsnj01_SemiBin_438.fa,6.52,0.0
cpsnj01_SemiBin_455.fa,7.07,0.05
cpsnj01_SemiBin_459.fa,7.27,0.08
cpsnj01_SemiBin_463.fa,15.03,0.0
cpsnj01_SemiBin_464.fa,10.58,0.0
cpsnj01_SemiBin_476.fa,6.05,0.02
cpsnj01_SemiBin_479.fa,5.14,0.01
cpsnj01_SemiBin_480.fa,8.07,0.04
cpsnj01_SemiBin_492.fa,7.39,0.01
cpsnj01_SemiBin_494.fa,9.12,0.0
cpsnj01_SemiBin_497.fa,7.84,0.04
cpsnj01_SemiBin_518.fa,6.35,0.0
cpsnj01_SemiBin_521.fa,6.79,0.0
cpsnj01_SemiBin_530.fa,7.98,0.08
cpsnj01_SemiBin_531.fa,3.3,0.01
cpsnj01_SemiBin_534.fa,3.42,0.01
cpsnj01_SemiBin_538.fa,4.83,0.07
cpsnj01_SemiBin_547.fa,7.67,0.51
cpsnj01_SemiBin_548.fa,7.32,0.07
cpsnj01_SemiBin_549.fa,7.2,0.05
cpsnj01_SemiBin_55.fa,49.69,5.19
cpsnj01_SemiBin_552.fa,9.1,0.03
cpsnj01_SemiBin_556.fa,10.59,0.05
cpsnj01_SemiBin_560.fa,13.27,0.86
cpsnj01_SemiBin_562.fa,19.37,1.45
cpsnj01_SemiBin_568.fa,4.78,0.0
cpsnj01_SemiBin_569.fa,6.95,0.0
cpsnj01_SemiBin_570.fa,4.95,0.0
cpsnj01_SemiBin_582.fa,5.0,0.0
cpsnj01_SemiBin_599.fa,7.38,0.01
cpsnj01_SemiBin_600.fa,10.65,0.01
cpsnj01_SemiBin_610.fa,14.91,0.07
cpsnj01_SemiBin_616.fa,7.4,0.23
cpsnj01_SemiBin_626.fa,6.74,0.0
cpsnj01_SemiBin_629.fa,5.9,0.0
cpsnj01_SemiBin_632.fa,3.48,0.0
cpsnj01_SemiBin_633.fa,5.91,0.0
cpsnj01_SemiBin_639.fa,7.61,0.08
cpsnj01_SemiBin_642.fa,2.96,0.0
cpsnj01_SemiBin_649.fa,4.36,0.0
cpsnj01_SemiBin_650.fa,4.4,0.0
cpsnj01_SemiBin_652.fa,7.05,0.42
cpsnj01_SemiBin_656.fa,6.14,0.0
cpsnj01_SemiBin_658.fa,3.49,0.0
cpsnj01_SemiBin_661.fa,6.55,0.0
cpsnj01_SemiBin_674.fa,3.37,0.0
cpsnj01_SemiBin_683.fa,6.72,0.01
cpsnj01_SemiBin_686.fa,8.91,0.18
cpsnj01_SemiBin_689.fa,7.68,0.0
cpsnj01_SemiBin_698.fa,14.12,0.1
cpsnj01_SemiBin_701.fa,9.77,0.58
cpsnj01_SemiBin_717.fa,4.7,0.17
cpsnj01_SemiBin_724.fa,4.31,0.02
cpsnj01_SemiBin_728.fa,4.37,0.0
cpsnj01_SemiBin_733.fa,6.43,0.0
cpsnj01_SemiBin_736.fa,4.85,0.03
cpsnj01_SemiBin_745.fa,5.72,0.0
cpsnj01_SemiBin_748.fa,6.96,0.0
cpsnj01_SemiBin_751.fa,4.5,0.01
cpsnj01_SemiBin_752.fa,5.27,0.0
cpsnj01_SemiBin_753.fa,7.41,0.0
cpsnj01_SemiBin_769.fa,6.19,0.0
cpsnj01_SemiBin_780.fa,6.74,0.16
cpsnj01_SemiBin_793.fa,7.32,0.03
cpsnj01_SemiBin_800.fa,10.79,0.02
cpsnj01_SemiBin_804.fa,5.27,0.01
cpsnj01_SemiBin_806.fa,5.33,0.03
cpsnj01_SemiBin_810.fa,2.87,0.0
cpsnj01_SemiBin_813.fa,4.48,0.0
cpsnj01_SemiBin_814.fa,4.71,0.0
cpsnj01_SemiBin_815.fa,3.95,0.01
cpsnj01_SemiBin_817.fa,6.11,0.0
cpsnj01_SemiBin_82.fa,57.29,1.44
cpsnj01_SemiBin_820.fa,4.87,0.0
cpsnj01_SemiBin_821.fa,3.7,0.0
cpsnj01_SemiBin_822.fa,5.07,0.02
cpsnj01_SemiBin_825.fa,4.27,0.01
cpsnj01_SemiBin_828.fa,6.4,0.0
cpsnj01_SemiBin_829.fa,3.69,0.01
cpsnj01_SemiBin_83.fa,70.71,4.31
cpsnj01_SemiBin_830.fa,4.33,0.0
cpsnj01_SemiBin_832.fa,5.66,0.02
cpsnj01_SemiBin_834.fa,7.19,0.07
cpsnj01_SemiBin_835.fa,3.45,0.0
cpsnj01_SemiBin_840.fa,4.35,0.02
cpsnj01_SemiBin_841.fa,6.24,0.0
cpsnj01_SemiBin_849.fa,5.3,0.0
cpsnj01_SemiBin_850.fa,6.92,1.45
cpsnj01_SemiBin_853.fa,5.3,0.0
cpsnj01_SemiBin_858.fa,6.14,0.0
cpsnj01_SemiBin_862.fa,6.98,0.0
cpsnj01_SemiBin_863.fa,6.98,0.0
cpsnj01_SemiBin_867.fa,9.9,0.02
cpsnj01_SemiBin_873.fa,6.98,0.0
cpsnj01_SemiBin_88.fa,26.78,0.05
cpsnj01_SemiBin_885.fa,6.27,0.01
cpsnj01_SemiBin_886.fa,6.78,0.0
cpsnj01_SemiBin_889.fa,4.71,0.0
cpsnj01_SemiBin_89.fa,46.48,1.43
cpsnj01_SemiBin_899.fa,9.42,0.0
cpsnj01_SemiBin_901.fa,10.06,0.27
cpsnj01_SemiBin_905.fa,10.41,0.04
cpsnj01_SemiBin_906.fa,7.9,0.0
cpsnj01_SemiBin_91.fa,47.09,1.92
cpsnj01_SemiBin_912.fa,8.55,0.06
cpsnj01_SemiBin_926.fa,4.06,0.0
cpsnj01_SemiBin_939.fa,7.36,0.0
cpsnj01_SemiBin_94.fa,40.81,5.55
cpsnj01_SemiBin_945.fa,7.45,0.07
cpsnj01_SemiBin_948.fa,7.77,0.01
cpsnj01_SemiBin_950.fa,3.27,0.0
cpsnj01_SemiBin_955.fa,3.31,0.0
cpsnj01_SemiBin_958.fa,4.77,0.01
cpsnj01_SemiBin_959.fa,3.92,0.0
cpsnj01_SemiBin_961.fa,5.27,0.05
cpsnj01_SemiBin_965.fa,5.65,0.0
cpsnj01_SemiBin_968.fa,4.69,0.0
cpsnj01_SemiBin_97.fa,14.23,0.04
cpsnj01_SemiBin_970.fa,8.16,0.06
cpsnj01_SemiBin_974.fa,4.76,0.0
cpsnj01_SemiBin_981.fa,8.65,0.07
cpsnj01_SemiBin_984.fa,2.99,0.01
cpsnj01_SemiBin_985.fa,4.12,0.01
cpsnj01_SemiBin_989.fa,4.33,0.01
cpsnj01_SemiBin_990.fa,3.75,0.0
cpsnj01_SemiBin_994.fa,6.29,0.1
cpsnj01_SemiBin_995.fa,7.86,0.01
cpsnj01_SemiBin_997.fa,4.79,0.0
cpsnj01_SemiBin_0.fa,99.97,0.22
cpsnj01_SemiBin_1005.fa,4.12,0.1
cpsnj01_SemiBin_1006.fa,6.86,0.05
cpsnj01_SemiBin_1008.fa,7.32,0.54
cpsnj01_SemiBin_1022.fa,7.08,0.0
cpsnj01_SemiBin_1024.fa,6.93,0.03
cpsnj01_SemiBin_1025.fa,5.55,0.13
cpsnj01_SemiBin_1026.fa,8.24,0.02
cpsnj01_SemiBin_1037.fa,13.1,0.88
cpsnj01_SemiBin_1039.fa,19.98,0.61
cpsnj01_SemiBin_1046.fa,3.11,0.01
cpsnj01_SemiBin_105.fa,42.34,0.4
cpsnj01_SemiBin_1054.fa,6.35,0.0
cpsnj01_SemiBin_1057.fa,4.72,0.0
cpsnj01_SemiBin_1058.fa,5.27,0.04
cpsnj01_SemiBin_1067.fa,7.17,0.0
cpsnj01_SemiBin_1076.fa,6.44,0.0
cpsnj01_SemiBin_1082.fa,4.09,0.16
cpsnj01_SemiBin_1092.fa,3.67,0.0
cpsnj01_SemiBin_1102.fa,5.71,0.0
cpsnj01_SemiBin_1104.fa,5.0,0.0
cpsnj01_SemiBin_1113.fa,3.77,0.0
cpsnj01_SemiBin_1114.fa,3.84,0.1
cpsnj01_SemiBin_1116.fa,5.84,0.03
cpsnj01_SemiBin_1118.fa,4.6,0.0
cpsnj01_SemiBin_1120.fa,4.11,0.0
cpsnj01_SemiBin_1123.fa,5.47,0.0
cpsnj01_SemiBin_1127.fa,5.18,0.02
cpsnj01_SemiBin_1129.fa,5.47,0.0
cpsnj01_SemiBin_1130.fa,3.91,0.01
cpsnj01_SemiBin_1131.fa,3.84,0.0
cpsnj01_SemiBin_1133.fa,5.34,0.03
